GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0010604	positive regulation of macromolecule metabolic process	1.0652323020493078e-24	1.0652323020493078e-24	+1	TP53,PTEN,APC,VHL,KRAS,ARID1A,PBRM1,EGFR,PIK3R1,CDKN2A,GATA3,NOTCH1,FBXW7,CTNNB1,FLT3,KEAP1,CDH1,CTCF,NFE2L2,NPM1,RUNX1,TBX3,STK11,CEBPA,AKT1,BRAF,AR,PIK3CG,SOX9,ATM,CDKN1B,WT1,HGF,ERBB4,MTOR,TLR4,TET2,ATRX,ELF3,BRCA1,LRRK2,FOXA1,CHEK2,KIT,SETD2,EP300,FGFR2,CCND1,SMAD4,FOXA2,USP9X,BRCA2,FGFR3,ASXL1,TGFBR2,SOX17,CDKN1A,SF3B1,TAF1,ATR,VEZF1,CDK12,PTPN11,NSD1,TBL1XR1,ACVR2A,MECOM,RPL5,SMAD2,AXIN2,ERCC2,EZH2,PCBP1
GO:0009889	regulation of biosynthetic process	1.1120093986552041e-24	1.1120093986552041e-24	+1	TP53,PTEN,VHL,KRAS,ARID1A,PBRM1,NAV3,EGFR,PIK3R1,CDKN2A,GATA3,RB1,NOTCH1,FBXW7,CTNNB1,DNMT3A,TSHZ3,KEAP1,CDH1,CTCF,NFE2L2,SETBP1,BAP1,NPM1,RUNX1,TBX3,CEBPA,KDM6A,AKT1,BRAF,AR,AJUBA,TSHZ2,PIK3CG,SOX9,ATM,CDKN1B,WT1,HGF,KDM5C,PRX,ERBB4,MTOR,TLR4,ARID5B,TET2,ATRX,ELF3,BRCA1,LRRK2,FOXA1,CHEK2,KIT,SETD2,EP300,FGFR2,CCND1,SMAD4,FOXA2,USP9X,BRCA2,NFE2L3,ASXL1,SOX17,CDKN1A,SF3B1,TAF1,PPP2R1A,CBFB,ATR,SIN3A,VEZF1,EIF4A2,CDK12,PHF6,PTPN11,ACVR1B,NSD1,TBL1XR1,EGR3,ACVR2A,MECOM,NCOR1,RPL5,SMAD2,AXIN2,RAD21,EZH2,PCBP1
GO:0006351	DNA-templated transcription	1.4266421854135512e-24	1.4266421854135512e-24	+1	TP53,PTEN,VHL,ARID1A,PBRM1,EGFR,PIK3R1,CDKN2A,GATA3,RB1,NOTCH1,CTNNB1,DNMT3A,TSHZ3,KEAP1,CDH1,CTCF,NFE2L2,SETBP1,BAP1,NPM1,RUNX1,TBX3,CEBPA,AKT1,AR,AJUBA,TSHZ2,SOX9,ATM,CDKN1B,WT1,HGF,KDM5C,ERBB4,MTOR,TLR4,ARID5B,TET2,ATRX,ELF3,BRCA1,FOXA1,CHEK2,KIT,SETD2,EP300,FGFR2,CCND1,SMAD4,FOXA2,USP9X,BRCA2,NFE2L3,ASXL1,SOX17,SF3B1,TAF1,PPP2R1A,CBFB,SIN3A,VEZF1,CDK12,PHF6,ACVR1B,NSD1,TBL1XR1,EGR3,ACVR2A,MECOM,NCOR1,SMAD2,RAD21,ERCC2,EZH2,PCBP1
GO:0032774	RNA biosynthetic process	2.5068232128366595e-24	2.5068232128366595e-24	+1	TP53,PTEN,VHL,ARID1A,PBRM1,EGFR,PIK3R1,CDKN2A,GATA3,RB1,NOTCH1,CTNNB1,DNMT3A,TSHZ3,KEAP1,CDH1,CTCF,NFE2L2,SETBP1,BAP1,NPM1,RUNX1,TBX3,CEBPA,AKT1,AR,AJUBA,TSHZ2,SOX9,ATM,CDKN1B,WT1,HGF,KDM5C,ERBB4,MTOR,TLR4,ARID5B,TET2,ATRX,ELF3,BRCA1,FOXA1,CHEK2,KIT,SETD2,EP300,FGFR2,CCND1,SMAD4,FOXA2,USP9X,BRCA2,NFE2L3,ASXL1,SOX17,SF3B1,TAF1,PPP2R1A,CBFB,SIN3A,VEZF1,CDK12,PHF6,ACVR1B,NSD1,TBL1XR1,EGR3,ACVR2A,MECOM,NCOR1,SMAD2,RAD21,ERCC2,EZH2,PCBP1
GO:0006355	regulation of DNA-templated transcription	3.825043570373833e-24	3.825043570373833e-24	+1	TP53,PTEN,VHL,ARID1A,PBRM1,EGFR,PIK3R1,CDKN2A,GATA3,RB1,NOTCH1,CTNNB1,DNMT3A,TSHZ3,KEAP1,CDH1,CTCF,NFE2L2,SETBP1,BAP1,NPM1,RUNX1,TBX3,CEBPA,AKT1,AR,AJUBA,TSHZ2,SOX9,ATM,CDKN1B,WT1,HGF,KDM5C,ERBB4,MTOR,TLR4,ARID5B,TET2,ATRX,ELF3,BRCA1,FOXA1,CHEK2,KIT,EP300,FGFR2,CCND1,SMAD4,FOXA2,USP9X,BRCA2,NFE2L3,ASXL1,SOX17,SF3B1,TAF1,PPP2R1A,CBFB,SIN3A,VEZF1,CDK12,PHF6,ACVR1B,NSD1,TBL1XR1,EGR3,ACVR2A,MECOM,NCOR1,SMAD2,RAD21,EZH2,PCBP1
GO:2001141	regulation of RNA biosynthetic process	5.2941977849811526e-24	5.2941977849811526e-24	+1	TP53,PTEN,VHL,ARID1A,PBRM1,EGFR,PIK3R1,CDKN2A,GATA3,RB1,NOTCH1,CTNNB1,DNMT3A,TSHZ3,KEAP1,CDH1,CTCF,NFE2L2,SETBP1,BAP1,NPM1,RUNX1,TBX3,CEBPA,AKT1,AR,AJUBA,TSHZ2,SOX9,ATM,CDKN1B,WT1,HGF,KDM5C,ERBB4,MTOR,TLR4,ARID5B,TET2,ATRX,ELF3,BRCA1,FOXA1,CHEK2,KIT,EP300,FGFR2,CCND1,SMAD4,FOXA2,USP9X,BRCA2,NFE2L3,ASXL1,SOX17,SF3B1,TAF1,PPP2R1A,CBFB,SIN3A,VEZF1,CDK12,PHF6,ACVR1B,NSD1,TBL1XR1,EGR3,ACVR2A,MECOM,NCOR1,SMAD2,RAD21,EZH2,PCBP1
GO:0034654	nucleobase-containing compound biosynthetic process	6.625387489746716e-24	6.625387489746716e-24	+1	TP53,PTEN,VHL,ARID1A,PBRM1,EGFR,PIK3R1,CDKN2A,GATA3,RB1,NOTCH1,CTNNB1,DNMT3A,TSHZ3,KEAP1,CDH1,CTCF,NFE2L2,SETBP1,BAP1,NPM1,RUNX1,TBX3,CEBPA,AKT1,AR,AJUBA,TSHZ2,SOX9,ATM,CDKN1B,WT1,HGF,KDM5C,ERBB4,MTOR,TLR4,ARID5B,TET2,ATRX,ELF3,BRCA1,POLQ,FOXA1,CHEK2,KIT,SETD2,EP300,FGFR2,CCND1,SMAD4,FOXA2,USP9X,BRCA2,NFE2L3,ASXL1,SOX17,CDKN1A,SF3B1,TAF1,PPP2R1A,CBFB,ATR,SIN3A,VEZF1,CDK12,PHF6,ACVR1B,NSD1,TBL1XR1,EGR3,ACVR2A,MECOM,NCOR1,SMAD2,RAD21,ERCC2,EZH2,PCBP1
GO:0016310	phosphorylation	6.726178627180523e-24	6.726178627180523e-24	+1	TP53,PIK3CA,PTEN,APC,KRAS,EGFR,NF1,CDKN2A,RB1,FBXW7,MAP3K1,FLT3,NPM1,STK11,CEBPA,EPHA3,AKT1,BRAF,AR,PIK3CG,SOX9,ATM,CDKN1B,HGF,ERBB4,MTOR,TLR4,LRRK2,CHEK2,KIT,PDGFRA,FGFR2,CCND1,FOXA2,FGFR3,TGFBR2,CDKN1A,TAF1,PPP2R1A,ATR,CDK12,PTPN11,ACVR1B,MAPK8IP1,NSD1,ACVR2A,AXIN2,CDKN2C,EZH2
GO:0018130	heterocycle biosynthetic process	1.907363179560382e-23	1.907363179560382e-23	+1	TP53,PTEN,VHL,ARID1A,PBRM1,EGFR,PIK3R1,CDKN2A,GATA3,RB1,NOTCH1,CTNNB1,DNMT3A,TSHZ3,KEAP1,CDH1,CTCF,NFE2L2,SETBP1,BAP1,NPM1,RUNX1,TBX3,CEBPA,AKT1,AR,AJUBA,TSHZ2,SOX9,ATM,CDKN1B,WT1,HGF,KDM5C,ERBB4,MTOR,TLR4,ARID5B,TET2,ATRX,ELF3,BRCA1,POLQ,FOXA1,CHEK2,KIT,SETD2,EP300,FGFR2,CCND1,SMAD4,FOXA2,USP9X,BRCA2,NFE2L3,ASXL1,SOX17,CDKN1A,SF3B1,TAF1,PPP2R1A,CBFB,ATR,SIN3A,VEZF1,CDK12,PHF6,ACVR1B,NSD1,TBL1XR1,EGR3,ACVR2A,MECOM,NCOR1,SMAD2,RAD21,ERCC2,EZH2,PCBP1
GO:0019438	aromatic compound biosynthetic process	2.1547757547654856e-23	2.1547757547654856e-23	+1	TP53,PTEN,VHL,ARID1A,PBRM1,EGFR,PIK3R1,CDKN2A,GATA3,RB1,NOTCH1,CTNNB1,DNMT3A,TSHZ3,KEAP1,CDH1,CTCF,NFE2L2,SETBP1,BAP1,NPM1,RUNX1,TBX3,CEBPA,AKT1,AR,AJUBA,TSHZ2,SOX9,ATM,CDKN1B,WT1,HGF,KDM5C,ERBB4,MTOR,TLR4,ARID5B,TET2,ATRX,ELF3,BRCA1,POLQ,FOXA1,CHEK2,KIT,SETD2,EP300,FGFR2,CCND1,SMAD4,FOXA2,USP9X,BRCA2,NFE2L3,ASXL1,SOX17,CDKN1A,SF3B1,TAF1,PPP2R1A,CBFB,ATR,SIN3A,VEZF1,CDK12,PHF6,ACVR1B,NSD1,TBL1XR1,EGR3,ACVR2A,MECOM,NCOR1,SMAD2,RAD21,ERCC2,EZH2,PCBP1
GO:0048522	positive regulation of cellular process	2.75366663498839e-23	2.75366663498839e-23	+1	TP53,PIK3CA,PTEN,APC,VHL,KRAS,ARID1A,PBRM1,NAV3,EGFR,NF1,PIK3R1,CDKN2A,GATA3,RB1,NOTCH1,FBXW7,CTNNB1,FLT3,TSHZ3,CDH1,ARHGAP35,CTCF,NFE2L2,BAP1,NPM1,RUNX1,NRAS,TBX3,STK11,CEBPA,EPHA3,AKT1,BRAF,AR,AJUBA,PIK3CG,SOX9,ATM,WT1,HGF,ERBB4,MTOR,TLR4,TET2,ATRX,ELF3,BRCA1,LRRK2,FOXA1,CHEK2,KIT,SETD2,PDGFRA,EP300,FGFR2,CCND1,SMAD4,FOXA2,USP9X,BRCA2,FGFR3,ASXL1,TGFBR2,SOX17,CDKN1A,SF3B1,TAF1,CBFB,ATR,SIN3A,VEZF1,CDK12,PTPN11,ACVR1B,MAPK8IP1,NSD1,TBL1XR1,EGR3,ACVR2A,MECOM,LIFR,RPL5,SMAD2,AXIN2,RAD21,ERCC2,EZH2,PCBP1
GO:0051252	regulation of RNA metabolic process	3.090649822824451e-23	3.090649822824451e-23	+1	TP53,PTEN,VHL,ARID1A,PBRM1,EGFR,PIK3R1,CDKN2A,GATA3,RB1,NOTCH1,CTNNB1,DNMT3A,TSHZ3,KEAP1,CDH1,CTCF,NFE2L2,SETBP1,BAP1,NPM1,RUNX1,TBX3,CEBPA,AKT1,AR,AJUBA,TSHZ2,SOX9,ATM,CDKN1B,WT1,HGF,KDM5C,PRX,ERBB4,MTOR,TLR4,ARID5B,TET2,ATRX,ELF3,BRCA1,FOXA1,CHEK2,KIT,EP300,FGFR2,CCND1,SMAD4,FOXA2,USP9X,BRCA2,NFE2L3,ASXL1,SOX17,SF3B1,TAF1,PPP2R1A,CBFB,SIN3A,VEZF1,CDK12,PHF6,ACVR1B,NSD1,TBL1XR1,EGR3,ACVR2A,MECOM,NCOR1,SMAD2,AXIN2,RAD21,EZH2,PCBP1
GO:1901362	organic cyclic compound biosynthetic process	1.5134458906351425e-22	1.5134458906351425e-22	+1	TP53,PTEN,VHL,ARID1A,PBRM1,EGFR,PIK3R1,CDKN2A,GATA3,RB1,NOTCH1,CTNNB1,DNMT3A,TSHZ3,KEAP1,CDH1,CTCF,NFE2L2,SETBP1,BAP1,NPM1,RUNX1,TBX3,CEBPA,AKT1,AR,AJUBA,TSHZ2,SOX9,ATM,CDKN1B,WT1,HGF,KDM5C,ERBB4,MTOR,TLR4,ARID5B,TET2,ATRX,ELF3,BRCA1,POLQ,FOXA1,CHEK2,KIT,SETD2,EP300,FGFR2,CCND1,SMAD4,FOXA2,USP9X,BRCA2,NFE2L3,ASXL1,SOX17,CDKN1A,SF3B1,TAF1,PPP2R1A,CBFB,ATR,SIN3A,VEZF1,CDK12,PHF6,ACVR1B,NSD1,TBL1XR1,EGR3,ACVR2A,MECOM,NCOR1,SMAD2,RAD21,ERCC2,EZH2,PCBP1
GO:0006468	protein phosphorylation	1.5134458906351425e-22	1.5134458906351425e-22	+1	TP53,PTEN,APC,KRAS,EGFR,NF1,CDKN2A,RB1,FBXW7,MAP3K1,FLT3,NPM1,STK11,CEBPA,EPHA3,AKT1,BRAF,PIK3CG,SOX9,ATM,CDKN1B,HGF,ERBB4,MTOR,TLR4,LRRK2,CHEK2,KIT,PDGFRA,FGFR2,CCND1,FGFR3,TGFBR2,CDKN1A,TAF1,PPP2R1A,ATR,CDK12,PTPN11,ACVR1B,MAPK8IP1,NSD1,ACVR2A,AXIN2,CDKN2C,EZH2
GO:0009893	positive regulation of metabolic process	1.5232957543809866e-22	1.5232957543809866e-22	+1	TP53,PTEN,APC,VHL,KRAS,ARID1A,PBRM1,EGFR,PIK3R1,CDKN2A,GATA3,NOTCH1,FBXW7,CTNNB1,FLT3,KEAP1,CDH1,CTCF,NFE2L2,NPM1,RUNX1,TBX3,STK11,CEBPA,AKT1,BRAF,AR,PIK3CG,SOX9,ATM,CDKN1B,WT1,HGF,ERBB4,MTOR,TLR4,TET2,ATRX,ELF3,BRCA1,LRRK2,FOXA1,CHEK2,KIT,SETD2,EP300,FGFR2,CCND1,SMAD4,FOXA2,USP9X,BRCA2,FGFR3,ASXL1,TGFBR2,SOX17,CDKN1A,SF3B1,TAF1,ATR,VEZF1,CDK12,PTPN11,NSD1,TBL1XR1,ACVR2A,MECOM,RPL5,SMAD2,AXIN2,ERCC2,EZH2,PCBP1
GO:0031325	positive regulation of cellular metabolic process	2.928531968202854e-22	2.928531968202854e-22	+1	TP53,VHL,KRAS,ARID1A,PBRM1,EGFR,PIK3R1,CDKN2A,GATA3,NOTCH1,FBXW7,CTNNB1,FLT3,CDH1,CTCF,NFE2L2,NPM1,RUNX1,TBX3,STK11,CEBPA,AKT1,BRAF,AR,PIK3CG,SOX9,ATM,WT1,HGF,ERBB4,MTOR,TLR4,TET2,ATRX,ELF3,BRCA1,LRRK2,FOXA1,CHEK2,KIT,SETD2,EP300,FGFR2,CCND1,SMAD4,FOXA2,USP9X,BRCA2,FGFR3,ASXL1,TGFBR2,SOX17,CDKN1A,SF3B1,TAF1,ATR,VEZF1,CDK12,PTPN11,NSD1,TBL1XR1,ACVR2A,MECOM,RPL5,SMAD2,AXIN2,ERCC2,EZH2,PCBP1
GO:0044271	cellular nitrogen compound biosynthetic process	2.980223631196888e-22	2.980223631196888e-22	+1	TP53,PTEN,VHL,ARID1A,PBRM1,EGFR,PIK3R1,CDKN2A,GATA3,RB1,NOTCH1,CTNNB1,DNMT3A,TSHZ3,KEAP1,CDH1,CTCF,NFE2L2,SETBP1,BAP1,NPM1,RUNX1,TBX3,RPL22,CEBPA,AKT1,AR,AJUBA,TSHZ2,SOX9,ATM,CDKN1B,WT1,HGF,KDM5C,ERBB4,MTOR,TLR4,ARID5B,TET2,ATRX,ELF3,BRCA1,POLQ,FOXA1,CHEK2,KIT,SETD2,EP300,FGFR2,CCND1,SMAD4,FOXA2,USP9X,BRCA2,NFE2L3,ASXL1,SOX17,CDKN1A,B4GALT3,SF3B1,TAF1,PPP2R1A,CBFB,ATR,SIN3A,VEZF1,EIF4A2,CDK12,PHF6,ACVR1B,NSD1,TBL1XR1,EGR3,ACVR2A,MECOM,NCOR1,RPL5,SMAD2,RAD21,ERCC2,EZH2,PCBP1
