NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
DNA REPLICATION PRE-INITIATION%REACTOME DATABASE ID RELEASE 83%69002	DNA REPLICATION PRE-INITIATION%REACTOME DATABASE ID RELEASE 83%69002		91	-0.6919696	-2.3620808	0.0	0.0	0.0	3207	tags=59%, list=22%, signal=76%	
ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS ANTIGEN%GOBP%GO:0019883	ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS ANTIGEN%GOBP%GO:0019883		21	-0.9372411	-2.3575552	0.0	0.0	0.0	280	tags=67%, list=2%, signal=68%	
REGULATION OF DEFENSE RESPONSE TO VIRUS%GOBP%GO:0050688	REGULATION OF DEFENSE RESPONSE TO VIRUS%GOBP%GO:0050688		51	-0.77409875	-2.3572812	0.0	0.0	0.0	583	tags=27%, list=4%, signal=29%	
SWITCHING OF ORIGINS TO A POST-REPLICATIVE STATE%REACTOME%R-HSA-69052.4	SWITCHING OF ORIGINS TO A POST-REPLICATIVE STATE%REACTOME%R-HSA-69052.4		82	-0.6976976	-2.3545787	0.0	0.0	0.0	2531	tags=49%, list=18%, signal=59%	
PEPTIDE ANTIGEN ASSEMBLY WITH MHC PROTEIN COMPLEX%GOBP%GO:0002501	PEPTIDE ANTIGEN ASSEMBLY WITH MHC PROTEIN COMPLEX%GOBP%GO:0002501		18	-0.942799	-2.3460133	0.0	0.0	0.0	696	tags=89%, list=5%, signal=93%	
POSITIVE REGULATION OF INNATE IMMUNE RESPONSE%GOBP%GO:0045089	POSITIVE REGULATION OF INNATE IMMUNE RESPONSE%GOBP%GO:0045089		186	-0.6274413	-2.3433907	0.0	0.0	0.0	992	tags=32%, list=7%, signal=34%	
ACTIVATION OF APC C AND APC C:CDC20 MEDIATED DEGRADATION OF MITOTIC PROTEINS%REACTOME%R-HSA-176814.3	ACTIVATION OF APC C AND APC C:CDC20 MEDIATED DEGRADATION OF MITOTIC PROTEINS%REACTOME%R-HSA-176814.3		73	-0.70196956	-2.3363972	0.0	0.0	0.0	2957	tags=56%, list=20%, signal=70%	
ANTIGEN PROCESSING-CROSS PRESENTATION%REACTOME DATABASE ID RELEASE 83%1236975	ANTIGEN PROCESSING-CROSS PRESENTATION%REACTOME DATABASE ID RELEASE 83%1236975		98	-0.68762416	-2.3347075	0.0	0.0	0.0	964	tags=33%, list=7%, signal=35%	
G2 M CHECKPOINTS%REACTOME%R-HSA-69481.3	G2 M CHECKPOINTS%REACTOME%R-HSA-69481.3		116	-0.6680472	-2.3345973	0.0	0.0	0.0	3507	tags=62%, list=24%, signal=81%	
HALLMARK_E2F_TARGETS%MSIGDBHALLMARK%HALLMARK_E2F_TARGETS	HALLMARK_E2F_TARGETS%MSIGDBHALLMARK%HALLMARK_E2F_TARGETS		148	-0.64409935	-2.3328168	0.0	0.0	0.0	3555	tags=61%, list=25%, signal=81%	
PD-1 SIGNALING%REACTOME DATABASE ID RELEASE 83%389948	PD-1 SIGNALING%REACTOME DATABASE ID RELEASE 83%389948		20	-0.9321334	-2.3239667	0.0	0.0	0.0	696	tags=90%, list=5%, signal=94%	
TYPE II INTERFERON SIGNALING%WIKIPATHWAYS_20220510%WP619%HOMO SAPIENS	TYPE II INTERFERON SIGNALING%WIKIPATHWAYS_20220510%WP619%HOMO SAPIENS		26	-0.8818216	-2.3083725	0.0	0.0	0.0	694	tags=65%, list=5%, signal=69%	
ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN VIA MHC CLASS I%GOBP%GO:0002474	ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN VIA MHC CLASS I%GOBP%GO:0002474		30	-0.85904473	-2.303531	0.0	0.0	0.0	1225	tags=60%, list=8%, signal=65%	
ANTIGEN RECEPTOR-MEDIATED SIGNALING PATHWAY%GOBP%GO:0050851	ANTIGEN RECEPTOR-MEDIATED SIGNALING PATHWAY%GOBP%GO:0050851		99	-0.6680205	-2.3028555	0.0	0.0	0.0	988	tags=40%, list=7%, signal=43%	
APC C:CDC20 MEDIATED DEGRADATION OF MITOTIC PROTEINS%REACTOME DATABASE ID RELEASE 83%176409	APC C:CDC20 MEDIATED DEGRADATION OF MITOTIC PROTEINS%REACTOME DATABASE ID RELEASE 83%176409		72	-0.70045954	-2.2998078	0.0	0.0	0.0	2957	tags=56%, list=20%, signal=70%	
RESPONSE TO TYPE II INTERFERON%GOBP%GO:0034341	RESPONSE TO TYPE II INTERFERON%GOBP%GO:0034341		70	-0.7057804	-2.2987323	0.0	0.0	0.0	1439	tags=50%, list=10%, signal=55%	
MITOCHONDRIAL GENE EXPRESSION%GOBP%GO:0140053	MITOCHONDRIAL GENE EXPRESSION%GOBP%GO:0140053		125	-0.6444408	-2.2955852	0.0	0.0	0.0	3443	tags=60%, list=24%, signal=78%	
ADAPTIVE IMMUNE RESPONSE BASED ON SOMATIC RECOMBINATION OF IMMUNE RECEPTORS BUILT FROM IMMUNOGLOBULIN SUPERFAMILY DOMAINS%GOBP%GO:0002460	ADAPTIVE IMMUNE RESPONSE BASED ON SOMATIC RECOMBINATION OF IMMUNE RECEPTORS BUILT FROM IMMUNOGLOBULIN SUPERFAMILY DOMAINS%GOBP%GO:0002460		70	-0.71655554	-2.2938488	0.0	0.0	0.0	498	tags=37%, list=3%, signal=38%	
ANTIVIRAL INNATE IMMUNE RESPONSE%GOBP%GO:0140374	ANTIVIRAL INNATE IMMUNE RESPONSE%GOBP%GO:0140374		37	-0.79578376	-2.2900462	0.0	0.0	0.0	278	tags=30%, list=2%, signal=30%	
SARS-COV-2 ACTIVATES MODULATES INNATE AND ADAPTIVE IMMUNE RESPONSES%REACTOME%R-HSA-9705671.1	SARS-COV-2 ACTIVATES MODULATES INNATE AND ADAPTIVE IMMUNE RESPONSES%REACTOME%R-HSA-9705671.1		91	-0.6769914	-2.288952	0.0	0.0	0.0	794	tags=25%, list=5%, signal=27%	
REGULATION OF MONONUCLEAR CELL PROLIFERATION%GOBP%GO:0032944	REGULATION OF MONONUCLEAR CELL PROLIFERATION%GOBP%GO:0032944		138	-0.63644713	-2.2868226	0.0	0.0	0.0	1304	tags=44%, list=9%, signal=48%	
PHOSPHORYLATION OF CD3 AND TCR ZETA CHAINS%REACTOME DATABASE ID RELEASE 83%202427	PHOSPHORYLATION OF CD3 AND TCR ZETA CHAINS%REACTOME DATABASE ID RELEASE 83%202427		19	-0.9342098	-2.2864277	0.0	0.0	0.0	696	tags=84%, list=5%, signal=88%	
REGULATION OF MITOTIC CELL CYCLE%REACTOME%R-HSA-453276.2	REGULATION OF MITOTIC CELL CYCLE%REACTOME%R-HSA-453276.2		84	-0.68156403	-2.2835057	0.0	0.0	0.0	2957	tags=52%, list=20%, signal=65%	
POSITIVE REGULATION OF T CELL MEDIATED IMMUNITY%GOBP%GO:0002711	POSITIVE REGULATION OF T CELL MEDIATED IMMUNITY%GOBP%GO:0002711		45	-0.77422917	-2.2832897	0.0	0.0	0.0	1261	tags=40%, list=9%, signal=44%	
APC C-MEDIATED DEGRADATION OF CELL CYCLE PROTEINS%REACTOME%R-HSA-174143.1	APC C-MEDIATED DEGRADATION OF CELL CYCLE PROTEINS%REACTOME%R-HSA-174143.1		84	-0.68156403	-2.2817783	0.0	0.0	0.0	2957	tags=52%, list=20%, signal=65%	
REGULATION OF DEFENSE RESPONSE TO VIRUS BY HOST%GOBP%GO:0050691	REGULATION OF DEFENSE RESPONSE TO VIRUS BY HOST%GOBP%GO:0050691		29	-0.8486046	-2.2806497	0.0	0.0	0.0	583	tags=41%, list=4%, signal=43%	
POSITIVE REGULATION OF TYPE I INTERFERON PRODUCTION%GOBP%GO:0032481	POSITIVE REGULATION OF TYPE I INTERFERON PRODUCTION%GOBP%GO:0032481		58	-0.716357	-2.2747238	0.0	0.0	0.0	828	tags=31%, list=6%, signal=33%	
ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN%GOBP%GO:0002483	ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN%GOBP%GO:0002483		19	-0.94517225	-2.2745976	0.0	0.0	0.0	95	tags=63%, list=1%, signal=63%	
MHC PROTEIN COMPLEX ASSEMBLY%GOBP%GO:0002396	MHC PROTEIN COMPLEX ASSEMBLY%GOBP%GO:0002396		18	-0.942799	-2.2670343	0.0	0.0	0.0	696	tags=89%, list=5%, signal=93%	
POSITIVE REGULATION OF LEUKOCYTE PROLIFERATION%GOBP%GO:0070665	POSITIVE REGULATION OF LEUKOCYTE PROLIFERATION%GOBP%GO:0070665		97	-0.65920055	-2.2640002	0.0	0.0	0.0	1304	tags=42%, list=9%, signal=46%	
REGULATION OF LYMPHOCYTE PROLIFERATION%GOBP%GO:0050670	REGULATION OF LYMPHOCYTE PROLIFERATION%GOBP%GO:0050670		137	-0.6321666	-2.2627199	0.0	0.0	0.0	1304	tags=44%, list=9%, signal=48%	
APC C:CDH1 MEDIATED DEGRADATION OF CDC20 AND OTHER APC C:CDH1 TARGETED PROTEINS IN LATE MITOSIS EARLY G1%REACTOME DATABASE ID RELEASE 83%174178	APC C:CDH1 MEDIATED DEGRADATION OF CDC20 AND OTHER APC C:CDH1 TARGETED PROTEINS IN LATE MITOSIS EARLY G1%REACTOME DATABASE ID RELEASE 83%174178		70	-0.6904954	-2.258862	0.0	0.0	0.0	2483	tags=44%, list=17%, signal=53%	
REGULATION OF APC C ACTIVATORS BETWEEN G1 S AND EARLY ANAPHASE%REACTOME%R-HSA-176408.4	REGULATION OF APC C ACTIVATORS BETWEEN G1 S AND EARLY ANAPHASE%REACTOME%R-HSA-176408.4		77	-0.68393195	-2.2586083	0.0	0.0	0.0	2957	tags=53%, list=20%, signal=67%	
REGULATION OF TYPE I INTERFERON PRODUCTION%GOBP%GO:0032479	REGULATION OF TYPE I INTERFERON PRODUCTION%GOBP%GO:0032479		94	-0.65738094	-2.258345	0.0	0.0	0.0	2606	tags=41%, list=18%, signal=50%	
TRANSLOCATION OF ZAP-70 TO IMMUNOLOGICAL SYNAPSE%REACTOME DATABASE ID RELEASE 83%202430	TRANSLOCATION OF ZAP-70 TO IMMUNOLOGICAL SYNAPSE%REACTOME DATABASE ID RELEASE 83%202430		16	-0.952955	-2.2577348	0.0	0.0	0.0	696	tags=100%, list=5%, signal=105%	
ORC1 REMOVAL FROM CHROMATIN%REACTOME DATABASE ID RELEASE 83%68949	ORC1 REMOVAL FROM CHROMATIN%REACTOME DATABASE ID RELEASE 83%68949		62	-0.70989704	-2.2502635	0.0	0.0	0.0	2957	tags=60%, list=20%, signal=75%	
CELL KILLING%GOBP%GO:0001906	CELL KILLING%GOBP%GO:0001906		41	-0.7667535	-2.2478387	0.0	0.0	0.0	1713	tags=49%, list=12%, signal=55%	
ANTIGEN PRESENTATION: FOLDING, ASSEMBLY AND PEPTIDE LOADING OF CLASS I MHC%REACTOME%R-HSA-983170.3	ANTIGEN PRESENTATION: FOLDING, ASSEMBLY AND PEPTIDE LOADING OF CLASS I MHC%REACTOME%R-HSA-983170.3		28	-0.83687186	-2.2455323	0.0	0.0	0.0	90	tags=36%, list=1%, signal=36%	
POSITIVE REGULATION OF T CELL MEDIATED CYTOTOXICITY%GOBP%GO:0001916	POSITIVE REGULATION OF T CELL MEDIATED CYTOTOXICITY%GOBP%GO:0001916		22	-0.8775012	-2.2450845	0.0	0.0	0.0	1261	tags=68%, list=9%, signal=75%	
ASSEMBLY OF THE PRE-REPLICATIVE COMPLEX%REACTOME DATABASE ID RELEASE 83%68867	ASSEMBLY OF THE PRE-REPLICATIVE COMPLEX%REACTOME DATABASE ID RELEASE 83%68867		75	-0.6941918	-2.2441623	0.0	0.0	0.0	2483	tags=47%, list=17%, signal=56%	
LEUKOCYTE MEDIATED IMMUNITY%GOBP%GO:0002443	LEUKOCYTE MEDIATED IMMUNITY%GOBP%GO:0002443		80	-0.67250943	-2.2436213	0.0	0.0	0.0	498	tags=31%, list=3%, signal=32%	
REGULATION OF LEUKOCYTE PROLIFERATION%GOBP%GO:0070663	REGULATION OF LEUKOCYTE PROLIFERATION%GOBP%GO:0070663		152	-0.61653376	-2.2393506	0.0	0.0	0.0	1304	tags=41%, list=9%, signal=45%	
APC C:CDC20 MEDIATED DEGRADATION OF SECURIN%REACTOME%R-HSA-174154.2	APC C:CDC20 MEDIATED DEGRADATION OF SECURIN%REACTOME%R-HSA-174154.2		64	-0.69494426	-2.2355816	0.0	0.0	0.0	2957	tags=52%, list=20%, signal=65%	
REGULATION OF NATURAL KILLER CELL MEDIATED IMMUNITY%GOBP%GO:0002715	REGULATION OF NATURAL KILLER CELL MEDIATED IMMUNITY%GOBP%GO:0002715		25	-0.8447276	-2.2348514	0.0	0.0	0.0	894	tags=56%, list=6%, signal=60%	
NEGATIVE REGULATION OF VIRAL GENOME REPLICATION%GOBP%GO:0045071	NEGATIVE REGULATION OF VIRAL GENOME REPLICATION%GOBP%GO:0045071		45	-0.74011844	-2.2334063	0.0	0.0	0.0	1113	tags=47%, list=8%, signal=50%	
APC:CDC20 MEDIATED DEGRADATION OF CELL CYCLE PROTEINS PRIOR TO SATISFATION OF THE CELL CYCLE CHECKPOINT%REACTOME%R-HSA-179419.2	APC:CDC20 MEDIATED DEGRADATION OF CELL CYCLE PROTEINS PRIOR TO SATISFATION OF THE CELL CYCLE CHECKPOINT%REACTOME%R-HSA-179419.2		70	-0.695927	-2.2306395	0.0	0.0	0.0	2957	tags=54%, list=20%, signal=68%	
POSITIVE REGULATION OF TYPE II INTERFERON PRODUCTION%GOBP%GO:0032729	POSITIVE REGULATION OF TYPE II INTERFERON PRODUCTION%GOBP%GO:0032729		51	-0.72987354	-2.22951	0.0	0.0	0.0	1235	tags=45%, list=9%, signal=49%	
ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I%GOBP%GO:0019885	ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I%GOBP%GO:0019885		17	-0.93682927	-2.2261143	0.0	0.0	0.0	95	tags=59%, list=1%, signal=59%	
PID_IL12_2PATHWAY%MSIGDB_C2%PID_IL12_2PATHWAY	PID_IL12_2PATHWAY%MSIGDB_C2%PID_IL12_2PATHWAY		47	-0.74137074	-2.2255383	0.0	0.0	0.0	1078	tags=49%, list=7%, signal=53%	
