GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0010038	response to metal ion	0.000001625503759363534	0.000001625503759363534	+1	C1QA,ALOX5AP,CD14,JUN,FOS,S100A8,HAMP,JUNB,MT3,JUND,SPARC,TSPO,CALM1,FOSB,APP,FUS,EGFR,S100A16,IGFBP2,CA2,CYBB
GO:0002399	MHC class II protein complex assembly	0.0000018398120363561134	0.0000018398120363561134	+1	HLA-DRA,HLA-DRB1,HLA-DMA,HLA-DMB
GO:0002503	peptide antigen assembly with MHC class II protein complex	0.0000018398120363561134	0.0000018398120363561134	+1	HLA-DRA,HLA-DRB1,HLA-DMA,HLA-DMB
GO:0019882	antigen processing and presentation	0.0000023129424755547574	0.0000023129424755547574	+1	FCER1G,CYBA,TREM2,VAMP8,CD74,HLA-DPA1,CD68,HLA-DRA,HLA-DRB1,HLA-DPB1,DYNLL1,CTSS,HLA-DMA,FCGR1A,PYCARD,HLA-DMB,CYBB
GO:0070661	leukocyte proliferation	0.0000024845781427950717	0.0000024845781427950717	+1	AIF1,VSIG4,TREM2,TYROBP,CD74,HLA-DPA1,HLA-DRB1,LST1,HLA-DPB1,CLU,SELENOK,BST2,HSPD1,PYCARD,HLA-DMB,CORO1A,CSF1R,IGFBP2,HMGB1
GO:0050727	regulation of inflammatory response	0.000002545314035289823	0.000002545314035289823	+1	ALOX5AP,TREM2,APOE,S100A9,FCGR3A,VAMP8,S100A8,CD163,HLA-DRB1,HAMP,C3,FCGR1A,CTSC,HSPD1,PYCARD,APP,TMSB4X,EGFR,GNAS,SOCS3,AGT,ZFP36
GO:0032496	response to lipopolysaccharide	0.0000028887384803659705	0.0000028887384803659705	+1	TREM2,CD14,JUN,S100A9,FOS,S100A8,CD68,HAMP,LY86,JUND,SPARC,TSPO,LY96,HSPD1,PYCARD,SPI1,HMGB1,HNRNPA0,ZFP36
GO:1902903	regulation of supramolecular fiber organization	0.0000033460096453235106	0.0000033460096453235106	+1	APOE,MAP1B,HSPA1A,CLU,HSPA8,GMFG,ARPC1B,PYCARD,APP,CORO1A,RDX,TMSB4X,CAPG,COTL1,DSTN,PFN2,SCIN,ACTG1,CRYAB,HCLS1,STMN1
GO:0014002	astrocyte development	0.0000037380753772432443	0.0000037380753772432443	+1	C1QA,TREM2,S100A9,S100A8,MT3,APP,EGFR,GFAP
GO:0045639	positive regulation of myeloid cell differentiation	0.000004346039595473365	0.000004346039595473365	+1	TREM2,JUN,TYROBP,FOS,CD74,HLA-DRB1,HSPA1A,CA2,SCIN,HMGB1,HCLS1
GO:0043254	regulation of protein-containing complex assembly	0.000005046493110172491	0.000005046493110172491	+1	APOE,HSP90AA1,MAP1B,HSPA1A,CLU,HSPA8,GMFG,ARPC1B,PYCARD,CORO1A,RDX,TMSB4X,CAPG,COTL1,PFN2,SCIN,HMGB1,SOX9,CRYAB,GFAP,TPPP3,HCLS1,STMN1
GO:0050684	regulation of mRNA processing	0.000005394111630689269	0.000005394111630689269	+1	NOVA1,HSPA8,RBM39,HNRNPA2B1,DDX5,CIRBP,SON,SRSF3,TRA2B,TRA2A,HNRNPK,SRSF7,SRPK2
GO:0002237	response to molecule of bacterial origin	0.0000054572199313425185	0.0000054572199313425185	+1	TREM2,CD14,JUN,S100A9,FOS,S100A8,CD68,HAMP,LY86,JUND,SPARC,TSPO,LY96,HSPD1,PYCARD,SPI1,HMGB1,HNRNPA0,ZFP36
GO:0022407	regulation of cell-cell adhesion	0.000005551341612849432	0.000005551341612849432	+1	AIF1,VSIG4,LAPTM5,ITGB2,CD74,HLA-DPA1,HLA-DRA,HLA-DRB1,HLA-DPB1,SOX2,CD9,SELENOK,HSPD1,PYCARD,SPI1,HLA-DMB,CORO1A,RDX,HSPH1,IGFBP2,HMGB1,SOX4
GO:0002224	toll-like receptor signaling pathway	0.000006238140866745817	0.000006238140866745817	+1	CYBA,CD14,S100A9,ITGB2,UBB,S100A8,UBC,CTSB,CTSS,LY96,HSPD1,HMGB1,RTN4
GO:0032271	regulation of protein polymerization	0.000006805704600737726	0.000006805704600737726	+1	HSP90AA1,MAP1B,HSPA1A,GMFG,ARPC1B,PYCARD,CORO1A,RDX,TMSB4X,CAPG,COTL1,PFN2,SCIN,TPPP3,HCLS1,STMN1
GO:0007159	leukocyte cell-cell adhesion	0.000007262776433667515	0.000007262776433667515	+1	AIF1,VSIG4,LAPTM5,S100A9,ITGB2,CD74,S100A8,HLA-DPA1,HLA-DRA,HLA-DRB1,HLA-DPB1,SELENOK,HSPD1,PYCARD,HLA-DMB,CORO1A,HSPH1,IGFBP2,HMGB1,SOX4
