GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0097659	nucleic acid-templated transcription	8.268582726275168e-27	8.268582726275168e-27	+1	TP53,PTEN,VHL,ARID1A,PBRM1,EGFR,PIK3R1,CDKN2A,GATA3,RB1,NOTCH1,FBXW7,CTNNB1,DNMT3A,TSHZ3,KEAP1,CDH1,CTCF,NFE2L2,BAP1,NPM1,RUNX1,TBX3,CEBPA,AKT1,AR,AJUBA,TSHZ2,SOX9,ATM,CDKN1B,WT1,HGF,KDM5C,ERBB4,MTOR,TLR4,ARID5B,TET2,ATRX,ELF3,BRCA1,FOXA1,CHEK2,KIT,HIST1H1C,SETD2,EP300,FGFR2,CCND1,SMAD4,FOXA2,USP9X,BRCA2,NFE2L3,ASXL1,SOX17,CDKN1A,TAF1,PPP2R1A,CBFB,SIN3A,VEZF1,EIF4A2,CDK12,PHF6,ACVR1B,NSD1,TBL1XR1,EGR3,ACVR2A,MECOM,NCOR1,SMAD2,RAD21,ERCC2,EZH2
GO:0032774	RNA biosynthetic process	8.778566831888679e-27	8.778566831888679e-27	+1	TP53,PTEN,VHL,ARID1A,PBRM1,EGFR,PIK3R1,CDKN2A,GATA3,RB1,NOTCH1,FBXW7,CTNNB1,DNMT3A,TSHZ3,KEAP1,CDH1,CTCF,NFE2L2,BAP1,NPM1,RUNX1,TBX3,CEBPA,AKT1,AR,AJUBA,TSHZ2,SOX9,ATM,CDKN1B,WT1,HGF,KDM5C,ERBB4,MTOR,TLR4,ARID5B,TET2,ATRX,ELF3,BRCA1,FOXA1,CHEK2,KIT,HIST1H1C,SETD2,EP300,FGFR2,CCND1,SMAD4,FOXA2,USP9X,BRCA2,NFE2L3,ASXL1,SOX17,CDKN1A,TAF1,PPP2R1A,CBFB,SIN3A,VEZF1,EIF4A2,CDK12,PHF6,ACVR1B,NSD1,TBL1XR1,EGR3,ACVR2A,MECOM,NCOR1,SMAD2,RAD21,ERCC2,EZH2
GO:0019219	regulation of nucleobase-containing compound metabolic process	1.4978157743706098e-26	1.4978157743706098e-26	+1	TP53,PTEN,VHL,ARID1A,EGFR,PIK3R1,CDKN2A,GATA3,RB1,NOTCH1,FBXW7,CTNNB1,DNMT3A,TSHZ3,KEAP1,CDH1,CTCF,NFE2L2,BAP1,NPM1,RUNX1,TBX3,CEBPA,AKT1,AR,AJUBA,TSHZ2,SOX9,ATM,CDKN1B,WT1,HGF,KDM5C,PRX,ERBB4,MTOR,TLR4,ARID5B,TET2,ATRX,ELF3,BRCA1,POLQ,FOXA1,CHEK2,KIT,HIST1H1C,SETD2,EP300,FGFR2,CCND1,SMAD4,FOXA2,USP9X,BRCA2,NFE2L3,ASXL1,SOX17,CDKN1A,TAF1,PPP2R1A,CBFB,ATR,SIN3A,VEZF1,EIF4A2,CDK12,PHF6,ACVR1B,NSD1,TBL1XR1,EGR3,ACVR2A,MECOM,NCOR1,SMAD2,AXIN2,RAD21,ERCC2,EZH2
GO:0031325	positive regulation of cellular metabolic process	2.0820755191749637e-26	2.0820755191749637e-26	+1	TP53,PTEN,VHL,KRAS,ARID1A,EGFR,PIK3R1,CDKN2A,GATA3,RB1,NOTCH1,FBXW7,CTNNB1,MAP3K1,FLT3,KEAP1,CDH1,CTCF,NFE2L2,NPM1,RUNX1,TBX3,MAP2K4,STK11,CEBPA,EPHA3,AKT1,BRAF,AR,PIK3CG,SOX9,ATM,WT1,HGF,ERBB4,MTOR,TLR4,TET2,ATRX,ELF3,BRCA1,LRRK2,FOXA1,CHEK2,KIT,HIST1H1C,PDGFRA,EP300,FGFR2,CCND1,SMAD4,FOXA2,USP9X,BRCA2,NFE2L3,FGFR3,ASXL1,TGFBR2,SOX17,CDKN1A,TAF1,ATR,SIN3A,VEZF1,CDK12,PTPN11,MAPK8IP1,NSD1,TBL1XR1,EGR3,ACVR2A,MECOM,RPL5,SMAD2,AXIN2,ERCC2,EZH2
GO:0006355	regulation of transcription, DNA-templated	2.1065884020216212e-26	2.1065884020216212e-26	+1	TP53,PTEN,VHL,ARID1A,EGFR,PIK3R1,CDKN2A,GATA3,RB1,NOTCH1,FBXW7,CTNNB1,DNMT3A,TSHZ3,KEAP1,CDH1,CTCF,NFE2L2,BAP1,NPM1,RUNX1,TBX3,CEBPA,AKT1,AR,AJUBA,TSHZ2,SOX9,ATM,CDKN1B,WT1,HGF,KDM5C,ERBB4,MTOR,TLR4,ARID5B,TET2,ATRX,ELF3,BRCA1,FOXA1,CHEK2,KIT,HIST1H1C,EP300,FGFR2,CCND1,SMAD4,FOXA2,USP9X,BRCA2,NFE2L3,ASXL1,SOX17,CDKN1A,TAF1,PPP2R1A,CBFB,SIN3A,VEZF1,CDK12,PHF6,ACVR1B,NSD1,TBL1XR1,EGR3,ACVR2A,MECOM,NCOR1,SMAD2,RAD21,ERCC2,EZH2
GO:0051252	regulation of RNA metabolic process	3.083059103016402e-26	3.083059103016402e-26	+1	TP53,PTEN,VHL,ARID1A,EGFR,PIK3R1,CDKN2A,GATA3,RB1,NOTCH1,FBXW7,CTNNB1,DNMT3A,TSHZ3,KEAP1,CDH1,CTCF,NFE2L2,BAP1,NPM1,RUNX1,TBX3,CEBPA,AKT1,AR,AJUBA,TSHZ2,SOX9,ATM,CDKN1B,WT1,HGF,KDM5C,PRX,ERBB4,MTOR,TLR4,ARID5B,TET2,ATRX,ELF3,BRCA1,FOXA1,CHEK2,KIT,HIST1H1C,EP300,FGFR2,CCND1,SMAD4,FOXA2,USP9X,BRCA2,NFE2L3,ASXL1,SOX17,CDKN1A,TAF1,PPP2R1A,CBFB,SIN3A,VEZF1,EIF4A2,CDK12,PHF6,ACVR1B,NSD1,TBL1XR1,EGR3,ACVR2A,MECOM,NCOR1,SMAD2,AXIN2,RAD21,ERCC2,EZH2
GO:0006351	transcription, DNA-templated	3.719337037370058e-26	3.719337037370058e-26	+1	TP53,PTEN,VHL,ARID1A,PBRM1,EGFR,PIK3R1,CDKN2A,GATA3,RB1,NOTCH1,FBXW7,CTNNB1,DNMT3A,TSHZ3,KEAP1,CDH1,CTCF,NFE2L2,BAP1,NPM1,RUNX1,TBX3,CEBPA,AKT1,AR,AJUBA,TSHZ2,SOX9,ATM,CDKN1B,WT1,HGF,KDM5C,ERBB4,MTOR,TLR4,ARID5B,TET2,ATRX,ELF3,BRCA1,FOXA1,CHEK2,KIT,HIST1H1C,SETD2,EP300,FGFR2,CCND1,SMAD4,FOXA2,USP9X,BRCA2,NFE2L3,ASXL1,SOX17,CDKN1A,TAF1,PPP2R1A,CBFB,SIN3A,VEZF1,CDK12,PHF6,ACVR1B,NSD1,TBL1XR1,EGR3,ACVR2A,MECOM,NCOR1,SMAD2,RAD21,ERCC2,EZH2
GO:0010468	regulation of gene expression	9.240542970881186e-26	9.240542970881186e-26	+1	TP53,PTEN,VHL,KRAS,ARID1A,EGFR,PIK3R1,CDKN2A,GATA3,RB1,NOTCH1,FBXW7,CTNNB1,DNMT3A,TSHZ3,KEAP1,CDH1,CTCF,NFE2L2,BAP1,NPM1,RUNX1,TBX3,RPL22,CEBPA,AKT1,BRAF,AR,AJUBA,TSHZ2,SOX9,ATM,CDKN1B,WT1,HGF,KDM5C,PRX,ERBB4,MTOR,TLR4,ARID5B,TET2,ATRX,ELF3,BRCA1,LRRK2,FOXA1,CHEK2,KIT,HIST1H1C,SETD2,EP300,FGFR2,CCND1,SMAD4,FOXA2,USP9X,BRCA2,NFE2L3,ASXL1,SOX17,CDKN1A,SF3B1,TAF1,PPP2R1A,CBFB,SIN3A,VEZF1,EIF4A2,CDK12,PHF6,ACVR1B,NSD1,TBL1XR1,EGR3,ACVR2A,MECOM,NCOR1,RPL5,SMAD2,AXIN2,MIR142,RAD21,ERCC2,EZH2
GO:2000112	regulation of cellular macromolecule biosynthetic process	1.537408381202129e-25	1.537408381202129e-25	+1	TP53,PTEN,VHL,ARID1A,EGFR,PIK3R1,CDKN2A,GATA3,RB1,NOTCH1,FBXW7,CTNNB1,DNMT3A,TSHZ3,KEAP1,CDH1,CTCF,NFE2L2,BAP1,NPM1,RUNX1,TBX3,CEBPA,AKT1,AR,AJUBA,TSHZ2,SOX9,ATM,CDKN1B,WT1,HGF,KDM5C,ERBB4,MTOR,TLR4,ARID5B,TET2,ATRX,ELF3,BRCA1,FOXA1,CHEK2,KIT,HIST1H1C,EP300,FGFR2,CCND1,SMAD4,FOXA2,USP9X,BRCA2,NFE2L3,ASXL1,SOX17,CDKN1A,TAF1,PPP2R1A,CBFB,ATR,SIN3A,VEZF1,EIF4A2,CDK12,PHF6,ACVR1B,NSD1,TBL1XR1,EGR3,ACVR2A,MECOM,SMC3,NCOR1,RPL5,SMAD2,RAD21,ERCC2,EZH2
GO:0048522	positive regulation of cellular process	6.4541392846632255e-25	6.4541392846632255e-25	+1	TP53,PIK3CA,PTEN,APC,VHL,KRAS,ARID1A,NAV3,EGFR,NF1,PIK3R1,CDKN2A,GATA3,RB1,NOTCH1,FBXW7,CTNNB1,MAP3K1,FLT3,TSHZ3,KEAP1,CDH1,ARHGAP35,CTCF,NFE2L2,BAP1,NPM1,RUNX1,NRAS,TBX3,MAP2K4,STK11,CEBPA,EPHA3,AKT1,BRAF,AR,AJUBA,PIK3CG,SOX9,ATM,CDKN1B,WT1,HGF,ERBB4,MTOR,TLR4,TET2,ATRX,ELF3,BRCA1,LRRK2,FOXA1,CHEK2,KIT,HIST1H1C,PDGFRA,EP300,FGFR2,CCND1,SMAD4,FOXA2,USP9X,BRCA2,NFE2L3,FGFR3,ASXL1,TGFBR2,SOX17,CDKN1A,TAF1,CBFB,ATR,SIN3A,VEZF1,CDK12,PTPN11,ACVR1B,MAPK8IP1,H3F3C,NSD1,TBL1XR1,EGR3,ACVR2A,MECOM,LIFR,RPL5,SMAD2,AXIN2,MIR142,RAD21,ERCC2,EZH2
GO:0010556	regulation of macromolecule biosynthetic process	7.273036221412626e-25	7.273036221412626e-25	+1	TP53,PTEN,VHL,ARID1A,EGFR,PIK3R1,CDKN2A,GATA3,RB1,NOTCH1,FBXW7,CTNNB1,DNMT3A,TSHZ3,KEAP1,CDH1,CTCF,NFE2L2,BAP1,NPM1,RUNX1,TBX3,CEBPA,AKT1,AR,AJUBA,TSHZ2,SOX9,ATM,CDKN1B,WT1,HGF,KDM5C,ERBB4,MTOR,TLR4,ARID5B,TET2,ATRX,ELF3,BRCA1,FOXA1,CHEK2,KIT,HIST1H1C,EP300,FGFR2,CCND1,SMAD4,FOXA2,USP9X,BRCA2,NFE2L3,ASXL1,SOX17,CDKN1A,TAF1,PPP2R1A,CBFB,ATR,SIN3A,VEZF1,EIF4A2,CDK12,PHF6,ACVR1B,NSD1,TBL1XR1,EGR3,ACVR2A,MECOM,SMC3,NCOR1,RPL5,SMAD2,RAD21,ERCC2,EZH2
GO:0016070	RNA metabolic process	9.167708459399705e-25	9.167708459399705e-25	+1	TP53,PTEN,VHL,ARID1A,PBRM1,EGFR,PIK3R1,CDKN2A,GATA3,RB1,NOTCH1,FBXW7,CTNNB1,DNMT3A,TSHZ3,KEAP1,CDH1,CTCF,NFE2L2,BAP1,NPM1,RUNX1,TBX3,RPL22,CEBPA,AKT1,AR,AJUBA,TSHZ2,SOX9,ATM,CDKN1B,WT1,HGF,KDM5C,PRX,ERBB4,MTOR,TLR4,U2AF1,ARID5B,TET2,ATRX,ELF3,BRCA1,FOXA1,CHEK2,KIT,HIST1H1C,SETD2,EP300,FGFR2,CCND1,SMAD4,FOXA2,USP9X,BRCA2,NFE2L3,ASXL1,SOX17,CDKN1A,SF3B1,TAF1,PPP2R1A,CBFB,SIN3A,VEZF1,EIF4A2,CDK12,PHF6,ACVR1B,NSD1,TBL1XR1,EGR3,ACVR2A,MECOM,NCOR1,RPL5,SMAD2,AXIN2,RAD21,ERCC2,EZH2,PCBP1
GO:0034654	nucleobase-containing compound biosynthetic process	2.7917969538401177e-24	2.7917969538401177e-24	+1	TP53,PTEN,VHL,ARID1A,PBRM1,EGFR,PIK3R1,CDKN2A,GATA3,RB1,NOTCH1,FBXW7,CTNNB1,DNMT3A,TSHZ3,KEAP1,CDH1,CTCF,NFE2L2,BAP1,NPM1,RUNX1,TBX3,CEBPA,AKT1,AR,AJUBA,TSHZ2,SOX9,ATM,CDKN1B,WT1,HGF,KDM5C,ERBB4,MTOR,TLR4,ARID5B,TET2,ATRX,ELF3,BRCA1,FOXA1,CHEK2,KIT,HIST1H1C,SETD2,EP300,FGFR2,CCND1,SMAD4,FOXA2,USP9X,BRCA2,NFE2L3,ASXL1,SOX17,CDKN1A,TAF1,PPP2R1A,CBFB,ATR,SIN3A,VEZF1,EIF4A2,CDK12,PHF6,ACVR1B,NSD1,TBL1XR1,EGR3,ACVR2A,MECOM,NCOR1,SMAD2,RAD21,ERCC2,EZH2
GO:0031326	regulation of cellular biosynthetic process	5.9820626416356826e-24	5.9820626416356826e-24	+1	TP53,PTEN,VHL,ARID1A,EGFR,PIK3R1,CDKN2A,GATA3,RB1,NOTCH1,FBXW7,CTNNB1,DNMT3A,TSHZ3,KEAP1,CDH1,CTCF,NFE2L2,BAP1,NPM1,RUNX1,TBX3,CEBPA,AKT1,AR,AJUBA,TSHZ2,SOX9,ATM,CDKN1B,WT1,HGF,KDM5C,ERBB4,MTOR,TLR4,ARID5B,TET2,ATRX,ELF3,BRCA1,FOXA1,CHEK2,KIT,HIST1H1C,EP300,FGFR2,CCND1,SMAD4,FOXA2,USP9X,BRCA2,NFE2L3,ASXL1,SOX17,CDKN1A,TAF1,PPP2R1A,CBFB,ATR,SIN3A,VEZF1,EIF4A2,CDK12,PHF6,ACVR1B,NSD1,TBL1XR1,EGR3,ACVR2A,MECOM,SMC3,NCOR1,RPL5,SMAD2,RAD21,ERCC2,EZH2
GO:1903508	positive regulation of nucleic acid-templated transcription	5.9820626416356826e-24	5.9820626416356826e-24	+1	TP53,VHL,ARID1A,EGFR,PIK3R1,CDKN2A,GATA3,RB1,NOTCH1,FBXW7,CTNNB1,CDH1,CTCF,NFE2L2,NPM1,RUNX1,TBX3,CEBPA,AKT1,AR,SOX9,ATM,WT1,HGF,ERBB4,MTOR,TLR4,TET2,ATRX,ELF3,BRCA1,FOXA1,CHEK2,HIST1H1C,EP300,FGFR2,SMAD4,FOXA2,BRCA2,NFE2L3,ASXL1,SOX17,TAF1,SIN3A,VEZF1,CDK12,NSD1,TBL1XR1,EGR3,ACVR2A,MECOM,SMAD2,ERCC2
GO:1902680	positive regulation of RNA biosynthetic process	5.9820626416356826e-24	5.9820626416356826e-24	+1	TP53,VHL,ARID1A,EGFR,PIK3R1,CDKN2A,GATA3,RB1,NOTCH1,FBXW7,CTNNB1,CDH1,CTCF,NFE2L2,NPM1,RUNX1,TBX3,CEBPA,AKT1,AR,SOX9,ATM,WT1,HGF,ERBB4,MTOR,TLR4,TET2,ATRX,ELF3,BRCA1,FOXA1,CHEK2,HIST1H1C,EP300,FGFR2,SMAD4,FOXA2,BRCA2,NFE2L3,ASXL1,SOX17,TAF1,SIN3A,VEZF1,CDK12,NSD1,TBL1XR1,EGR3,ACVR2A,MECOM,SMAD2,ERCC2
GO:0045893	positive regulation of transcription, DNA-templated	5.9820626416356826e-24	5.9820626416356826e-24	+1	TP53,VHL,ARID1A,EGFR,PIK3R1,CDKN2A,GATA3,RB1,NOTCH1,FBXW7,CTNNB1,CDH1,CTCF,NFE2L2,NPM1,RUNX1,TBX3,CEBPA,AKT1,AR,SOX9,ATM,WT1,HGF,ERBB4,MTOR,TLR4,TET2,ATRX,ELF3,BRCA1,FOXA1,CHEK2,HIST1H1C,EP300,FGFR2,SMAD4,FOXA2,BRCA2,NFE2L3,ASXL1,SOX17,TAF1,SIN3A,VEZF1,CDK12,NSD1,TBL1XR1,EGR3,ACVR2A,MECOM,SMAD2,ERCC2
