GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0010038	response to metal ion	0.000010216442979722841	0.000010216442979722841	+1	MT1H,MT1G,JUN,FOS,ALOX5AP,CALM2,NCF1,FBP1,AQP9,JUNB,S100A8,MT-CYB,THBS1,SPARC,BNIP3,HMOX1,SOD1,S100A16,MT-CO1,BSG
GO:0022904	respiratory electron transport chain	0.000010258400279318352	0.000010258400279318352	+1	MT-ND2,MT-ND1,MT-CO2,MT-ND3,MT-CYB,MT-ND4,NDUFA4,MT-CO3,NDUFB2,NDUFC2,COX6C,MT-CO1
GO:0001666	response to hypoxia	0.00001087617761282261	0.00001087617761282261	+1	ADAM8,ERO1A,ANG,UBB,LDHA,HK2,EGR1,PTN,EIF4EBP1,S100B,MT-CYB,MT-ND4,THBS1,BNIP3,HMOX1,PGK1,FIS1,ATP1B1,HSPD1,ANGPTL4
GO:0070997	neuron death	0.00001087617761282261	0.00001087617761282261	+1	FCGR2B,ADAM8,GPNMB,JUN,NUPR1,UBB,FOS,TYROBP,GAPDH,EGR1,HSP90AB1,CLU,BTG2,BNIP3,HMOX1,FIS1,GBE1,HSPD1,SOD1,PTPRZ1
GO:0009060	aerobic respiration	0.000011449516545835858	0.000011449516545835858	+1	NUPR1,MT-ND2,MT-ND1,MT-CO2,MT-ATP6,MT-ND3,MT-CYB,MT-ND4,NDUFA4,MT-CO3,BNIP3,NDUFB2,NDUFC2,COX6C,MT-CO1
GO:2000116	regulation of cysteine-type endopeptidase activity	0.000013156082836394442	0.000013156082836394442	+1	S100A9,HSPE1,HMGB1,LAPTM5,BEX3,S100A8,SOX2,YWHAE,THBS1,PLAUR,CD44,CTSH,FIS1,CST7,DNAJB6,HSPD1
GO:0097193	intrinsic apoptotic signaling pathway	0.000013559921708793941	0.000013559921708793941	+1	ERO1A,MIF,S100A9,NUPR1,UBB,S100A8,CLU,DDX5,PLAUR,BNIP3,CD44,ZNF385A,CYP1B1,HMOX1,HSPA1A,FIS1,SOD1,HSPB1
GO:0015980	energy derivation by oxidation of organic compounds	0.000013984903823305596	0.000013984903823305596	+1	NUPR1,MT-ND2,HMGB1,MT-ND1,MT-CO2,MT-ATP6,MT-ND3,MT-CYB,MT-ND4,NDUFA4,MT-CO3,BNIP3,NDUFB2,GBE1,PHLDA2,PTGES3,NDUFC2,COX6C,MT-CO1
GO:0070482	response to oxygen levels	0.000014573469917397745	0.000014573469917397745	+1	ADAM8,ERO1A,ANG,UBB,LDHA,HK2,EGR1,PTN,MT-ATP6,EIF4EBP1,S100B,MT-CYB,MT-ND4,THBS1,BNIP3,HMOX1,PGK1,FIS1,ATP1B1,HSPD1,ANGPTL4
GO:0046686	response to cadmium ion	0.000017744409318430124	0.000017744409318430124	+1	MT1H,MT1G,JUN,FOS,NCF1,MT-CYB,SPARC,HMOX1,SOD1
GO:1903555	regulation of tumor necrosis factor superfamily cytokine production	0.000017760734165331874	0.000017760734165331874	+1	ADAM8,GPNMB,MIF,TYROBP,LILRA5,HMGB1,ACP5,ZBTB20,CLU,THBS1,ZFP36,HSPD1,HSPB1
GO:0071706	tumor necrosis factor superfamily cytokine production	0.000017760734165331874	0.000017760734165331874	+1	ADAM8,GPNMB,MIF,TYROBP,LILRA5,HMGB1,ACP5,ZBTB20,CLU,THBS1,ZFP36,HSPD1,HSPB1
GO:0043281	regulation of cysteine-type endopeptidase activity involved in apoptotic process	0.000018828228850885352	0.000018828228850885352	+1	S100A9,HSPE1,HMGB1,LAPTM5,BEX3,S100A8,SOX2,YWHAE,THBS1,PLAUR,CD44,CTSH,FIS1,DNAJB6,HSPD1
GO:0036293	response to decreased oxygen levels	0.000019105985194689634	0.000019105985194689634	+1	ADAM8,ERO1A,ANG,UBB,LDHA,HK2,EGR1,PTN,EIF4EBP1,S100B,MT-CYB,MT-ND4,THBS1,BNIP3,HMOX1,PGK1,FIS1,ATP1B1,HSPD1,ANGPTL4
GO:0006959	humoral immune response	0.000021329207971074822	0.000021329207971074822	+1	FCGR2B,FCN1,LYZ,S100A12,ANG,TREM1,CFP,S100A9,CXCL8,GAPDH,S100A8,CLU,RNASE6,CD81
GO:0009408	response to heat	0.00002140231480695679	0.00002140231480695679	+1	HSP90AA1,HSPA8,HSP90AB1,MT-CYB,YWHAE,THBS1,DNAJB1,HMOX1,HSPA1A,DNAJB6,PTGES3,HSPD1,SOD1
GO:0051131	chaperone-mediated protein complex assembly	0.000021462824672310443	0.000021462824672310443	+1	HSP90AA1,HSP90AB1,CLU,HSPA1A,PTGES3,HSPD1
GO:2001242	regulation of intrinsic apoptotic signaling pathway	0.000027910363564642742	0.000027910363564642742	+1	MIF,S100A9,NUPR1,UBB,S100A8,CLU,PLAUR,CD44,ZNF385A,HSPA1A,FIS1,SOD1,HSPB1
GO:1902949	positive regulation of tau-protein kinase activity	0.00002895760490243007	0.00002895760490243007	+1	HSP90AA1,EGR1,HSP90AB1,CLU
GO:1901214	regulation of neuron death	0.00003010529394221779	0.00003010529394221779	+1	FCGR2B,ADAM8,GPNMB,JUN,NUPR1,UBB,FOS,TYROBP,EGR1,HSP90AB1,CLU,BTG2,HMOX1,FIS1,GBE1,HSPD1,SOD1,PTPRZ1
GO:2001233	regulation of apoptotic signaling pathway	0.000037206582904411685	0.000037206582904411685	+1	MIF,S100A9,NUPR1,UBB,LGALS3,S100A8,G0S2,CLU,ITM2C,THBS1,PLAUR,CD44,ZNF385A,HMOX1,HSPA1A,CTSH,FIS1,SOD1,HSPB1
GO:0071276	cellular response to cadmium ion	0.000037206582904411685	0.000037206582904411685	+1	MT1H,MT1G,JUN,FOS,NCF1,HMOX1,SOD1
GO:0009636	response to toxic substance	0.00004252985435583232	0.00004252985435583232	+1	MT1H,MT1G,S100A9,NUPR1,FOS,ALOX5AP,GSTO1,MAP1B,PRDX1,PON2,MT-CYB,CYP1B1,CNP,FIS1,SOD1
GO:0050729	positive regulation of inflammatory response	0.00004726591444392856	0.00004726591444392856	+1	ADAM8,S100A12,S100A9,NUPR1,ALOX5AP,LILRA5,TGM2,S100A8,GPSM3,HSPD1,CD81
GO:0006979	response to oxidative stress	0.0000533483729897714	0.0000533483729897714	+1	ERO1A,JUN,NCF2,FOS,LDHA,NCF1,MT-ND1,AREG,PRDX1,PON2,AIF1,MT-ND3,RHOB,BNIP3,CYP1B1,HMOX1,HSPA1A,HSPD1,SOD1,MT-CO1,HSPB1
