NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
POSITIVE REGULATION OF GLYCOGEN METABOLIC PROCESS%GOBP%GO:0070875	POSITIVE REGULATION OF GLYCOGEN METABOLIC PROCESS%GOBP%GO:0070875		15	0.68631047	1.9930465	0.0017271157	0.013527821	0.543	1782	tags=47%, list=13%, signal=54%	
N-GLYCAN TRIMMING IN THE ER AND CALNEXIN CALRETICULIN CYCLE%REACTOME DATABASE ID RELEASE 81%532668	N-GLYCAN TRIMMING IN THE ER AND CALNEXIN CALRETICULIN CYCLE%REACTOME DATABASE ID RELEASE 81%532668		29	0.59230685	1.9877582	0.0	0.014206372	0.566	2536	tags=59%, list=19%, signal=72%	
INTEGRIN CELL SURFACE INTERACTIONS%REACTOME DATABASE ID RELEASE 81%216083	INTEGRIN CELL SURFACE INTERACTIONS%REACTOME DATABASE ID RELEASE 81%216083		60	0.50638354	1.9877123	0.0	0.013952688	0.566	3093	tags=48%, list=23%, signal=63%	
PROTEIN LOCALIZATION TO EXTRACELLULAR REGION%GOBP%GO:0071692	PROTEIN LOCALIZATION TO EXTRACELLULAR REGION%GOBP%GO:0071692		59	0.5166881	1.9860873	0.0	0.013988793	0.577	3311	tags=53%, list=25%, signal=70%	
MAINTENANCE OF BLOOD-BRAIN BARRIER%GOBP%GO:0035633	MAINTENANCE OF BLOOD-BRAIN BARRIER%GOBP%GO:0035633		26	0.6068359	1.9857601	0.0	0.013796222	0.58	2185	tags=58%, list=16%, signal=69%	
ATRIOVENTRICULAR VALVE DEVELOPMENT%GOBP%GO:0003171	ATRIOVENTRICULAR VALVE DEVELOPMENT%GOBP%GO:0003171		21	0.6458002	1.983232	0.0	0.014008491	0.588	2005	tags=52%, list=15%, signal=62%	
PID_INTEGRIN2_PATHWAY%MSIGDB_C2%PID_INTEGRIN2_PATHWAY	PID_INTEGRIN2_PATHWAY%MSIGDB_C2%PID_INTEGRIN2_PATHWAY		19	0.66372645	1.9784802	0.0	0.014717104	0.61	1829	tags=37%, list=14%, signal=43%	
TYPE I COLLAGEN SYNTHESIS IN THE CONTEXT OF OSTEOGENESIS IMPERFECTA%WIKIPATHWAYS_20240510%WP4786%HOMO SAPIENS	TYPE I COLLAGEN SYNTHESIS IN THE CONTEXT OF OSTEOGENESIS IMPERFECTA%WIKIPATHWAYS_20240510%WP4786%HOMO SAPIENS		25	0.6162964	1.9732584	0.0	0.015448673	0.637	3565	tags=64%, list=27%, signal=87%	
EPITHELIAL TUBE MORPHOGENESIS%GOBP%GO:0060562	EPITHELIAL TUBE MORPHOGENESIS%GOBP%GO:0060562		115	0.45093432	1.9717162	0.0	0.0155340955	0.643	2288	tags=36%, list=17%, signal=43%	
ETOPOSIDE ACTION PATHWAY%SMPDB%SMP0000442	ETOPOSIDE ACTION PATHWAY%SMPDB%SMP0000442		18	0.66308683	1.9711804	0.0	0.015452043	0.648	1926	tags=56%, list=14%, signal=65%	
NEGATIVE REGULATION OF ANGIOGENESIS%GOBP%GO:0016525	NEGATIVE REGULATION OF ANGIOGENESIS%GOBP%GO:0016525		74	0.48243195	1.9678628	0.0	0.015888484	0.662	2765	tags=41%, list=21%, signal=51%	
ATRIOVENTRICULAR VALVE MORPHOGENESIS%GOBP%GO:0003181	ATRIOVENTRICULAR VALVE MORPHOGENESIS%GOBP%GO:0003181		19	0.64373934	1.9631436	0.0	0.016587798	0.685	2005	tags=53%, list=15%, signal=62%	
ETOPOSIDE METABOLISM PATHWAY%PATHWHIZ%PW000577	ETOPOSIDE METABOLISM PATHWAY%PATHWHIZ%PW000577		18	0.66308683	1.9624012	0.0	0.016493307	0.686	1926	tags=56%, list=14%, signal=65%	
DIGESTIVE SYSTEM PROCESS%GOBP%GO:0022600	DIGESTIVE SYSTEM PROCESS%GOBP%GO:0022600		39	0.551179	1.9617771	0.0	0.016373219	0.689	1163	tags=31%, list=9%, signal=34%	
DISEASES ASSOCIATED WITH GLYCOSAMINOGLYCAN METABOLISM%REACTOME%R-HSA-3560782.5	DISEASES ASSOCIATED WITH GLYCOSAMINOGLYCAN METABOLISM%REACTOME%R-HSA-3560782.5		35	0.56052864	1.961059	0.0	0.016215742	0.691	1706	tags=46%, list=13%, signal=52%	
SCAVENGING OF HEME FROM PLASMA%REACTOME%R-HSA-2168880.3	SCAVENGING OF HEME FROM PLASMA%REACTOME%R-HSA-2168880.3		18	0.6695595	1.9599034	0.0	0.01622677	0.697	3111	tags=78%, list=23%, signal=101%	
ENDOCARDIAL CUSHION DEVELOPMENT%GOBP%GO:0003197	ENDOCARDIAL CUSHION DEVELOPMENT%GOBP%GO:0003197		36	0.56006575	1.9580079	0.0	0.016358482	0.705	2005	tags=53%, list=15%, signal=62%	
ENDOCARDIAL CUSHION MORPHOGENESIS%GOBP%GO:0003203	ENDOCARDIAL CUSHION MORPHOGENESIS%GOBP%GO:0003203		30	0.58298665	1.9574102	0.0	0.016287511	0.709	2005	tags=53%, list=15%, signal=63%	
ESTABLISHMENT OF PROTEIN LOCALIZATION TO EXTRACELLULAR REGION%GOBP%GO:0035592	ESTABLISHMENT OF PROTEIN LOCALIZATION TO EXTRACELLULAR REGION%GOBP%GO:0035592		56	0.50398713	1.9537331	0.0	0.016820503	0.723	3311	tags=52%, list=25%, signal=69%	
SYNDECAN-4-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SYNDECAN-4-MEDIATED SIGNALING EVENTS	SYNDECAN-4-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SYNDECAN-4-MEDIATED SIGNALING EVENTS		29	0.575735	1.942519	0.0	0.019210296	0.766	2519	tags=48%, list=19%, signal=59%	
CHONDROITIN SULFATE DERMATAN SULFATE METABOLISM%REACTOME%R-HSA-1793185.3	CHONDROITIN SULFATE DERMATAN SULFATE METABOLISM%REACTOME%R-HSA-1793185.3		38	0.54037786	1.9394233	0.0	0.019739214	0.783	2895	tags=58%, list=22%, signal=74%	
INTERFERON ALPHA BETA SIGNALING%REACTOME DATABASE ID RELEASE 81%909733	INTERFERON ALPHA BETA SIGNALING%REACTOME DATABASE ID RELEASE 81%909733		64	0.49011168	1.9348891	0.0	0.020820716	0.808	3662	tags=56%, list=27%, signal=77%	
VASCULATURE DEVELOPMENT%GOBP%GO:0001944	VASCULATURE DEVELOPMENT%GOBP%GO:0001944		223	0.4056094	1.9326066	0.0	0.021042505	0.812	2786	tags=40%, list=21%, signal=50%	
ARTERY MORPHOGENESIS%GOBP%GO:0048844	ARTERY MORPHOGENESIS%GOBP%GO:0048844		38	0.5507272	1.9324857	0.0	0.020794021	0.812	2190	tags=50%, list=16%, signal=60%	
PROTEIN GLYCOSYLATION%GOBP%GO:0006486	PROTEIN GLYCOSYLATION%GOBP%GO:0006486		117	0.4397054	1.9290342	0.0	0.021699928	0.826	3762	tags=50%, list=28%, signal=68%	
EPITHELIAL STRUCTURE MAINTENANCE%GOBP%GO:0010669	EPITHELIAL STRUCTURE MAINTENANCE%GOBP%GO:0010669		17	0.65830487	1.9256628	0.0	0.022153046	0.835	1077	tags=53%, list=8%, signal=58%	
INTEGRIN SIGNALLING PATHWAY%PANTHER PATHWAY%P00034	INTEGRIN SIGNALLING PATHWAY%PANTHER PATHWAY%P00034		149	0.43071875	1.9244014	0.0	0.022123434	0.839	1612	tags=32%, list=12%, signal=36%	
GLYCOSYLATION%GOBP%GO:0070085	GLYCOSYLATION%GOBP%GO:0070085		129	0.4335138	1.9239798	0.0	0.022071937	0.841	3279	tags=43%, list=25%, signal=56%	
A TETRASACCHARIDE LINKER SEQUENCE IS REQUIRED FOR GAG SYNTHESIS%REACTOME DATABASE ID RELEASE 81%1971475	A TETRASACCHARIDE LINKER SEQUENCE IS REQUIRED FOR GAG SYNTHESIS%REACTOME DATABASE ID RELEASE 81%1971475		22	0.6087061	1.9212008	0.0017123288	0.022504408	0.85	2800	tags=64%, list=21%, signal=80%	
SEMA3A PAK DEPENDENT AXON REPULSION%REACTOME%R-HSA-399954.4	SEMA3A PAK DEPENDENT AXON REPULSION%REACTOME%R-HSA-399954.4		15	0.66571677	1.9175423	0.0036697248	0.023107981	0.861	2799	tags=60%, list=21%, signal=76%	
BLOOD VESSEL DEVELOPMENT%GOBP%GO:0001568	BLOOD VESSEL DEVELOPMENT%GOBP%GO:0001568		209	0.40849486	1.9174622	0.0	0.022832885	0.861	2786	tags=41%, list=21%, signal=51%	
MODIFIED AMINO ACID TRANSPORT%GOBP%GO:0072337	MODIFIED AMINO ACID TRANSPORT%GOBP%GO:0072337		24	0.60033107	1.9136202	0.0	0.023805004	0.878	2862	tags=58%, list=21%, signal=74%	
HALLMARK_COAGULATION%MSIGDBHALLMARK%HALLMARK_COAGULATION	HALLMARK_COAGULATION%MSIGDBHALLMARK%HALLMARK_COAGULATION		96	0.4493511	1.9107873	0.0	0.024327913	0.886	1432	tags=27%, list=11%, signal=30%	
MACROMOLECULE GLYCOSYLATION%GOBP%GO:0043413	MACROMOLECULE GLYCOSYLATION%GOBP%GO:0043413		117	0.4397054	1.9094414	0.0	0.024439286	0.891	3762	tags=50%, list=28%, signal=68%	
DISEASES OF GLYCOSYLATION%REACTOME DATABASE ID RELEASE 81%3781865	DISEASES OF GLYCOSYLATION%REACTOME DATABASE ID RELEASE 81%3781865		107	0.4450807	1.9087363	0.0	0.024408648	0.891	2890	tags=43%, list=22%, signal=54%	
TRANSFORMING GROWTH FACTOR BETA RECEPTOR SUPERFAMILY SIGNALING PATHWAY%GOBP%GO:0141091	TRANSFORMING GROWTH FACTOR BETA RECEPTOR SUPERFAMILY SIGNALING PATHWAY%GOBP%GO:0141091		99	0.44519064	1.9066049	0.0	0.024930503	0.899	2166	tags=35%, list=16%, signal=42%	
REGULATION OF SMAD PROTEIN SIGNAL TRANSDUCTION%GOBP%GO:0060390	REGULATION OF SMAD PROTEIN SIGNAL TRANSDUCTION%GOBP%GO:0060390		46	0.5186904	1.9054837	0.0	0.024988437	0.901	2190	tags=43%, list=16%, signal=52%	
PRIMARY FOCAL SEGMENTAL GLOMERULOSCLEROSIS FSGS %WIKIPATHWAYS_20240510%WP2572%HOMO SAPIENS	PRIMARY FOCAL SEGMENTAL GLOMERULOSCLEROSIS FSGS %WIKIPATHWAYS_20240510%WP2572%HOMO SAPIENS		55	0.49440226	1.9052064	0.0	0.024786348	0.902	3010	tags=45%, list=23%, signal=58%	
HEART VALVE DEVELOPMENT%GOBP%GO:0003170	HEART VALVE DEVELOPMENT%GOBP%GO:0003170		55	0.49449295	1.9031477	0.0	0.025100714	0.907	2208	tags=42%, list=17%, signal=50%	
TUBE MORPHOGENESIS%GOBP%GO:0035239	TUBE MORPHOGENESIS%GOBP%GO:0035239		273	0.39353555	1.8996915	0.0	0.026036285	0.916	2542	tags=37%, list=19%, signal=44%	
HALLMARK_UV_RESPONSE_DN%MSIGDBHALLMARK%HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN%MSIGDBHALLMARK%HALLMARK_UV_RESPONSE_DN		106	0.4414557	1.8985714	0.0	0.026179848	0.918	2326	tags=40%, list=17%, signal=48%	
DEFECTIVE B3GAT3 CAUSES JDSSDHD%REACTOME DATABASE ID RELEASE 81%3560801	DEFECTIVE B3GAT3 CAUSES JDSSDHD%REACTOME DATABASE ID RELEASE 81%3560801		18	0.63320297	1.8977053	0.0032102729	0.026232181	0.92	2800	tags=67%, list=21%, signal=84%	
ALPHA ADRENERGIC RECEPTOR SIGNALING PATHWAY%PANTHER PATHWAY%P00002	ALPHA ADRENERGIC RECEPTOR SIGNALING PATHWAY%PANTHER PATHWAY%P00002		16	0.6564318	1.8976462	0.0	0.025978742	0.921	1527	tags=44%, list=11%, signal=49%	
CARDIAC SEPTUM MORPHOGENESIS%GOBP%GO:0060411	CARDIAC SEPTUM MORPHOGENESIS%GOBP%GO:0060411		44	0.5136086	1.8969158	0.0	0.025963377	0.922	2005	tags=43%, list=15%, signal=51%	
ALPHA 6 BETA 4 SIGNALING PATHWAY%WIKIPATHWAYS_20240510%WP244%HOMO SAPIENS	ALPHA 6 BETA 4 SIGNALING PATHWAY%WIKIPATHWAYS_20240510%WP244%HOMO SAPIENS		24	0.6012477	1.8965477	0.0	0.02589122	0.924	1086	tags=50%, list=8%, signal=54%	
AORTIC VALVE DEVELOPMENT%GOBP%GO:0003176	AORTIC VALVE DEVELOPMENT%GOBP%GO:0003176		37	0.53312784	1.894348	0.0	0.026390135	0.929	1810	tags=38%, list=14%, signal=44%	
