NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
ARACHIDONATE METABOLITES BIOSYNTHESIS%BIOCYC%PWY-8397	ARACHIDONATE METABOLITES BIOSYNTHESIS%BIOCYC%PWY-8397		24	-0.52777725	-1.7997411	0.009433962	0.08406406	0.999	1207	tags=29%, list=9%, signal=32%	
INTERLEUKIN 1 IL 1 STRUCTURAL PATHWAY%WIKIPATHWAYS_20240510%WP2637%HOMO SAPIENS	INTERLEUKIN 1 IL 1 STRUCTURAL PATHWAY%WIKIPATHWAYS_20240510%WP2637%HOMO SAPIENS		36	-0.47689152	-1.7958566	0.0	0.08617529	0.999	3202	tags=53%, list=24%, signal=69%	
WNT SIGNALING PATHWAY, PLANAR CELL POLARITY PATHWAY%GOBP%GO:0060071	WNT SIGNALING PATHWAY, PLANAR CELL POLARITY PATHWAY%GOBP%GO:0060071		24	-0.5170136	-1.7957433	0.0	0.0853453	0.999	2400	tags=46%, list=18%, signal=56%	
LEUKOTRIENE C4 SYNTHESIS DEFICIENCY%PATHWHIZ%PW000118	LEUKOTRIENE C4 SYNTHESIS DEFICIENCY%PATHWHIZ%PW000118		22	-0.5391122	-1.795171	0.007444169	0.08494722	0.999	1207	tags=32%, list=9%, signal=35%	
NONSENSE MEDIATED DECAY (NMD) ENHANCED BY THE EXON JUNCTION COMPLEX (EJC)%REACTOME DATABASE ID RELEASE 81%975957	NONSENSE MEDIATED DECAY (NMD) ENHANCED BY THE EXON JUNCTION COMPLEX (EJC)%REACTOME DATABASE ID RELEASE 81%975957		70	-0.40361953	-1.7937772	0.0	0.08503407	0.999	4097	tags=49%, list=31%, signal=70%	
NONSENSE-MEDIATED DECAY (NMD)%REACTOME%R-HSA-927802.4	NONSENSE-MEDIATED DECAY (NMD)%REACTOME%R-HSA-927802.4		70	-0.40361953	-1.7922502	0.0	0.085446484	0.999	4097	tags=49%, list=31%, signal=70%	
NEGATIVE REGULATION OF MITOTIC METAPHASE/ANAPHASE TRANSITION%GOBP%GO:0045841	NEGATIVE REGULATION OF MITOTIC METAPHASE/ANAPHASE TRANSITION%GOBP%GO:0045841		24	-0.5224155	-1.7920334	0.0075949365	0.08480868	0.999	3689	tags=63%, list=28%, signal=86%	
ARACHIDONIC ACID METABOLISM%SMPDB%SMP0000075	ARACHIDONIC ACID METABOLISM%SMPDB%SMP0000075		22	-0.5391122	-1.7893003	0.005376344	0.086099625	0.999	1207	tags=32%, list=9%, signal=35%	
SULINDAC ACTION PATHWAY%PATHWHIZ%PW000136	SULINDAC ACTION PATHWAY%PATHWHIZ%PW000136		22	-0.5391122	-1.7884314	0.009638554	0.08586018	0.999	1207	tags=32%, list=9%, signal=35%	
ACETYLSALICYLIC ACID ACTION PATHWAY%PATHWHIZ%PW000128	ACETYLSALICYLIC ACID ACTION PATHWAY%PATHWHIZ%PW000128		22	-0.5391122	-1.7882545	0.0071770335	0.085104235	0.999	1207	tags=32%, list=9%, signal=35%	
ANTIPYRINE ACTION PATHWAY%SMPDB%SMP0000692	ANTIPYRINE ACTION PATHWAY%SMPDB%SMP0000692		22	-0.5391122	-1.7881665	0.002415459	0.08429684	0.999	1207	tags=32%, list=9%, signal=35%	
CYTOPLASMIC MICROTUBULE ORGANIZATION%GOBP%GO:0031122	CYTOPLASMIC MICROTUBULE ORGANIZATION%GOBP%GO:0031122		39	-0.46536776	-1.7872987	0.0	0.084212735	1.0	1268	tags=36%, list=10%, signal=40%	
TOLMETIN ACTION PATHWAY%PATHWHIZ%PW000681	TOLMETIN ACTION PATHWAY%PATHWHIZ%PW000681		22	-0.5391122	-1.7841182	0.0138121545	0.08570951	1.0	1207	tags=32%, list=9%, signal=35%	
REGULATION OF DNA-TEMPLATED DNA REPLICATION%GOBP%GO:0090329	REGULATION OF DNA-TEMPLATED DNA REPLICATION%GOBP%GO:0090329		35	-0.461477	-1.7835634	0.005141388	0.08537757	1.0	4260	tags=54%, list=32%, signal=80%	
CARPROFEN ACTION PATHWAY%SMPDB%SMP0000694	CARPROFEN ACTION PATHWAY%SMPDB%SMP0000694		22	-0.5391122	-1.7830501	0.0047281324	0.084988564	1.0	1207	tags=32%, list=9%, signal=35%	
MEFENAMIC ACID ACTION PATHWAY%PATHWHIZ%PW000261	MEFENAMIC ACID ACTION PATHWAY%PATHWHIZ%PW000261		22	-0.5391122	-1.7829474	0.0025641026	0.08422093	1.0	1207	tags=32%, list=9%, signal=35%	
INDOMETHACIN ACTION PATHWAY%PATHWHIZ%PW000260	INDOMETHACIN ACTION PATHWAY%PATHWHIZ%PW000260		23	-0.5316448	-1.7816424	0.0024570024	0.08426723	1.0	1207	tags=30%, list=9%, signal=33%	
NABUMETONE ACTION PATHWAY%SMPDB%SMP0000114	NABUMETONE ACTION PATHWAY%SMPDB%SMP0000114		22	-0.5391122	-1.7816002	0.011820331	0.08349002	1.0	1207	tags=32%, list=9%, signal=35%	
