GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0008553	P-type proton-exporting transporter activity	0.022624069697070863	0.022624069697070863	+1	ATP4B,ATP4A
GO:0008900	P-type potassium:proton transporter activity	0.022624069697070863	0.022624069697070863	+1	ATP4B,ATP4A
GO:0015651	quaternary ammonium group transmembrane transporter activity	0.02411423033773778	0.02411423033773778	+1	SLC44A4,SLC6A20,SLC6A14
GO:0008417	fucosyltransferase activity	0.02411423033773778	0.02411423033773778	+1	FUT8,FUT9,FUT4
GO:0022890	inorganic cation transmembrane transporter activity	0.027676852690552135	0.027676852690552135	+1	SLC39A14,ATP2A3,SLC12A2,KCNN4,TRPA1,SLC16A1,SLC28A2,KCNK5,SLC4A4,ATP7B,P2RX4,SLC6A20,KCNE2,SLC6A14,ATP4B,KCNJ16,ATP4A
GO:0015294	solute:monoatomic cation symporter activity	0.03680957306098323	0.03680957306098323	+1	SLC39A14,SLC12A2,SLC16A1,SLC28A2,SLC4A4,SLC6A20,SLC6A14
GO:0015293	symporter activity	0.037032183661410804	0.037032183661410804	+1	SLC39A14,SLC12A2,SLC16A1,SLC28A2,SLC4A4,SLC6A20,SLC6A14
GO:0042626	ATPase-coupled transmembrane transporter activity	0.037032183661410804	0.037032183661410804	+1	ATP2A3,ABCC6,ATP7B,ABCA8,ATP4B,ATP4A
GO:0042834	peptidoglycan binding	0.037032183661410804	0.037032183661410804	+1	JCHAIN,IGHM,REG1A
GO:0046914	transition metal ion binding	0.037032183661410804	0.037032183661410804	+1	CA2,MMP15,ANG,MMP2,CA9,NT5E,ATP7B,P2RX4,APOBEC1,LTF,MMP1,HEPH,ENPP2,AOC1,AOC3,ADH1B
GO:0005001	transmembrane receptor protein tyrosine phosphatase activity	0.0393227630941548	0.0393227630941548	+1	PTPRN2,PTPRH,PTPRR
GO:0019198	transmembrane receptor protein phosphatase activity	0.0393227630941548	0.0393227630941548	+1	PTPRN2,PTPRH,PTPRR
GO:0008324	monoatomic cation transmembrane transporter activity	0.04083401030457107	0.04083401030457107	+1	SLC39A14,ATP2A3,SLC12A2,KCNN4,TRPA1,SLC16A1,SLC28A2,KCNK5,SLC4A4,ATP7B,P2RX4,SLC6A20,KCNE2,SLC6A14,ATP4B,KCNJ16,ATP4A
GO:0004252	serine-type endopeptidase activity	0.04083401030457107	0.04083401030457107	+1	MMP2,TMPRSS3,HABP2,LTF,PRSS12,MMP1,DPP4
GO:0002020	protease binding	0.04083401030457107	0.04083401030457107	+1	SERPINA1,COL1A1,COL1A2,FN1,COL3A1,TIMP3,DPP4
GO:0008289	lipid binding	0.04303843277853916	0.04303843277853916	+1	PROM1,VILL,DGKD,IQGAP2,PLA2G10,NR2F2,GRK5,GSDMB,SYTL2,PTCH1,JCHAIN,IGHM,FERMT2,LTF,CD36,GC,LIPF,GSTA1,VIL1
GO:0004175	endopeptidase activity	0.044163602446564365	0.044163602446564365	+1	CAPN9,ADAM28,MMP15,CTSE,MMP2,TMPRSS3,HABP2,PGC,LTF,PRSS12,MMP1,DPP4
