NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
CADHERIN SIGNALING PATHWAY%PANTHER PATHWAY%P00012	CADHERIN SIGNALING PATHWAY%PANTHER PATHWAY%P00012	Details ...	95	0.7822842	2.068235	0.0	0.0	0.0	2160	tags=55%, list=15%, signal=64%	
MESENCHYME DEVELOPMENT%GOBP%GO:0060485	MESENCHYME DEVELOPMENT%GOBP%GO:0060485	Details ...	141	0.74715143	2.0591416	0.0	0.0	0.0	1861	tags=48%, list=13%, signal=55%	
PID_INTEGRIN1_PATHWAY%MSIGDB_C2%PID_INTEGRIN1_PATHWAY	PID_INTEGRIN1_PATHWAY%MSIGDB_C2%PID_INTEGRIN1_PATHWAY	Details ...	43	0.86201316	2.0590591	0.0	0.0	0.0	1283	tags=60%, list=9%, signal=66%	
ANGIOGENESIS%GOBP%GO:0001525	ANGIOGENESIS%GOBP%GO:0001525	Details ...	138	0.7527452	2.054209	0.0	0.0	0.0	1810	tags=50%, list=13%, signal=57%	
NEGATIVE REGULATION OF TRANSMEMBRANE RECEPTOR PROTEIN SERINE/THREONINE KINASE SIGNALING PATHWAY%GOBP%GO:0090101	NEGATIVE REGULATION OF TRANSMEMBRANE RECEPTOR PROTEIN SERINE/THREONINE KINASE SIGNALING PATHWAY%GOBP%GO:0090101		94	0.779072	2.0531185	0.0	0.0	0.0	1638	tags=38%, list=11%, signal=43%	
HALLMARK_UV_RESPONSE_DN%MSIGDBHALLMARK%HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN%MSIGDBHALLMARK%HALLMARK_UV_RESPONSE_DN		104	0.7656339	2.05203	0.0	0.0	0.0	2131	tags=43%, list=15%, signal=50%	
COLLAGEN FIBRIL ORGANIZATION%GOBP%GO:0030199	COLLAGEN FIBRIL ORGANIZATION%GOBP%GO:0030199		35	0.8945297	2.050972	0.0	0.0	0.0	571	tags=63%, list=4%, signal=65%	
CARDIAC CHAMBER DEVELOPMENT%GOBP%GO:0003205	CARDIAC CHAMBER DEVELOPMENT%GOBP%GO:0003205		75	0.78740245	2.0465522	0.0	0.0	0.0	2148	tags=56%, list=15%, signal=65%	
BONE DEVELOPMENT%GOBP%GO:0060348	BONE DEVELOPMENT%GOBP%GO:0060348		75	0.78978664	2.0462556	0.0	0.0	0.0	1427	tags=45%, list=10%, signal=50%	
NEGATIVE REGULATION OF WNT SIGNALING PATHWAY%GOBP%GO:0030178	NEGATIVE REGULATION OF WNT SIGNALING PATHWAY%GOBP%GO:0030178		111	0.7637563	2.037167	0.0	0.0	0.0	1147	tags=31%, list=8%, signal=33%	
NEGATIVE REGULATION OF CELLULAR RESPONSE TO GROWTH FACTOR STIMULUS%GOBP%GO:0090288	NEGATIVE REGULATION OF CELLULAR RESPONSE TO GROWTH FACTOR STIMULUS%GOBP%GO:0090288		65	0.8000308	2.0289075	0.0	0.0	0.0	1426	tags=51%, list=10%, signal=56%	
GLYCOSAMINOGLYCAN METABOLISM%REACTOME%R-HSA-1630316.2	GLYCOSAMINOGLYCAN METABOLISM%REACTOME%R-HSA-1630316.2		104	0.7602856	2.025704	0.0	0.0	0.0	1356	tags=35%, list=9%, signal=38%	
REGULATION OF CELLULAR RESPONSE TO TRANSFORMING GROWTH FACTOR BETA STIMULUS%GOBP%GO:1903844	REGULATION OF CELLULAR RESPONSE TO TRANSFORMING GROWTH FACTOR BETA STIMULUS%GOBP%GO:1903844		102	0.7540559	2.024857	0.0	0.0	0.0	1638	tags=33%, list=11%, signal=37%	
REGULATION OF EXTRACELLULAR MATRIX ORGANIZATION%GOBP%GO:1903053	REGULATION OF EXTRACELLULAR MATRIX ORGANIZATION%GOBP%GO:1903053		41	0.84877235	2.0178218	0.0	0.0	0.0	1074	tags=54%, list=7%, signal=58%	
HEART VALVE DEVELOPMENT%GOBP%GO:0003170	HEART VALVE DEVELOPMENT%GOBP%GO:0003170		59	0.80430925	2.0170877	0.0	0.0	0.0	1638	tags=49%, list=11%, signal=55%	
CHONDROITIN SULFATE DERMATAN SULFATE METABOLISM%REACTOME%R-HSA-1793185.1	CHONDROITIN SULFATE DERMATAN SULFATE METABOLISM%REACTOME%R-HSA-1793185.1		45	0.83497053	2.015973	0.0	0.0	0.0	1459	tags=53%, list=10%, signal=59%	
BETA3 INTEGRIN CELL SURFACE INTERACTIONS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%BETA3 INTEGRIN CELL SURFACE INTERACTIONS	BETA3 INTEGRIN CELL SURFACE INTERACTIONS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%BETA3 INTEGRIN CELL SURFACE INTERACTIONS		37	0.8613957	2.0156622	0.0	0.0	0.0	970	tags=51%, list=7%, signal=55%	
DEGRADATION OF THE EXTRACELLULAR MATRIX%REACTOME%R-HSA-1474228.4	DEGRADATION OF THE EXTRACELLULAR MATRIX%REACTOME%R-HSA-1474228.4		79	0.7734104	2.0144076	0.0	0.0	0.0	1256	tags=37%, list=9%, signal=40%	
INTEGRINS IN ANGIOGENESIS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%INTEGRINS IN ANGIOGENESIS	INTEGRINS IN ANGIOGENESIS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%INTEGRINS IN ANGIOGENESIS		58	0.8061128	2.0131032	0.0	0.0	0.0	1367	tags=45%, list=9%, signal=49%	
CARDIAC CHAMBER MORPHOGENESIS%GOBP%GO:0003206	CARDIAC CHAMBER MORPHOGENESIS%GOBP%GO:0003206		62	0.79777634	2.0098102	0.0	0.0	0.0	2148	tags=61%, list=15%, signal=72%	
DISEASES ASSOCIATED WITH GLYCOSAMINOGLYCAN METABOLISM%REACTOME DATABASE ID RELEASE 83%3560782	DISEASES ASSOCIATED WITH GLYCOSAMINOGLYCAN METABOLISM%REACTOME DATABASE ID RELEASE 83%3560782		37	0.85496515	2.0083108	0.0	0.0	0.0	1066	tags=51%, list=7%, signal=55%	
HEART VALVE MORPHOGENESIS%GOBP%GO:0003179	HEART VALVE MORPHOGENESIS%GOBP%GO:0003179		51	0.8177051	2.0059767	0.0	0.0	0.0	1741	tags=53%, list=12%, signal=60%	
DEFECTIVE B3GALTL CAUSES PPS%REACTOME%R-HSA-5083635.2	DEFECTIVE B3GALTL CAUSES PPS%REACTOME%R-HSA-5083635.2		31	0.88441736	2.0042095	0.0	0.0	0.0	1028	tags=58%, list=7%, signal=62%	
OSTEOBLAST DIFFERENTIATION%GOBP%GO:0001649	OSTEOBLAST DIFFERENTIATION%GOBP%GO:0001649		68	0.7893039	2.0010056	0.0	0.0	0.0	1427	tags=34%, list=10%, signal=37%	
HALLMARK_APICAL_JUNCTION%MSIGDBHALLMARK%HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_JUNCTION%MSIGDBHALLMARK%HALLMARK_APICAL_JUNCTION		131	0.7325633	1.9975437	0.0	0.0	0.0	1986	tags=47%, list=14%, signal=53%	
REGULATION OF TRANSFORMING GROWTH FACTOR BETA RECEPTOR SIGNALING PATHWAY%GOBP%GO:0017015	REGULATION OF TRANSFORMING GROWTH FACTOR BETA RECEPTOR SIGNALING PATHWAY%GOBP%GO:0017015		102	0.7540559	1.9952778	0.0	0.0	0.0	1638	tags=33%, list=11%, signal=37%	
INTEGRIN SIGNALLING PATHWAY%PANTHER PATHWAY%P00034	INTEGRIN SIGNALLING PATHWAY%PANTHER PATHWAY%P00034		156	0.71914667	1.9947066	0.0	0.0	0.0	1775	tags=38%, list=12%, signal=43%	
PID_INTEGRIN3_PATHWAY%MSIGDB_C2%PID_INTEGRIN3_PATHWAY	PID_INTEGRIN3_PATHWAY%MSIGDB_C2%PID_INTEGRIN3_PATHWAY		32	0.8680427	1.9890064	0.0	0.0	0.0	970	tags=53%, list=7%, signal=57%	
CARDIAC SEPTUM DEVELOPMENT%GOBP%GO:0003279	CARDIAC SEPTUM DEVELOPMENT%GOBP%GO:0003279		52	0.8074585	1.9862149	0.0	0.0	0.0	2148	tags=62%, list=15%, signal=72%	
PID_AVB3_INTEGRIN_PATHWAY%MSIGDB_C2%PID_AVB3_INTEGRIN_PATHWAY	PID_AVB3_INTEGRIN_PATHWAY%MSIGDB_C2%PID_AVB3_INTEGRIN_PATHWAY		51	0.81381476	1.9859227	0.0	0.0	0.0	1367	tags=47%, list=9%, signal=52%	
O-GLYCOSYLATION OF TSR DOMAIN-CONTAINING PROTEINS%REACTOME%R-HSA-5173214.1	O-GLYCOSYLATION OF TSR DOMAIN-CONTAINING PROTEINS%REACTOME%R-HSA-5173214.1		32	0.87269264	1.9843487	0.0	0.0	0.0	1028	tags=56%, list=7%, signal=60%	
EYE DEVELOPMENT%GOBP%GO:0001654	EYE DEVELOPMENT%GOBP%GO:0001654		121	0.73211634	1.984319	0.0	0.0	0.0	2096	tags=40%, list=15%, signal=47%	
MUSCLE CELL DIFFERENTIATION%GOBP%GO:0042692	MUSCLE CELL DIFFERENTIATION%GOBP%GO:0042692		111	0.7406491	1.981232	0.0	0.0	0.0	1575	tags=39%, list=11%, signal=43%	
ENDODERM FORMATION%GOBP%GO:0001706	ENDODERM FORMATION%GOBP%GO:0001706		38	0.83877194	1.9790375	0.0	0.0	0.0	750	tags=39%, list=5%, signal=42%	
ARTERY DEVELOPMENT%GOBP%GO:0060840	ARTERY DEVELOPMENT%GOBP%GO:0060840		41	0.8242889	1.9788625	0.0	0.0	0.0	1934	tags=73%, list=13%, signal=84%	
ECM PROTEOGLYCANS%REACTOME%R-HSA-3000178.4	ECM PROTEOGLYCANS%REACTOME%R-HSA-3000178.4		45	0.8257429	1.9786217	0.0	0.0	0.0	1741	tags=64%, list=12%, signal=73%	
ALZHEIMER DISEASE-PRESENILIN PATHWAY%PANTHER PATHWAY%P00004	ALZHEIMER DISEASE-PRESENILIN PATHWAY%PANTHER PATHWAY%P00004		67	0.77518743	1.9777397	0.0	0.0	0.0	2182	tags=52%, list=15%, signal=61%	
POST-TRANSLATIONAL PROTEIN PHOSPHORYLATION%REACTOME DATABASE ID RELEASE 83%8957275	POST-TRANSLATIONAL PROTEIN PHOSPHORYLATION%REACTOME DATABASE ID RELEASE 83%8957275		72	0.7719151	1.9744663	0.0	0.0	0.0	1649	tags=46%, list=11%, signal=51%	
NEGATIVE REGULATION OF CANONICAL WNT SIGNALING PATHWAY%GOBP%GO:0090090	NEGATIVE REGULATION OF CANONICAL WNT SIGNALING PATHWAY%GOBP%GO:0090090		90	0.7503642	1.9741215	0.0	0.0	0.0	1147	tags=30%, list=8%, signal=32%	
REGULATION OF BMP SIGNALING PATHWAY%GOBP%GO:0030510	REGULATION OF BMP SIGNALING PATHWAY%GOBP%GO:0030510		57	0.79318994	1.9707947	0.0	0.0	0.0	1638	tags=49%, list=11%, signal=55%	
GASTRULATION%GOBP%GO:0007369	GASTRULATION%GOBP%GO:0007369		69	0.7713356	1.9699903	0.0	0.0	0.0	1963	tags=54%, list=14%, signal=62%	
REGULATION OF IGF ACTIVITY BY IGFBP%REACTOME DATABASE ID RELEASE 83%381426	REGULATION OF IGF ACTIVITY BY IGFBP%REACTOME DATABASE ID RELEASE 83%381426		83	0.7640251	1.9696932	0.0	0.0	0.0	1649	tags=46%, list=11%, signal=51%	
SENSORY ORGAN DEVELOPMENT%GOBP%GO:0007423	SENSORY ORGAN DEVELOPMENT%GOBP%GO:0007423		166	0.70759016	1.969316	0.0	0.0	0.0	2125	tags=37%, list=15%, signal=43%	
ELASTIC FIBRE FORMATION%REACTOME%R-HSA-1566948.2	ELASTIC FIBRE FORMATION%REACTOME%R-HSA-1566948.2		37	0.84091544	1.967625	0.0	0.0	0.0	836	tags=51%, list=6%, signal=54%	
CARDIAC SEPTUM MORPHOGENESIS%GOBP%GO:0060411	CARDIAC SEPTUM MORPHOGENESIS%GOBP%GO:0060411		40	0.8211192	1.9633245	0.0	6.654397E-6	5.0E-4	2148	tags=70%, list=15%, signal=82%	
RENAL SYSTEM DEVELOPMENT%GOBP%GO:0072001	RENAL SYSTEM DEVELOPMENT%GOBP%GO:0072001		114	0.7334473	1.9630144	0.0	1.3090275E-5	0.001	1741	tags=46%, list=12%, signal=51%	
O-LINKED GLYCOSYLATION%REACTOME%R-HSA-5173105.4	O-LINKED GLYCOSYLATION%REACTOME%R-HSA-5173105.4		79	0.75512016	1.9621142	0.0	1.2882494E-5	0.001	1847	tags=42%, list=13%, signal=48%	
TELENCEPHALON DEVELOPMENT%GOBP%GO:0021537	TELENCEPHALON DEVELOPMENT%GOBP%GO:0021537		78	0.7489438	1.9612968	0.0	1.2681205E-5	0.001	1545	tags=33%, list=11%, signal=37%	
MESENCHYMAL CELL DIFFERENTIATION%GOBP%GO:0048762	MESENCHYMAL CELL DIFFERENTIATION%GOBP%GO:0048762		108	0.7343764	1.9573511	0.0	1.2486109E-5	0.001	1861	tags=47%, list=13%, signal=54%	
TRANSMEMBRANE RECEPTOR PROTEIN SERINE/THREONINE KINASE SIGNALING PATHWAY%GOBP%GO:0007178	TRANSMEMBRANE RECEPTOR PROTEIN SERINE/THREONINE KINASE SIGNALING PATHWAY%GOBP%GO:0007178		110	0.7272787	1.9566356	0.0	1.2296926E-5	0.001	2036	tags=45%, list=14%, signal=53%	
ENDODERMAL CELL DIFFERENTIATION%GOBP%GO:0035987	ENDODERMAL CELL DIFFERENTIATION%GOBP%GO:0035987		32	0.85917884	1.9552164	0.0	1.211339E-5	0.001	750	tags=41%, list=5%, signal=43%	
REGULATION OF EPITHELIAL TO MESENCHYMAL TRANSITION%GOBP%GO:0010717	REGULATION OF EPITHELIAL TO MESENCHYMAL TRANSITION%GOBP%GO:0010717		82	0.7478884	1.954963	0.0	1.1935252E-5	0.001	1920	tags=49%, list=13%, signal=56%	
PID_SYNDECAN_1_PATHWAY%MSIGDB_C2%PID_SYNDECAN_1_PATHWAY	PID_SYNDECAN_1_PATHWAY%MSIGDB_C2%PID_SYNDECAN_1_PATHWAY		33	0.84465957	1.9526119	0.0	1.1762278E-5	0.001	825	tags=55%, list=6%, signal=58%	
NEGATIVE REGULATION OF TRANSFORMING GROWTH FACTOR BETA RECEPTOR SIGNALING PATHWAY%GOBP%GO:0030512	NEGATIVE REGULATION OF TRANSFORMING GROWTH FACTOR BETA RECEPTOR SIGNALING PATHWAY%GOBP%GO:0030512		67	0.7775798	1.9503351	0.0	1.1594244E-5	0.001	1492	tags=33%, list=10%, signal=36%	
OUTFLOW TRACT MORPHOGENESIS%GOBP%GO:0003151	OUTFLOW TRACT MORPHOGENESIS%GOBP%GO:0003151		45	0.80293703	1.9489328	0.0	1.1430945E-5	0.001	2148	tags=58%, list=15%, signal=68%	
CARDIAC VENTRICLE DEVELOPMENT%GOBP%GO:0003231	CARDIAC VENTRICLE DEVELOPMENT%GOBP%GO:0003231		58	0.78785723	1.9485072	0.0	1.1272182E-5	0.001	2148	tags=59%, list=15%, signal=69%	
SPROUTING ANGIOGENESIS%GOBP%GO:0002040	SPROUTING ANGIOGENESIS%GOBP%GO:0002040		45	0.8122509	1.947281	0.0	1.1117769E-5	0.001	1315	tags=53%, list=9%, signal=58%	
SENSORY SYSTEM DEVELOPMENT%GOBP%GO:0048880	SENSORY SYSTEM DEVELOPMENT%GOBP%GO:0048880		126	0.71389073	1.9446951	0.0	1.09675275E-5	0.001	2096	tags=40%, list=15%, signal=46%	
FORMATION OF PRIMARY GERM LAYER%GOBP%GO:0001704	FORMATION OF PRIMARY GERM LAYER%GOBP%GO:0001704		59	0.7745881	1.9437245	0.0	1.0821294E-5	0.001	1940	tags=53%, list=13%, signal=60%	
DISEASES ASSOCIATED WITH O-GLYCOSYLATION OF PROTEINS%REACTOME%R-HSA-3906995.3	DISEASES ASSOCIATED WITH O-GLYCOSYLATION OF PROTEINS%REACTOME%R-HSA-3906995.3		51	0.79091024	1.9425354	0.0	1.0678909E-5	0.001	1501	tags=43%, list=10%, signal=48%	
REGULATION OF OSTEOBLAST DIFFERENTIATION%GOBP%GO:0045667	REGULATION OF OSTEOBLAST DIFFERENTIATION%GOBP%GO:0045667		67	0.7594867	1.9412613	0.0	1.0540222E-5	0.001	2007	tags=60%, list=14%, signal=69%	
ENDODERM DEVELOPMENT%GOBP%GO:0007492	ENDODERM DEVELOPMENT%GOBP%GO:0007492		42	0.8146532	1.9398746	0.0	1.0405091E-5	0.001	750	tags=36%, list=5%, signal=38%	
SYNDECAN-1-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SYNDECAN-1-MEDIATED SIGNALING EVENTS	SYNDECAN-1-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SYNDECAN-1-MEDIATED SIGNALING EVENTS		34	0.8420893	1.9369583	0.0	1.541462E-5	0.0015	825	tags=50%, list=6%, signal=53%	
SEMI-LUNAR VALVE DEVELOPMENT%GOBP%GO:1905314	SEMI-LUNAR VALVE DEVELOPMENT%GOBP%GO:1905314		44	0.80193955	1.9360276	0.0	1.5221937E-5	0.0015	1741	tags=55%, list=12%, signal=62%	
AXON GUIDANCE%GOBP%GO:0007411	AXON GUIDANCE%GOBP%GO:0007411		110	0.7152674	1.9357138	0.0	1.5034011E-5	0.0015	2168	tags=45%, list=15%, signal=52%	
BURN WOUND HEALING%WIKIPATHWAYS_20220510%WP5055%HOMO SAPIENS	BURN WOUND HEALING%WIKIPATHWAYS_20220510%WP5055%HOMO SAPIENS		65	0.7699065	1.9354185	0.0	1.4850671E-5	0.0015	805	tags=31%, list=6%, signal=32%	
MUSCLE CONTRACTION%REACTOME%R-HSA-397014.3	MUSCLE CONTRACTION%REACTOME%R-HSA-397014.3		134	0.70709646	1.9349054	0.0	1.4671746E-5	0.0015	1370	tags=29%, list=9%, signal=32%	
STRIATED MUSCLE TISSUE DEVELOPMENT%GOBP%GO:0014706	STRIATED MUSCLE TISSUE DEVELOPMENT%GOBP%GO:0014706		89	0.73337865	1.9344311	0.0	1.4497083E-5	0.0015	1821	tags=42%, list=13%, signal=47%	
CARDIAC MUSCLE TISSUE DEVELOPMENT%GOBP%GO:0048738	CARDIAC MUSCLE TISSUE DEVELOPMENT%GOBP%GO:0048738		88	0.73782974	1.9319744	0.0	1.9073106E-5	0.002	1821	tags=42%, list=13%, signal=48%	
VISUAL SYSTEM DEVELOPMENT%GOBP%GO:0150063	VISUAL SYSTEM DEVELOPMENT%GOBP%GO:0150063		124	0.7164242	1.9307709	0.0	1.8851326E-5	0.002	2096	tags=40%, list=15%, signal=46%	
NEURON PROJECTION GUIDANCE%GOBP%GO:0097485	NEURON PROJECTION GUIDANCE%GOBP%GO:0097485		110	0.7152674	1.9300339	0.0	1.8634644E-5	0.002	2168	tags=45%, list=15%, signal=52%	
REGULATION OF CELL-SUBSTRATE JUNCTION ORGANIZATION%GOBP%GO:0150116	REGULATION OF CELL-SUBSTRATE JUNCTION ORGANIZATION%GOBP%GO:0150116		54	0.7732978	1.9278464	0.0	2.3040135E-5	0.0025	1941	tags=54%, list=13%, signal=62%	
BIOMINERAL TISSUE DEVELOPMENT%GOBP%GO:0031214	BIOMINERAL TISSUE DEVELOPMENT%GOBP%GO:0031214		28	0.8559018	1.9259716	0.0	2.2781256E-5	0.0025	684	tags=32%, list=5%, signal=34%	
KIDNEY DEVELOPMENT%GOBP%GO:0001822	KIDNEY DEVELOPMENT%GOBP%GO:0001822		110	0.72953784	1.9258662	0.0	2.7004013E-5	0.003	1741	tags=45%, list=12%, signal=51%	
HALLMARK_COAGULATION%MSIGDBHALLMARK%HALLMARK_COAGULATION	HALLMARK_COAGULATION%MSIGDBHALLMARK%HALLMARK_COAGULATION		78	0.74017274	1.9235536	0.0	3.1167023E-5	0.0035	1223	tags=31%, list=8%, signal=33%	
REGULATION OF CELL-SUBSTRATE JUNCTION ASSEMBLY%GOBP%GO:0090109	REGULATION OF CELL-SUBSTRATE JUNCTION ASSEMBLY%GOBP%GO:0090109		50	0.7871874	1.9230336	0.0	3.0828254E-5	0.0035	1941	tags=54%, list=13%, signal=62%	
POSITIVE REGULATION OF VASCULATURE DEVELOPMENT%GOBP%GO:1904018	POSITIVE REGULATION OF VASCULATURE DEVELOPMENT%GOBP%GO:1904018		100	0.7195024	1.9208674	0.0	3.484609E-5	0.004	1583	tags=40%, list=11%, signal=45%	
MESENCHYME MORPHOGENESIS%GOBP%GO:0072132	MESENCHYME MORPHOGENESIS%GOBP%GO:0072132		33	0.8319614	1.9198165	0.0	3.8765826E-5	0.0045	1934	tags=70%, list=13%, signal=80%	
EPITHELIAL TO MESENCHYMAL TRANSITION IN COLORECTAL CANCER%WIKIPATHWAYS_20220510%WP4239%HOMO SAPIENS	EPITHELIAL TO MESENCHYMAL TRANSITION IN COLORECTAL CANCER%WIKIPATHWAYS_20220510%WP4239%HOMO SAPIENS		108	0.71647376	1.919172	0.0	3.835776E-5	0.0045	2110	tags=43%, list=15%, signal=50%	
CAMERA-TYPE EYE DEVELOPMENT%GOBP%GO:0043010	CAMERA-TYPE EYE DEVELOPMENT%GOBP%GO:0043010		88	0.73686224	1.9191221	0.0	3.7958205E-5	0.0045	2611	tags=55%, list=18%, signal=66%	
REGULATION OF FOCAL ADHESION ASSEMBLY%GOBP%GO:0051893	REGULATION OF FOCAL ADHESION ASSEMBLY%GOBP%GO:0051893		50	0.7871874	1.9170059	0.0	3.756688E-5	0.0045	1941	tags=54%, list=13%, signal=62%	
MUSCLE TISSUE DEVELOPMENT%GOBP%GO:0060537	MUSCLE TISSUE DEVELOPMENT%GOBP%GO:0060537		125	0.71183556	1.916173	0.0	3.7183545E-5	0.0045	1864	tags=42%, list=13%, signal=48%	
A TETRASACCHARIDE LINKER SEQUENCE IS REQUIRED FOR GAG SYNTHESIS%REACTOME%R-HSA-1971475.2	A TETRASACCHARIDE LINKER SEQUENCE IS REQUIRED FOR GAG SYNTHESIS%REACTOME%R-HSA-1971475.2		22	0.89974743	1.9155914	0.0	4.093655E-5	0.005	563	tags=50%, list=4%, signal=52%	
FOCAL ADHESION%WIKIPATHWAYS_20220510%WP306%HOMO SAPIENS	FOCAL ADHESION%WIKIPATHWAYS_20220510%WP306%HOMO SAPIENS		133	0.7027678	1.913871	0.0	4.4603195E-5	0.0055	1743	tags=41%, list=12%, signal=46%	
MORPHOGENESIS OF AN EPITHELIUM%GOBP%GO:0002009	MORPHOGENESIS OF AN EPITHELIUM%GOBP%GO:0002009		172	0.68623567	1.9137993	0.0	4.8171903E-5	0.006	2160	tags=41%, list=15%, signal=48%	
CELL-CELL ADHESION VIA PLASMA-MEMBRANE ADHESION MOLECULES%GOBP%GO:0098742	CELL-CELL ADHESION VIA PLASMA-MEMBRANE ADHESION MOLECULES%GOBP%GO:0098742		116	0.71030885	1.9080992	0.0	5.5574885E-5	0.007	1798	tags=41%, list=12%, signal=47%	
