NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_G2M_CHECKPOINT%MSIGDBHALLMARK%HALLMARK_G2M_CHECKPOINT	HALLMARK_G2M_CHECKPOINT%MSIGDBHALLMARK%HALLMARK_G2M_CHECKPOINT	Details ...	137	0.5849456	2.0311487	0.0	0.0036646368	0.036	2769	tags=42%, list=18%, signal=50%	
BETA1 INTEGRIN CELL SURFACE INTERACTIONS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%BETA1 INTEGRIN CELL SURFACE INTERACTIONS	BETA1 INTEGRIN CELL SURFACE INTERACTIONS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%BETA1 INTEGRIN CELL SURFACE INTERACTIONS	Details ...	64	0.66552126	2.02404	0.0	0.004558817	0.048	1448	tags=48%, list=9%, signal=53%	
PID_FOXM1_PATHWAY%MSIGDB_C2%PID_FOXM1_PATHWAY	PID_FOXM1_PATHWAY%MSIGDB_C2%PID_FOXM1_PATHWAY	Details ...	35	0.72701746	2.0033197	0.0	0.0063133147	0.071	2344	tags=51%, list=15%, signal=60%	
PID_INTEGRIN_CS_PATHWAY%MSIGDB_C2%PID_INTEGRIN_CS_PATHWAY	PID_INTEGRIN_CS_PATHWAY%MSIGDB_C2%PID_INTEGRIN_CS_PATHWAY	Details ...	15	0.8647946	2.001388	0.0	0.006195573	0.073	712	tags=47%, list=5%, signal=49%	
DNA REPLICATION%REACTOME DATABASE ID RELEASE 81%69306	DNA REPLICATION%REACTOME DATABASE ID RELEASE 81%69306	Details ...	133	0.5791266	1.9938159	0.0	0.0071156844	0.087	3407	tags=41%, list=22%, signal=52%	
MITOTIC G2-G2 M PHASES%REACTOME%R-HSA-453274.4	MITOTIC G2-G2 M PHASES%REACTOME%R-HSA-453274.4	Details ...	176	0.5549238	1.9925971	0.0	0.006817139	0.087	3449	tags=40%, list=22%, signal=51%	
WNT SIGNALING PATHWAY, PLANAR CELL POLARITY PATHWAY%GOBP%GO:0060071	WNT SIGNALING PATHWAY, PLANAR CELL POLARITY PATHWAY%GOBP%GO:0060071	Details ...	28	0.7627559	1.9828157	0.0	0.007962528	0.104	1945	tags=50%, list=12%, signal=57%	
SYNTHESIS OF DNA%REACTOME DATABASE ID RELEASE 81%69239	SYNTHESIS OF DNA%REACTOME DATABASE ID RELEASE 81%69239		117	0.5852172	1.9699299	0.0	0.01015141	0.136	2187	tags=32%, list=14%, signal=37%	
LAMININ INTERACTIONS%REACTOME DATABASE ID RELEASE 81%3000157	LAMININ INTERACTIONS%REACTOME DATABASE ID RELEASE 81%3000157		23	0.7937742	1.9659458	0.0	0.010594662	0.149	1352	tags=61%, list=9%, signal=67%	
G2 M TRANSITION%REACTOME DATABASE ID RELEASE 81%69275	G2 M TRANSITION%REACTOME DATABASE ID RELEASE 81%69275		174	0.5545272	1.9655694	0.0	0.0101340255	0.149	3449	tags=40%, list=22%, signal=50%	
S PHASE%REACTOME DATABASE ID RELEASE 81%69242	S PHASE%REACTOME DATABASE ID RELEASE 81%69242		158	0.5549926	1.9616976	0.0	0.010774465	0.165	2187	tags=29%, list=14%, signal=34%	
FOXM1 TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FOXM1 TRANSCRIPTION FACTOR NETWORK	FOXM1 TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FOXM1 TRANSCRIPTION FACTOR NETWORK		40	0.6879756	1.9419863	0.0	0.016757108	0.252	2344	tags=45%, list=15%, signal=53%	
DNA REPLICATION PRE-INITIATION%REACTOME DATABASE ID RELEASE 81%69002	DNA REPLICATION PRE-INITIATION%REACTOME DATABASE ID RELEASE 81%69002		108	0.580746	1.9389513	0.0	0.017313095	0.269	2916	tags=34%, list=19%, signal=42%	
RHO GTPASES ACTIVATE FORMINS%REACTOME DATABASE ID RELEASE 81%5663220	RHO GTPASES ACTIVATE FORMINS%REACTOME DATABASE ID RELEASE 81%5663220		113	0.5807049	1.9330919	0.0	0.018467708	0.297	3231	tags=50%, list=21%, signal=63%	
SYNAPSE ORGANIZATION%GOBP%GO:0050808	SYNAPSE ORGANIZATION%GOBP%GO:0050808		171	0.5447661	1.9292727	0.0	0.019389205	0.318	1393	tags=23%, list=9%, signal=25%	
REGULATION OF CHROMOSOME SEGREGATION%GOBP%GO:0051983	REGULATION OF CHROMOSOME SEGREGATION%GOBP%GO:0051983		113	0.57211524	1.9278467	0.0	0.019406896	0.329	3260	tags=42%, list=21%, signal=52%	
G2 M CHECKPOINTS%REACTOME%R-HSA-69481.5	G2 M CHECKPOINTS%REACTOME%R-HSA-69481.5		136	0.5548491	1.9263997	0.0	0.019281084	0.335	4601	tags=50%, list=30%, signal=70%	
MICROTUBULE CYTOSKELETON ORGANIZATION INVOLVED IN MITOSIS%GOBP%GO:1902850	MICROTUBULE CYTOSKELETON ORGANIZATION INVOLVED IN MITOSIS%GOBP%GO:1902850		115	0.5704155	1.9234675	0.0	0.020037534	0.358	2095	tags=34%, list=13%, signal=39%	
ORC1 REMOVAL FROM CHROMATIN%REACTOME%R-HSA-68949.5	ORC1 REMOVAL FROM CHROMATIN%REACTOME%R-HSA-68949.5		67	0.6202887	1.917805	0.0	0.021808397	0.391	2793	tags=33%, list=18%, signal=40%	
REGULATION OF CHROMOSOME SEPARATION%GOBP%GO:1905818	REGULATION OF CHROMOSOME SEPARATION%GOBP%GO:1905818		65	0.6251529	1.9163439	0.0	0.02166513	0.397	3173	tags=51%, list=20%, signal=63%	
PID_ILK_PATHWAY%MSIGDB_C2%PID_ILK_PATHWAY	PID_ILK_PATHWAY%MSIGDB_C2%PID_ILK_PATHWAY		33	0.69729525	1.9148139	0.0	0.021487128	0.405	2046	tags=42%, list=13%, signal=49%	
CHONDROITIN SULFATE PROTEOGLYCAN METABOLIC PROCESS%GOBP%GO:0050654	CHONDROITIN SULFATE PROTEOGLYCAN METABOLIC PROCESS%GOBP%GO:0050654		20	0.7822104	1.9018419	0.0022421526	0.026266292	0.468	2126	tags=65%, list=14%, signal=75%	
SWITCHING OF ORIGINS TO A POST-REPLICATIVE STATE%REACTOME%R-HSA-69052.6	SWITCHING OF ORIGINS TO A POST-REPLICATIVE STATE%REACTOME%R-HSA-69052.6		88	0.5934765	1.8950207	0.0	0.028223975	0.499	2187	tags=28%, list=14%, signal=33%	
ACTIVATION OF THE PRE-REPLICATIVE COMPLEX%REACTOME%R-HSA-68962.6	ACTIVATION OF THE PRE-REPLICATIVE COMPLEX%REACTOME%R-HSA-68962.6		32	0.689926	1.8904288	0.0	0.029950105	0.533	2187	tags=47%, list=14%, signal=54%	
BETA3 INTEGRIN CELL SURFACE INTERACTIONS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%BETA3 INTEGRIN CELL SURFACE INTERACTIONS	BETA3 INTEGRIN CELL SURFACE INTERACTIONS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%BETA3 INTEGRIN CELL SURFACE INTERACTIONS		41	0.67532915	1.8895324	0.0	0.029681548	0.54	3360	tags=73%, list=22%, signal=93%	
POSITIVE REGULATION OF BLOOD VESSEL ENDOTHELIAL CELL MIGRATION%GOBP%GO:0043536	POSITIVE REGULATION OF BLOOD VESSEL ENDOTHELIAL CELL MIGRATION%GOBP%GO:0043536		49	0.635593	1.8891935	0.0	0.02921026	0.541	1418	tags=27%, list=9%, signal=29%	
MITOTIC PROMETAPHASE%REACTOME DATABASE ID RELEASE 81%68877	MITOTIC PROMETAPHASE%REACTOME DATABASE ID RELEASE 81%68877		178	0.52496773	1.8889195	0.0	0.02858725	0.542	3354	tags=47%, list=22%, signal=59%	
MET PROMOTES CELL MOTILITY%REACTOME DATABASE ID RELEASE 81%8875878	MET PROMOTES CELL MOTILITY%REACTOME DATABASE ID RELEASE 81%8875878		28	0.723629	1.887635	0.004464286	0.02834274	0.548	1751	tags=46%, list=11%, signal=52%	
P73 TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%P73 TRANSCRIPTION FACTOR NETWORK	P73 TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%P73 TRANSCRIPTION FACTOR NETWORK		74	0.5839597	1.8840469	0.0	0.029222494	0.573	1763	tags=31%, list=11%, signal=35%	
ACTIVATION OF ATR IN RESPONSE TO REPLICATION STRESS%REACTOME DATABASE ID RELEASE 81%176187	ACTIVATION OF ATR IN RESPONSE TO REPLICATION STRESS%REACTOME DATABASE ID RELEASE 81%176187		36	0.67613375	1.8828738	0.0022624435	0.02910157	0.578	1687	tags=39%, list=11%, signal=44%	
REGULATION OF PROTEIN MATURATION%GOBP%GO:1903317	REGULATION OF PROTEIN MATURATION%GOBP%GO:1903317		39	0.6742492	1.8807473	0.0	0.029444456	0.59	1086	tags=28%, list=7%, signal=30%	
ASSEMBLY OF THE PRE-REPLICATIVE COMPLEX%REACTOME%R-HSA-68867.10	ASSEMBLY OF THE PRE-REPLICATIVE COMPLEX%REACTOME%R-HSA-68867.10		92	0.58127546	1.8798747	0.0	0.029295227	0.598	2916	tags=33%, list=19%, signal=40%	
SIGNALING BY VEGF%REACTOME%R-HSA-194138.4	SIGNALING BY VEGF%REACTOME%R-HSA-194138.4		99	0.5705247	1.877953	0.0	0.029610984	0.607	2920	tags=37%, list=19%, signal=46%	
PID_P73PATHWAY%MSIGDB_C2%PID_P73PATHWAY	PID_P73PATHWAY%MSIGDB_C2%PID_P73PATHWAY		60	0.61360425	1.8772104	0.0	0.02940023	0.613	1763	tags=32%, list=11%, signal=36%	
NERVE DEVELOPMENT%GOBP%GO:0021675	NERVE DEVELOPMENT%GOBP%GO:0021675		24	0.7362907	1.8770214	0.0	0.028846273	0.615	1765	tags=50%, list=11%, signal=56%	
MITOTIC G1 PHASE AND G1 S TRANSITION%REACTOME DATABASE ID RELEASE 81%453279	MITOTIC G1 PHASE AND G1 S TRANSITION%REACTOME DATABASE ID RELEASE 81%453279		144	0.5356336	1.8728586	0.0	0.030285163	0.636	3052	tags=34%, list=20%, signal=42%	
ELASTIC FIBRE FORMATION%REACTOME DATABASE ID RELEASE 81%1566948	ELASTIC FIBRE FORMATION%REACTOME DATABASE ID RELEASE 81%1566948		37	0.67616147	1.872365	0.0	0.030019553	0.64	720	tags=38%, list=5%, signal=40%	
PID_ATR_PATHWAY%MSIGDB_C2%PID_ATR_PATHWAY	PID_ATR_PATHWAY%MSIGDB_C2%PID_ATR_PATHWAY		33	0.6788266	1.8709741	0.0	0.03004296	0.65	3553	tags=61%, list=23%, signal=78%	
G1 S TRANSITION%REACTOME DATABASE ID RELEASE 81%69206	G1 S TRANSITION%REACTOME DATABASE ID RELEASE 81%69206		127	0.5472498	1.8693769	0.0	0.030363504	0.664	2187	tags=27%, list=14%, signal=31%	
MET ACTIVATES PTK2 SIGNALING%REACTOME%R-HSA-8874081.3	MET ACTIVATES PTK2 SIGNALING%REACTOME%R-HSA-8874081.3		18	0.7810001	1.8690037	0.0	0.030006768	0.665	1352	tags=61%, list=9%, signal=67%	
POSITIVE REGULATION OF PEPTIDYL-SERINE PHOSPHORYLATION%GOBP%GO:0033138	POSITIVE REGULATION OF PEPTIDYL-SERINE PHOSPHORYLATION%GOBP%GO:0033138		45	0.6563637	1.8665543	0.0	0.030472187	0.68	1773	tags=33%, list=11%, signal=38%	
CHONDROITIN SULFATE PROTEOGLYCAN BIOSYNTHETIC PROCESS%GOBP%GO:0050650	CHONDROITIN SULFATE PROTEOGLYCAN BIOSYNTHETIC PROCESS%GOBP%GO:0050650		18	0.78911805	1.8655915	0.0	0.030462537	0.688	2126	tags=67%, list=14%, signal=77%	
PRIMARY FOCAL SEGMENTAL GLOMERULOSCLEROSIS FSGS %WIKIPATHWAYS_20240510%WP2572%HOMO SAPIENS	PRIMARY FOCAL SEGMENTAL GLOMERULOSCLEROSIS FSGS %WIKIPATHWAYS_20240510%WP2572%HOMO SAPIENS		55	0.62708366	1.862529	0.0	0.03186688	0.709	1461	tags=36%, list=9%, signal=40%	
VALIDATED TARGETS OF C-MYC TRANSCRIPTIONAL ACTIVATION%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VALIDATED TARGETS OF C-MYC TRANSCRIPTIONAL ACTIVATION	VALIDATED TARGETS OF C-MYC TRANSCRIPTIONAL ACTIVATION%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VALIDATED TARGETS OF C-MYC TRANSCRIPTIONAL ACTIVATION		75	0.5888478	1.8613344	0.0	0.032033212	0.721	2290	tags=40%, list=15%, signal=47%	
BASIGIN INTERACTIONS%REACTOME%R-HSA-210991.3	BASIGIN INTERACTIONS%REACTOME%R-HSA-210991.3		21	0.75588006	1.8611026	0.0	0.03170331	0.723	780	tags=38%, list=5%, signal=40%	
MIRNA TARGETS IN ECM AND MEMBRANE RECEPTORS%WIKIPATHWAYS_20240510%WP2911%HOMO SAPIENS	MIRNA TARGETS IN ECM AND MEMBRANE RECEPTORS%WIKIPATHWAYS_20240510%WP2911%HOMO SAPIENS		16	0.7965508	1.8604981	0.0	0.031574834	0.728	3001	tags=88%, list=19%, signal=108%	
SYNAPSE ASSEMBLY%GOBP%GO:0007416	SYNAPSE ASSEMBLY%GOBP%GO:0007416		66	0.6056348	1.8544282	0.0	0.033698957	0.764	1141	tags=24%, list=7%, signal=26%	
EPIBOLY%GOBP%GO:0090504	EPIBOLY%GOBP%GO:0090504		28	0.7066713	1.8519028	0.0	0.034617282	0.78	1945	tags=54%, list=12%, signal=61%	
SEPARATION OF SISTER CHROMATIDS%REACTOME DATABASE ID RELEASE 81%2467813	SEPARATION OF SISTER CHROMATIDS%REACTOME DATABASE ID RELEASE 81%2467813		162	0.5275496	1.8507341	0.0	0.034886125	0.79	2896	tags=38%, list=19%, signal=46%	
POSITIVE REGULATION OF NERVOUS SYSTEM DEVELOPMENT%GOBP%GO:0051962	POSITIVE REGULATION OF NERVOUS SYSTEM DEVELOPMENT%GOBP%GO:0051962		132	0.5392866	1.8507075	0.0	0.034332376	0.79	1976	tags=30%, list=13%, signal=34%	
VEGFA-VEGFR2 PATHWAY%REACTOME DATABASE ID RELEASE 81%4420097	VEGFA-VEGFR2 PATHWAY%REACTOME DATABASE ID RELEASE 81%4420097		90	0.5655956	1.8471198	0.0	0.036142766	0.812	2920	tags=37%, list=19%, signal=45%	
MITOTIC SPINDLE CHECKPOINT%REACTOME%R-HSA-69618.4	MITOTIC SPINDLE CHECKPOINT%REACTOME%R-HSA-69618.4		105	0.5451559	1.8436897	0.0	0.037554912	0.828	2896	tags=46%, list=19%, signal=56%	
DNA GEOMETRIC CHANGE%GOBP%GO:0032392	DNA GEOMETRIC CHANGE%GOBP%GO:0032392		48	0.61691535	1.8403088	0.0023584906	0.03886137	0.84	2798	tags=42%, list=18%, signal=51%	
WNT SIGNALING PATHWAY%GOBP%GO:0016055	WNT SIGNALING PATHWAY%GOBP%GO:0016055		91	0.56688696	1.8398077	0.0	0.03847301	0.841	2799	tags=45%, list=18%, signal=55%	
PID_A6B1_A6B4_INTEGRIN_PATHWAY%MSIGDB_C2%PID_A6B1_A6B4_INTEGRIN_PATHWAY	PID_A6B1_A6B4_INTEGRIN_PATHWAY%MSIGDB_C2%PID_A6B1_A6B4_INTEGRIN_PATHWAY		34	0.6611157	1.837493	0.0	0.039079096	0.851	1352	tags=41%, list=9%, signal=45%	
GLUCOCORTICOID RECEPTOR PATHWAY%WIKIPATHWAYS_20240510%WP2880%HOMO SAPIENS	GLUCOCORTICOID RECEPTOR PATHWAY%WIKIPATHWAYS_20240510%WP2880%HOMO SAPIENS		58	0.6001134	1.834438	0.0	0.040178068	0.863	1146	tags=29%, list=7%, signal=32%	
CHONDROITIN SULFATE METABOLIC PROCESS%GOBP%GO:0030204	CHONDROITIN SULFATE METABOLIC PROCESS%GOBP%GO:0030204		16	0.7938552	1.8327594	0.0	0.040906288	0.869	2126	tags=69%, list=14%, signal=80%	
MORPHOGENESIS OF AN EPITHELIUM%GOBP%GO:0002009	MORPHOGENESIS OF AN EPITHELIUM%GOBP%GO:0002009		187	0.5109443	1.8324243	0.0	0.040468946	0.869	1773	tags=28%, list=11%, signal=31%	
REGULATION OF PROTEIN PROCESSING%GOBP%GO:0070613	REGULATION OF PROTEIN PROCESSING%GOBP%GO:0070613		37	0.662774	1.831151	0.0	0.040635053	0.873	1086	tags=27%, list=7%, signal=29%	
EPITHELIAL CELL MIGRATION%GOBP%GO:0010631	EPITHELIAL CELL MIGRATION%GOBP%GO:0010631		70	0.5747594	1.829202	0.0	0.041246895	0.878	2189	tags=31%, list=14%, signal=36%	
AMPLIFICATION OF SIGNAL FROM THE KINETOCHORES%REACTOME DATABASE ID RELEASE 81%141424	AMPLIFICATION OF SIGNAL FROM THE KINETOCHORES%REACTOME DATABASE ID RELEASE 81%141424		88	0.55515844	1.8288916	0.0	0.04091917	0.878	3231	tags=52%, list=21%, signal=66%	
DNA REPLICATION INITIATION%GOBP%GO:0006270	DNA REPLICATION INITIATION%GOBP%GO:0006270		23	0.7299159	1.8263435	0.0	0.042238183	0.886	2187	tags=52%, list=14%, signal=61%	
MORPHOGENESIS OF AN EPITHELIAL SHEET%GOBP%GO:0002011	MORPHOGENESIS OF AN EPITHELIAL SHEET%GOBP%GO:0002011		37	0.65810835	1.8245234	0.0022935779	0.042655606	0.891	2502	tags=51%, list=16%, signal=61%	
POSITIVE REGULATION OF ENDOTHELIAL CELL MIGRATION%GOBP%GO:0010595	POSITIVE REGULATION OF ENDOTHELIAL CELL MIGRATION%GOBP%GO:0010595		95	0.55908155	1.8235712	0.0	0.04263773	0.894	1765	tags=24%, list=11%, signal=27%	
ATR SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ATR SIGNALING PATHWAY	ATR SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ATR SIGNALING PATHWAY		39	0.6547458	1.8227239	0.0	0.042509224	0.895	3553	tags=59%, list=23%, signal=76%	
POSITIVE REGULATION OF CELL MIGRATION INVOLVED IN SPROUTING ANGIOGENESIS%GOBP%GO:0090050	POSITIVE REGULATION OF CELL MIGRATION INVOLVED IN SPROUTING ANGIOGENESIS%GOBP%GO:0090050		19	0.75039995	1.821747	0.002232143	0.0426916	0.899	612	tags=26%, list=4%, signal=27%	
NON-CANONICAL WNT SIGNALING PATHWAY%GOBP%GO:0035567	NON-CANONICAL WNT SIGNALING PATHWAY%GOBP%GO:0035567		42	0.6415631	1.8185265	0.0	0.044181895	0.911	1945	tags=38%, list=12%, signal=43%	
SIGNALING BY TGF-BETA RECEPTOR COMPLEX%REACTOME%R-HSA-170834.4	SIGNALING BY TGF-BETA RECEPTOR COMPLEX%REACTOME%R-HSA-170834.4		90	0.5606383	1.8170025	0.0	0.04460191	0.915	3060	tags=40%, list=20%, signal=49%	
POSITIVE REGULATION OF NOTCH SIGNALING PATHWAY%GOBP%GO:0045747	POSITIVE REGULATION OF NOTCH SIGNALING PATHWAY%GOBP%GO:0045747		27	0.6917824	1.8164326	0.0	0.044282563	0.917	1523	tags=33%, list=10%, signal=37%	
REGULATION OF BLOOD VESSEL ENDOTHELIAL CELL MIGRATION%GOBP%GO:0043535	REGULATION OF BLOOD VESSEL ENDOTHELIAL CELL MIGRATION%GOBP%GO:0043535		79	0.56817025	1.8160291	0.0024213076	0.043971192	0.918	2733	tags=35%, list=18%, signal=43%	
EPIBOLY INVOLVED IN WOUND HEALING%GOBP%GO:0090505	EPIBOLY INVOLVED IN WOUND HEALING%GOBP%GO:0090505		27	0.6961804	1.8155931	0.0	0.04392017	0.922	1945	tags=52%, list=12%, signal=59%	
FOCAL ADHESION%WIKIPATHWAYS_20240510%WP306%HOMO SAPIENS	FOCAL ADHESION%WIKIPATHWAYS_20240510%WP306%HOMO SAPIENS		138	0.54063845	1.8147548	0.0	0.043955028	0.927	1890	tags=32%, list=12%, signal=36%	
FORMATION OF THE CORNIFIED ENVELOPE%REACTOME DATABASE ID RELEASE 81%6809371	FORMATION OF THE CORNIFIED ENVELOPE%REACTOME DATABASE ID RELEASE 81%6809371		29	0.6893591	1.8122603	0.0	0.04519321	0.936	2008	tags=34%, list=13%, signal=40%	
INTEGRIN-LINKED KINASE SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%INTEGRIN-LINKED KINASE SIGNALING	INTEGRIN-LINKED KINASE SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%INTEGRIN-LINKED KINASE SIGNALING		44	0.6275519	1.8117486	0.0	0.045015007	0.936	2392	tags=36%, list=15%, signal=43%	
INTEGRIN SIGNALLING PATHWAY%PANTHER PATHWAY%P00034	INTEGRIN SIGNALLING PATHWAY%PANTHER PATHWAY%P00034		154	0.51518285	1.8114922	0.0	0.044680446	0.938	2243	tags=34%, list=14%, signal=39%	
NEGATIVE REGULATION OF PROTEIN PROCESSING%GOBP%GO:0010955	NEGATIVE REGULATION OF PROTEIN PROCESSING%GOBP%GO:0010955		18	0.74935925	1.810271	0.0	0.044895526	0.939	1086	tags=33%, list=7%, signal=36%	
DNA STRAND ELONGATION%REACTOME%R-HSA-69190.4	DNA STRAND ELONGATION%REACTOME%R-HSA-69190.4		32	0.6641309	1.8100638	0.0	0.04453988	0.939	2168	tags=50%, list=14%, signal=58%	
AMPLIFICATION OF SIGNAL FROM UNATTACHED KINETOCHORES VIA A MAD2 INHIBITORY SIGNAL%REACTOME DATABASE ID RELEASE 81%141444	AMPLIFICATION OF SIGNAL FROM UNATTACHED KINETOCHORES VIA A MAD2 INHIBITORY SIGNAL%REACTOME DATABASE ID RELEASE 81%141444		88	0.55515844	1.809895	0.0	0.044190317	0.939	3231	tags=52%, list=21%, signal=66%	
DNA UNWINDING INVOLVED IN DNA REPLICATION%GOBP%GO:0006268	DNA UNWINDING INVOLVED IN DNA REPLICATION%GOBP%GO:0006268		21	0.7421991	1.8093845	0.0	0.043971963	0.94	2798	tags=67%, list=18%, signal=81%	
NON-INTEGRIN MEMBRANE-ECM INTERACTIONS%REACTOME DATABASE ID RELEASE 81%3000171	NON-INTEGRIN MEMBRANE-ECM INTERACTIONS%REACTOME DATABASE ID RELEASE 81%3000171		42	0.63831365	1.8069786	0.0	0.044830587	0.945	1352	tags=48%, list=9%, signal=52%	
RESOLUTION OF SISTER CHROMATID COHESION%REACTOME%R-HSA-2500257.5	RESOLUTION OF SISTER CHROMATID COHESION%REACTOME%R-HSA-2500257.5		100	0.5475163	1.8057731	0.0	0.04504809	0.948	3260	tags=51%, list=21%, signal=64%	
DEVELOPMENTAL GROWTH INVOLVED IN MORPHOGENESIS%GOBP%GO:0060560	DEVELOPMENTAL GROWTH INVOLVED IN MORPHOGENESIS%GOBP%GO:0060560		51	0.6087644	1.8014522	0.0	0.047205083	0.953	1398	tags=22%, list=9%, signal=24%	
RETINOBLASTOMA GENE IN CANCER%WIKIPATHWAYS_20240510%WP2446%HOMO SAPIENS	RETINOBLASTOMA GENE IN CANCER%WIKIPATHWAYS_20240510%WP2446%HOMO SAPIENS		66	0.58450013	1.8008388	0.0	0.04715558	0.954	3370	tags=48%, list=22%, signal=62%	
DNA REPLICATION%GOBP%GO:0006260	DNA REPLICATION%GOBP%GO:0006260		144	0.5173063	1.7985029	0.0	0.04819417	0.956	3530	tags=41%, list=23%, signal=52%	
NEURON PROJECTION EXTENSION%GOBP%GO:1990138	NEURON PROJECTION EXTENSION%GOBP%GO:1990138		35	0.65976876	1.7983106	0.0	0.047803454	0.956	1067	tags=20%, list=7%, signal=21%	
