NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
AEROBIC RESPIRATION I (CYTOCHROME C)%BIOCYC%PWY-3781	AEROBIC RESPIRATION I (CYTOCHROME C)%BIOCYC%PWY-3781	Details ...	71	-0.65773946	-1.9475087	0.0	0.0054694116	0.086	4312	tags=72%, list=28%, signal=99%	
ELECTRON TRANSPORT CHAIN%GOBP%GO:0022900	ELECTRON TRANSPORT CHAIN%GOBP%GO:0022900	Details ...	92	-0.63100135	-1.9459631	0.0	0.0050136275	0.086	4312	tags=67%, list=28%, signal=93%	
RESPIRATORY ELECTRON TRANSPORT CHAIN%GOBP%GO:0022904	RESPIRATORY ELECTRON TRANSPORT CHAIN%GOBP%GO:0022904	Details ...	85	-0.63495255	-1.9421283	0.0	0.005304274	0.098	4312	tags=71%, list=28%, signal=97%	
DISULFIRAM ACTION PATHWAY%PATHWHIZ%PW000431	DISULFIRAM ACTION PATHWAY%PATHWHIZ%PW000431	Details ...	17	-0.8520646	-1.9308771	0.0	0.0072014728	0.14	993	tags=53%, list=6%, signal=56%	
MONOCARBOXYLIC ACID CATABOLIC PROCESS%GOBP%GO:0072329	MONOCARBOXYLIC ACID CATABOLIC PROCESS%GOBP%GO:0072329	Details ...	79	-0.62485534	-1.9260075	0.0	0.0073091066	0.149	2909	tags=57%, list=19%, signal=70%	
PROXIMAL TUBULE TRANSPORT%WIKIPATHWAYS_20240510%WP4917%HOMO SAPIENS	PROXIMAL TUBULE TRANSPORT%WIKIPATHWAYS_20240510%WP4917%HOMO SAPIENS	Details ...	27	-0.7416214	-1.9199957	0.0	0.0075734234	0.161	408	tags=22%, list=3%, signal=23%	
MITOCHONDRIAL PROTEIN DEGRADATION%REACTOME%R-HSA-9837999.2	MITOCHONDRIAL PROTEIN DEGRADATION%REACTOME%R-HSA-9837999.2	Details ...	96	-0.6098852	-1.9091533	0.0	0.009278431	0.203	2438	tags=36%, list=16%, signal=43%	
LIPID OXIDATION%GOBP%GO:0034440	LIPID OXIDATION%GOBP%GO:0034440	Details ...	61	-0.6486119	-1.908847	0.0	0.008876106	0.206	2813	tags=49%, list=18%, signal=60%	
ELECTRON TRANSPORT CHAIN OXPHOS SYSTEM IN MITOCHONDRIA%WIKIPATHWAYS_20240510%WP111%HOMO SAPIENS	ELECTRON TRANSPORT CHAIN OXPHOS SYSTEM IN MITOCHONDRIA%WIKIPATHWAYS_20240510%WP111%HOMO SAPIENS	Details ...	72	-0.63527095	-1.895094	0.0	0.012082419	0.284	4535	tags=67%, list=29%, signal=94%	
FOXA2 AND FOXA3 TRANSCRIPTION FACTOR NETWORKS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FOXA2 AND FOXA3 TRANSCRIPTION FACTOR NETWORKS	FOXA2 AND FOXA3 TRANSCRIPTION FACTOR NETWORKS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FOXA2 AND FOXA3 TRANSCRIPTION FACTOR NETWORKS	Details ...	36	-0.7305404	-1.8876393	0.0	0.01350892	0.324	1852	tags=42%, list=12%, signal=47%	
FATTY ACID BETA-OXIDATION%GOBP%GO:0006635	FATTY ACID BETA-OXIDATION%GOBP%GO:0006635		47	-0.67359537	-1.8835504	0.0	0.014121516	0.353	2813	tags=55%, list=18%, signal=67%	
DIGESTION%GOBP%GO:0007586	DIGESTION%GOBP%GO:0007586		50	-0.6662105	-1.879603	0.0	0.014990459	0.382	1975	tags=46%, list=13%, signal=53%	
FATTY ACID OXIDATION%GOBP%GO:0019395	FATTY ACID OXIDATION%GOBP%GO:0019395		57	-0.66098994	-1.8767655	0.0	0.014928463	0.391	2813	tags=53%, list=18%, signal=64%	
HALLMARK_OXIDATIVE_PHOSPHORYLATION%MSIGDBHALLMARK%HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION%MSIGDBHALLMARK%HALLMARK_OXIDATIVE_PHOSPHORYLATION		151	-0.57191026	-1.8763783	0.0	0.014419122	0.393	2807	tags=40%, list=18%, signal=49%	
PROTON MOTIVE FORCE-DRIVEN MITOCHONDRIAL ATP SYNTHESIS%GOBP%GO:0042776	PROTON MOTIVE FORCE-DRIVEN MITOCHONDRIAL ATP SYNTHESIS%GOBP%GO:0042776		60	-0.63502556	-1.8746498	0.0	0.014356605	0.405	4601	tags=68%, list=30%, signal=97%	
RESPIRATORY ELECTRON TRANSPORT, ATP SYNTHESIS BY CHEMIOSMOTIC COUPLING, AND HEAT PRODUCTION BY UNCOUPLING PROTEINS.%REACTOME DATABASE ID RELEASE 81%163200	RESPIRATORY ELECTRON TRANSPORT, ATP SYNTHESIS BY CHEMIOSMOTIC COUPLING, AND HEAT PRODUCTION BY UNCOUPLING PROTEINS.%REACTOME DATABASE ID RELEASE 81%163200		128	-0.5729615	-1.865817	0.0	0.016204631	0.452	2692	tags=43%, list=17%, signal=52%	
CARBOXYLIC ACID CATABOLIC PROCESS%GOBP%GO:0046395	CARBOXYLIC ACID CATABOLIC PROCESS%GOBP%GO:0046395		159	-0.5556209	-1.8623438	0.0	0.01650837	0.47	3033	tags=46%, list=19%, signal=56%	
RESPONSE TO XENOBIOTIC STIMULUS%GOBP%GO:0009410	RESPONSE TO XENOBIOTIC STIMULUS%GOBP%GO:0009410		131	-0.5691744	-1.8599693	0.0	0.016475165	0.482	1585	tags=30%, list=10%, signal=33%	
CELLULAR LIPID CATABOLIC PROCESS%GOBP%GO:0044242	CELLULAR LIPID CATABOLIC PROCESS%GOBP%GO:0044242		149	-0.56230676	-1.8581202	0.0	0.016444728	0.49	2940	tags=43%, list=19%, signal=52%	
AEROBIC RESPIRATION AND RESPIRATORY ELECTRON TRANSPORT%REACTOME%R-HSA-1428517.4	AEROBIC RESPIRATION AND RESPIRATORY ELECTRON TRANSPORT%REACTOME%R-HSA-1428517.4		194	-0.54485726	-1.8576152	0.0	0.016009115	0.494	3092	tags=42%, list=20%, signal=52%	
PROTON MOTIVE FORCE-DRIVEN ATP SYNTHESIS%GOBP%GO:0015986	PROTON MOTIVE FORCE-DRIVEN ATP SYNTHESIS%GOBP%GO:0015986		64	-0.63325477	-1.8576152	0.0	0.015492692	0.494	4601	tags=69%, list=30%, signal=97%	
STEROID METABOLIC PROCESS%GOBP%GO:0008202	STEROID METABOLIC PROCESS%GOBP%GO:0008202		126	-0.5722906	-1.8547196	0.0	0.016110528	0.518	2842	tags=40%, list=18%, signal=48%	
FATTY ACID CATABOLIC PROCESS%GOBP%GO:0009062	FATTY ACID CATABOLIC PROCESS%GOBP%GO:0009062		69	-0.62219715	-1.8484905	0.0	0.017817628	0.566	2909	tags=57%, list=19%, signal=69%	
ORGANIC ACID CATABOLIC PROCESS%GOBP%GO:0016054	ORGANIC ACID CATABOLIC PROCESS%GOBP%GO:0016054		159	-0.5556209	-1.845726	0.0	0.018331014	0.582	3033	tags=46%, list=19%, signal=56%	
ISOPRENOID METABOLIC PROCESS%GOBP%GO:0006720	ISOPRENOID METABOLIC PROCESS%GOBP%GO:0006720		82	-0.5983056	-1.8252968	0.0	0.025705634	0.725	2336	tags=39%, list=15%, signal=46%	
DIGESTIVE SYSTEM PROCESS%GOBP%GO:0022600	DIGESTIVE SYSTEM PROCESS%GOBP%GO:0022600		39	-0.6680414	-1.8228377	0.0	0.026027285	0.74	1975	tags=44%, list=13%, signal=50%	
LIPID CATABOLIC PROCESS%GOBP%GO:0016042	LIPID CATABOLIC PROCESS%GOBP%GO:0016042		173	-0.5339582	-1.810573	0.0	0.031318244	0.818	2940	tags=42%, list=19%, signal=51%	
PID_HNF3B_PATHWAY%MSIGDB_C2%PID_HNF3B_PATHWAY	PID_HNF3B_PATHWAY%MSIGDB_C2%PID_HNF3B_PATHWAY		28	-0.7146121	-1.809523	0.0	0.031066434	0.821	1852	tags=43%, list=12%, signal=49%	
XENOBIOTIC CATABOLIC PROCESS%GOBP%GO:0042178	XENOBIOTIC CATABOLIC PROCESS%GOBP%GO:0042178		15	-0.812989	-1.8021226	0.0018832391	0.03428782	0.853	313	tags=33%, list=2%, signal=34%	
MITOCHONDRIAL COMPLEX IV ASSEMBLY%WIKIPATHWAYS_20240510%WP4922%HOMO SAPIENS	MITOCHONDRIAL COMPLEX IV ASSEMBLY%WIKIPATHWAYS_20240510%WP4922%HOMO SAPIENS		26	-0.72920907	-1.8004566	0.0	0.034347337	0.866	2684	tags=69%, list=17%, signal=84%	
HALLMARK_FATTY_ACID_METABOLISM%MSIGDBHALLMARK%HALLMARK_FATTY_ACID_METABOLISM	HALLMARK_FATTY_ACID_METABOLISM%MSIGDBHALLMARK%HALLMARK_FATTY_ACID_METABOLISM		100	-0.5732766	-1.7992797	0.0	0.03425337	0.872	2806	tags=41%, list=18%, signal=50%	
NICOTINIC ACETYLCHOLINE RECEPTOR SIGNALING PATHWAY%PANTHER PATHWAY%P00044	NICOTINIC ACETYLCHOLINE RECEPTOR SIGNALING PATHWAY%PANTHER PATHWAY%P00044		37	-0.6742691	-1.7988529	0.0	0.033728972	0.873	1677	tags=27%, list=11%, signal=30%	
SULFUR AMINO ACID METABOLISM%REACTOME DATABASE ID RELEASE 81%1614635	SULFUR AMINO ACID METABOLISM%REACTOME DATABASE ID RELEASE 81%1614635		25	-0.7152973	-1.7924662	0.0	0.037073743	0.903	2307	tags=48%, list=15%, signal=56%	
FRUCTOSURIA%SMPDB%SMP0000561	FRUCTOSURIA%SMPDB%SMP0000561		17	-0.77835625	-1.7886503	0.0018518518	0.038612623	0.919	1099	tags=35%, list=7%, signal=38%	
MITOCHONDRIAL ELECTRON TRANSPORT, CYTOCHROME C TO OXYGEN%GOBP%GO:0006123	MITOCHONDRIAL ELECTRON TRANSPORT, CYTOCHROME C TO OXYGEN%GOBP%GO:0006123		17	-0.7840392	-1.7867053	0.0	0.03913745	0.924	2466	tags=82%, list=16%, signal=98%	
FRUCTOSE AND MANNOSE DEGRADATION%SMPDB%SMP0000064	FRUCTOSE AND MANNOSE DEGRADATION%SMPDB%SMP0000064		17	-0.77835625	-1.7838703	0.0	0.040101122	0.926	1099	tags=35%, list=7%, signal=38%	
TRANSEPITHELIAL TRANSPORT%GOBP%GO:0070633	TRANSEPITHELIAL TRANSPORT%GOBP%GO:0070633		18	-0.7473004	-1.7750881	0.0018348624	0.045145866	0.953	283	tags=28%, list=2%, signal=28%	
RESPIRATORY ELECTRON TRANSPORT%REACTOME%R-HSA-611105.6	RESPIRATORY ELECTRON TRANSPORT%REACTOME%R-HSA-611105.6		107	-0.55569315	-1.7726895	0.0	0.045802485	0.957	2692	tags=43%, list=17%, signal=52%	
FRUCTOSE INTOLERANCE, HEREDITARY%PATHWHIZ%PW000702	FRUCTOSE INTOLERANCE, HEREDITARY%PATHWHIZ%PW000702		17	-0.77835625	-1.7655809	0.0017889087	0.050691362	0.972	1099	tags=35%, list=7%, signal=38%	
STEROID BIOSYNTHETIC PROCESS%GOBP%GO:0006694	STEROID BIOSYNTHETIC PROCESS%GOBP%GO:0006694		65	-0.60320926	-1.7597854	0.0	0.05481306	0.982	2842	tags=45%, list=18%, signal=54%	
EXPORT ACROSS PLASMA MEMBRANE%GOBP%GO:0140115	EXPORT ACROSS PLASMA MEMBRANE%GOBP%GO:0140115		41	-0.63886917	-1.7595633	0.0	0.05388357	0.982	2160	tags=34%, list=14%, signal=40%	
REGULATION OF SODIUM ION TRANSMEMBRANE TRANSPORTER ACTIVITY%GOBP%GO:2000649	REGULATION OF SODIUM ION TRANSMEMBRANE TRANSPORTER ACTIVITY%GOBP%GO:2000649		31	-0.6606781	-1.7520972	0.0018050541	0.058813225	0.986	3486	tags=55%, list=22%, signal=71%	
ESTROGEN METABOLIC PROCESS%GOBP%GO:0008210	ESTROGEN METABOLIC PROCESS%GOBP%GO:0008210		17	-0.77986807	-1.7424954	0.0	0.067114145	0.992	2260	tags=59%, list=15%, signal=69%	
PROTEIN-LIPID COMPLEX REMODELING%GOBP%GO:0034368	PROTEIN-LIPID COMPLEX REMODELING%GOBP%GO:0034368		22	-0.71228826	-1.7404643	0.0036101083	0.06853076	0.994	1818	tags=23%, list=12%, signal=26%	
ALCOHOL METABOLIC PROCESS%GOBP%GO:0006066	ALCOHOL METABOLIC PROCESS%GOBP%GO:0006066		185	-0.5149146	-1.7273973	0.0	0.08169939	0.998	2164	tags=29%, list=14%, signal=33%	
ENTEROCYTE CHOLESTEROL METABOLISM%WIKIPATHWAYS_20240510%WP5333%HOMO SAPIENS	ENTEROCYTE CHOLESTEROL METABOLISM%WIKIPATHWAYS_20240510%WP5333%HOMO SAPIENS		26	-0.6997767	-1.7215863	0.0035971224	0.08736976	1.0	3140	tags=62%, list=20%, signal=77%	
NRF2 PATHWAY%WIKIPATHWAYS_20240510%WP2884%HOMO SAPIENS	NRF2 PATHWAY%WIKIPATHWAYS_20240510%WP2884%HOMO SAPIENS		75	-0.56197274	-1.7180096	0.0	0.09037848	1.0	1313	tags=24%, list=8%, signal=26%	
SODIUM ION IMPORT ACROSS PLASMA MEMBRANE%GOBP%GO:0098719	SODIUM ION IMPORT ACROSS PLASMA MEMBRANE%GOBP%GO:0098719		18	-0.73288476	-1.7142771	0.003649635	0.094074816	1.0	497	tags=33%, list=3%, signal=34%	
MITOCHONDRIAL TRANSMEMBRANE TRANSPORT%GOBP%GO:1990542	MITOCHONDRIAL TRANSMEMBRANE TRANSPORT%GOBP%GO:1990542		76	-0.57513714	-1.7118456	0.0	0.096016146	1.0	2228	tags=28%, list=14%, signal=32%	
MITOCHONDRIAL ELECTRON TRANSPORT, NADH TO UBIQUINONE%GOBP%GO:0006120	MITOCHONDRIAL ELECTRON TRANSPORT, NADH TO UBIQUINONE%GOBP%GO:0006120		40	-0.6307363	-1.7085072	0.0017123288	0.098956876	1.0	4312	tags=68%, list=28%, signal=93%	
SODIUM ION TRANSMEMBRANE TRANSPORT%GOBP%GO:0035725	SODIUM ION TRANSMEMBRANE TRANSPORT%GOBP%GO:0035725		58	-0.5873248	-1.7076732	0.0034843206	0.098567896	1.0	1195	tags=22%, list=8%, signal=24%	
PHASE II - CONJUGATION OF COMPOUNDS%REACTOME DATABASE ID RELEASE 81%156580	PHASE II - CONJUGATION OF COMPOUNDS%REACTOME DATABASE ID RELEASE 81%156580		71	-0.5741531	-1.7004024	0.0017211704	0.10689824	1.0	1739	tags=31%, list=11%, signal=35%	
ATP BIOSYNTHETIC PROCESS%GOBP%GO:0006754	ATP BIOSYNTHETIC PROCESS%GOBP%GO:0006754		70	-0.5730948	-1.6978388	0.0	0.10882756	1.0	4601	tags=66%, list=30%, signal=93%	
HORMONE METABOLIC PROCESS%GOBP%GO:0042445	HORMONE METABOLIC PROCESS%GOBP%GO:0042445		95	-0.5518329	-1.6941519	0.0	0.11290966	1.0	2352	tags=33%, list=15%, signal=38%	
FOXA1 TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FOXA1 TRANSCRIPTION FACTOR NETWORK	FOXA1 TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FOXA1 TRANSCRIPTION FACTOR NETWORK		40	-0.63182884	-1.6924931	0.0	0.11397716	1.0	1565	tags=28%, list=10%, signal=30%	
TERPENOID METABOLIC PROCESS%GOBP%GO:0006721	TERPENOID METABOLIC PROCESS%GOBP%GO:0006721		50	-0.5997052	-1.6896508	0.0018552876	0.11646688	1.0	2335	tags=38%, list=15%, signal=45%	
SUPERPATHWAY OF CHOLESTEROL BIOSYNTHESIS%BIOCYC%PWY66-5	SUPERPATHWAY OF CHOLESTEROL BIOSYNTHESIS%BIOCYC%PWY66-5		22	-0.6978824	-1.6851029	0.0054744524	0.12198285	1.0	3140	tags=64%, list=20%, signal=80%	
PLASMA LIPOPROTEIN PARTICLE REMODELING%GOBP%GO:0034369	PLASMA LIPOPROTEIN PARTICLE REMODELING%GOBP%GO:0034369		22	-0.71228826	-1.6831529	0.0056074765	0.123346545	1.0	1818	tags=23%, list=12%, signal=26%	
METHYLMALONIC ACIDURIA DUE TO COBALAMIN-RELATED DISORDERS%PATHWHIZ%PW000208	METHYLMALONIC ACIDURIA DUE TO COBALAMIN-RELATED DISORDERS%PATHWHIZ%PW000208		16	-0.7516241	-1.6789635	0.011029412	0.12864965	1.0	3033	tags=69%, list=19%, signal=85%	
REGULATION OF GENE EXPRESSION IN BETA CELLS%REACTOME DATABASE ID RELEASE 81%210745	REGULATION OF GENE EXPRESSION IN BETA CELLS%REACTOME DATABASE ID RELEASE 81%210745		19	-0.7092693	-1.6715475	0.009505703	0.14022163	1.0	508	tags=26%, list=3%, signal=27%	
MALONIC ACIDURIA%SMPDB%SMP0000198	MALONIC ACIDURIA%SMPDB%SMP0000198		16	-0.7516241	-1.6698052	0.001858736	0.14133838	1.0	3033	tags=69%, list=19%, signal=85%	
PID_HNF3A_PATHWAY%MSIGDB_C2%PID_HNF3A_PATHWAY	PID_HNF3A_PATHWAY%MSIGDB_C2%PID_HNF3A_PATHWAY		32	-0.63920194	-1.6692177	0.0035714286	0.14053199	1.0	1565	tags=28%, list=10%, signal=31%	
ARACHIDONIC ACID METABOLIC PROCESS%GOBP%GO:0019369	ARACHIDONIC ACID METABOLIC PROCESS%GOBP%GO:0019369		37	-0.6232903	-1.6675316	0.003533569	0.14158505	1.0	2026	tags=32%, list=13%, signal=37%	
GLUTATHIONE METABOLIC PROCESS%GOBP%GO:0006749	GLUTATHIONE METABOLIC PROCESS%GOBP%GO:0006749		33	-0.64898515	-1.6664404	0.010714286	0.14157456	1.0	2971	tags=42%, list=19%, signal=52%	
HYPERCHOLESTEROLEMIA%PATHWHIZ%PW000221	HYPERCHOLESTEROLEMIA%PATHWHIZ%PW000221		21	-0.681544	-1.6659509	0.010869565	0.14068039	1.0	3585	tags=71%, list=23%, signal=93%	
MITOCHONDRIAL RESPIRATORY CHAIN COMPLEX ASSEMBLY%GOBP%GO:0033108	MITOCHONDRIAL RESPIRATORY CHAIN COMPLEX ASSEMBLY%GOBP%GO:0033108		89	-0.53667426	-1.6656401	0.0	0.139419	1.0	4341	tags=54%, list=28%, signal=74%	
POSITIVE REGULATION OF ORGANIC ACID TRANSPORT%GOBP%GO:0032892	POSITIVE REGULATION OF ORGANIC ACID TRANSPORT%GOBP%GO:0032892		16	-0.75555885	-1.6654546	0.009328358	0.13788052	1.0	505	tags=31%, list=3%, signal=32%	
MEVALONIC ACIDURIA%SMPDB%SMP0000510	MEVALONIC ACIDURIA%SMPDB%SMP0000510		21	-0.681544	-1.6645075	0.0018348624	0.1380117	1.0	3585	tags=71%, list=23%, signal=93%	
PROPANOATE METABOLISM%SMPDB%SMP0000016	PROPANOATE METABOLISM%SMPDB%SMP0000016		16	-0.7516241	-1.6638029	0.0037453184	0.13736303	1.0	3033	tags=69%, list=19%, signal=85%	
MALONYL-COA DECARBOXYLASE DEFICIENCY%PATHWHIZ%PW000478	MALONYL-COA DECARBOXYLASE DEFICIENCY%PATHWHIZ%PW000478		16	-0.7516241	-1.6627439	0.0054545454	0.13772133	1.0	3033	tags=69%, list=19%, signal=85%	
ACETYL-COA METABOLIC PROCESS%GOBP%GO:0006084	ACETYL-COA METABOLIC PROCESS%GOBP%GO:0006084		22	-0.6763152	-1.6621065	0.009259259	0.13715124	1.0	3140	tags=55%, list=20%, signal=68%	
WOLMAN DISEASE%PATHWHIZ%PW000487	WOLMAN DISEASE%PATHWHIZ%PW000487		21	-0.681544	-1.6600108	0.009140768	0.13908038	1.0	3585	tags=71%, list=23%, signal=93%	
SYNTHESIS OF PC%REACTOME%R-HSA-1483191.6	SYNTHESIS OF PC%REACTOME%R-HSA-1483191.6		25	-0.6686026	-1.6588873	0.007067138	0.13942242	1.0	828	tags=20%, list=5%, signal=21%	
LONG-CHAIN FATTY ACID METABOLIC PROCESS%GOBP%GO:0001676	LONG-CHAIN FATTY ACID METABOLIC PROCESS%GOBP%GO:0001676		76	-0.55066824	-1.6507456	0.0017241379	0.15146656	1.0	2026	tags=30%, list=13%, signal=35%	
OLEFINIC COMPOUND METABOLIC PROCESS%GOBP%GO:0120254	OLEFINIC COMPOUND METABOLIC PROCESS%GOBP%GO:0120254		73	-0.5461012	-1.6442308	0.0035149385	0.16199942	1.0	2026	tags=30%, list=13%, signal=34%	
PURINE RIBONUCLEOSIDE TRIPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0009206	PURINE RIBONUCLEOSIDE TRIPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0009206		72	-0.5453294	-1.642958	0.0	0.16258223	1.0	4601	tags=64%, list=30%, signal=90%	
PAMIDRONATE ACTION PATHWAY%PATHWHIZ%PW000273	PAMIDRONATE ACTION PATHWAY%PATHWHIZ%PW000273		21	-0.681544	-1.640836	0.014652015	0.16454457	1.0	3585	tags=71%, list=23%, signal=93%	
FORMATION OF ATP BY CHEMIOSMOTIC COUPLING%REACTOME%R-HSA-163210.4	FORMATION OF ATP BY CHEMIOSMOTIC COUPLING%REACTOME%R-HSA-163210.4		18	-0.70273584	-1.6408018	0.007936508	0.16277446	1.0	2365	tags=50%, list=15%, signal=59%	
SUPERPATHWAY OF L-TRYPTOPHAN UTILIZATION%BIOCYC%PWY66-401	SUPERPATHWAY OF L-TRYPTOPHAN UTILIZATION%BIOCYC%PWY66-401		30	-0.6487977	-1.6403782	0.005376344	0.16175325	1.0	1958	tags=37%, list=13%, signal=42%	
ERYTHROCYTE HOMEOSTASIS%GOBP%GO:0034101	ERYTHROCYTE HOMEOSTASIS%GOBP%GO:0034101		50	-0.5844638	-1.6391759	0.0	0.16212308	1.0	2567	tags=40%, list=16%, signal=48%	
LYSOSOMAL ACID LIPASE DEFICIENCY (WOLMAN DISEASE)%PATHWHIZ%PW000099	LYSOSOMAL ACID LIPASE DEFICIENCY (WOLMAN DISEASE)%PATHWHIZ%PW000099		21	-0.681544	-1.63791	0.009310987	0.16276337	1.0	3585	tags=71%, list=23%, signal=93%	
ACTIN FILAMENT POLYMERIZATION%GOBP%GO:0030041	ACTIN FILAMENT POLYMERIZATION%GOBP%GO:0030041		31	-0.6367649	-1.6371186	0.01084991	0.16238761	1.0	1855	tags=29%, list=12%, signal=33%	
HALLMARK_BILE_ACID_METABOLISM%MSIGDBHALLMARK%HALLMARK_BILE_ACID_METABOLISM	HALLMARK_BILE_ACID_METABOLISM%MSIGDBHALLMARK%HALLMARK_BILE_ACID_METABOLISM		68	-0.5446742	-1.6366911	0.0034482758	0.16153142	1.0	2707	tags=35%, list=17%, signal=43%	
CHOLESTEROL BIOSYNTHESIS%REACTOME DATABASE ID RELEASE 81%191273	CHOLESTEROL BIOSYNTHESIS%REACTOME DATABASE ID RELEASE 81%191273		25	-0.65855324	-1.6364187	0.017331023	0.16036089	1.0	4352	tags=72%, list=28%, signal=100%	
MEMBRANE REPOLARIZATION DURING ACTION POTENTIAL%GOBP%GO:0086011	MEMBRANE REPOLARIZATION DURING ACTION POTENTIAL%GOBP%GO:0086011		15	-0.73422754	-1.6358867	0.012345679	0.15958014	1.0	1295	tags=27%, list=8%, signal=29%	
NUCLEOSIDE BISPHOSPHATE METABOLIC PROCESS%GOBP%GO:0033865	NUCLEOSIDE BISPHOSPHATE METABOLIC PROCESS%GOBP%GO:0033865		88	-0.5295573	-1.635829	0.0034965035	0.15800941	1.0	2414	tags=35%, list=15%, signal=41%	
CERIVASTATIN ACTION PATHWAY%PATHWHIZ%PW000271	CERIVASTATIN ACTION PATHWAY%PATHWHIZ%PW000271		21	-0.681544	-1.6342893	0.01459854	0.15914369	1.0	3585	tags=71%, list=23%, signal=93%	
SMITH-LEMLI-OPITZ SYNDROME (SLOS)%PATHWHIZ%PW000095	SMITH-LEMLI-OPITZ SYNDROME (SLOS)%PATHWHIZ%PW000095		21	-0.681544	-1.6342312	0.013961606	0.15761642	1.0	3585	tags=71%, list=23%, signal=93%	
IBANDRONATE ACTION PATHWAY%SMPDB%SMP0000079	IBANDRONATE ACTION PATHWAY%SMPDB%SMP0000079		21	-0.681544	-1.6332601	0.01607143	0.15796925	1.0	3585	tags=71%, list=23%, signal=93%	
TRANSPORT OF INORGANIC CATIONS ANIONS AND AMINO ACIDS OLIGOPEPTIDES%REACTOME%R-HSA-425393.4	TRANSPORT OF INORGANIC CATIONS ANIONS AND AMINO ACIDS OLIGOPEPTIDES%REACTOME%R-HSA-425393.4		77	-0.54429483	-1.6320496	0.004983389	0.15847589	1.0	714	tags=18%, list=5%, signal=19%	
FATTY ACID BETA OXIDATION%WIKIPATHWAYS_20240510%WP143%HOMO SAPIENS	FATTY ACID BETA OXIDATION%WIKIPATHWAYS_20240510%WP143%HOMO SAPIENS		21	-0.68539596	-1.6294094	0.020484172	0.16189845	1.0	3033	tags=57%, list=19%, signal=71%	
