"genesets_old.geneset.ID"	"genesets_old.geneset.NAMEonly"	"genesets_old.geneset.size"	"genesets_old.geneset.SOURCE"	"genesets_new.geneset.NAMEonly"	"genesets_new.geneset.size"	"genesets_new.geneset.SOURCE"
"9696270"	NA	0	NA	"RND2 GTPASE CYCLE"	44	"REACTOME"
"9696273"	NA	0	NA	"RND1 GTPASE CYCLE"	43	"REACTOME"
"9697154"	NA	0	NA	"DISORDERS OF NERVOUS SYSTEM DEVELOPMENT"	12	"REACTOME DATABASE ID RELEASE 83"
"9699150"	NA	0	NA	"DEFECTIVE DNA DOUBLE STRAND BREAK RESPONSE DUE TO BARD1 LOSS OF FUNCTION"	3	"REACTOME"
"9700206"	NA	0	NA	"SIGNALING BY ALK IN CANCER"	54	"REACTOME"
"9700645"	NA	0	NA	"ALK MUTANTS BIND TKIS"	13	"REACTOME"
"9700649"	NA	0	NA	"DRUG RESISTANCE OF ALK MUTANTS"	2	"REACTOME"
"9701190"	NA	0	NA	"DEFECTIVE HOMOLOGOUS RECOMBINATION REPAIR (HRR) DUE TO BRCA2 LOSS OF FUNCTION"	41	"REACTOME"
"9701192"	NA	0	NA	"DEFECTIVE HOMOLOGOUS RECOMBINATION REPAIR (HRR) DUE TO BRCA1 LOSS OF FUNCTION"	26	"REACTOME"
"9701193"	NA	0	NA	"DEFECTIVE HOMOLOGOUS RECOMBINATION REPAIR (HRR) DUE TO PALB2 LOSS OF FUNCTION"	26	"REACTOME DATABASE ID RELEASE 83"
"9701898"	NA	0	NA	"STAT3 NUCLEAR EVENTS DOWNSTREAM OF ALK SIGNALING"	11	"REACTOME"
"9702506"	NA	0	NA	"DRUG RESISTANCE OF FLT3 MUTANTS"	2	"REACTOME"
"9702509"	NA	0	NA	"FLT3 MUTANTS BIND TKIS"	2	"REACTOME"
"9702518"	NA	0	NA	"STAT5 ACTIVATION DOWNSTREAM OF FLT3 ITD MUTANTS"	11	"REACTOME"
"9702569"	NA	0	NA	"KW2449-RESISTANT FLT3 MUTANTS"	2	"REACTOME"
"9702577"	NA	0	NA	"SEMAXANIB-RESISTANT FLT3 MUTANTS"	2	"REACTOME"
"9702581"	NA	0	NA	"CRENOLANIB-RESISTANT FLT3 MUTANTS"	2	"REACTOME"
"9702590"	NA	0	NA	"GILTERITINIB-RESISTANT FLT3 MUTANTS"	2	"REACTOME DATABASE ID RELEASE 83"
"9702596"	NA	0	NA	"LESTAURTINIB-RESISTANT FLT3 MUTANTS"	2	"REACTOME DATABASE ID RELEASE 83"
"9702600"	NA	0	NA	"MIDOSTAURIN-RESISTANT FLT3 MUTANTS"	2	"REACTOME"
"9702605"	NA	0	NA	"PEXIDARTINIB-RESISTANT FLT3 MUTANTS"	2	"REACTOME"
"9702614"	NA	0	NA	"PONATINIB-RESISTANT FLT3 MUTANTS"	2	"REACTOME"
"9702620"	NA	0	NA	"QUIZARTINIB-RESISTANT FLT3 MUTANTS"	2	"REACTOME DATABASE ID RELEASE 83"
"9702624"	NA	0	NA	"SORAFENIB-RESISTANT FLT3 MUTANTS"	2	"REACTOME"
"9702632"	NA	0	NA	"SUNITINIB-RESISTANT FLT3 MUTANTS"	2	"REACTOME DATABASE ID RELEASE 83"
"9702636"	NA	0	NA	"TANDUTINIB-RESISTANT FLT3 MUTANTS"	2	"REACTOME"
"9702998"	NA	0	NA	"LINIFANIB-RESISTANT FLT3 MUTANTS"	2	"REACTOME"
"9703009"	NA	0	NA	"TAMATINIB-RESISTANT FLT3 MUTANTS"	2	"REACTOME DATABASE ID RELEASE 83"
"9703465"	NA	0	NA	"SIGNALING BY FLT3 FUSION PROTEINS"	18	"REACTOME"
"9703648"	NA	0	NA	"SIGNALING BY FLT3 ITD AND TKD MUTANTS"	16	"REACTOME"
"9704331"	NA	0	NA	"DEFECTIVE HDR THROUGH HOMOLOGOUS RECOMBINATION REPAIR (HRR) DUE TO PALB2 LOSS OF BRCA1 BINDING FUNCTION"	26	"REACTOME"
"9704646"	NA	0	NA	"DEFECTIVE HDR THROUGH HOMOLOGOUS RECOMBINATION REPAIR (HRR) DUE TO PALB2 LOSS OF BRCA2 RAD51 RAD51C BINDING FUNCTION"	26	"REACTOME DATABASE ID RELEASE 83"
"9705462"	NA	0	NA	"INACTIVATION OF CSF3 (G-CSF) SIGNALING"	25	"REACTOME"
"9705671"	NA	0	NA	"SARS-COV-2 ACTIVATES MODULATES INNATE AND ADAPTIVE IMMUNE RESPONSES"	117	"REACTOME"
"9705677"	NA	0	NA	"SARS-COV-2 TARGETS PDZ PROTEINS IN CELL-CELL JUNCTION"	6	"REACTOME DATABASE ID RELEASE 83"
"9705683"	NA	0	NA	"SARS-COV-2-HOST INTERACTIONS"	195	"REACTOME DATABASE ID RELEASE 83"
"9706019"	NA	0	NA	"RHOBTB3 ATPASE CYCLE"	10	"REACTOME"
"9706369"	NA	0	NA	"NEGATIVE REGULATION OF FLT3"	16	"REACTOME"
"9706374"	NA	0	NA	"FLT3 SIGNALING THROUGH SRC FAMILY KINASES"	7	"REACTOME DATABASE ID RELEASE 83"
"9706377"	NA	0	NA	"FLT3 SIGNALING BY CBL MUTANTS"	8	"REACTOME"
"9706574"	NA	0	NA	"RHOBTB GTPASE CYCLE"	36	"REACTOME"
"9707564"	NA	0	NA	"CYTOPROTECTION BY HMOX1"	63	"REACTOME DATABASE ID RELEASE 83"
"9707587"	NA	0	NA	"REGULATION OF HMOX1 EXPRESSION AND ACTIVITY"	6	"REACTOME DATABASE ID RELEASE 83"
"9707616"	NA	0	NA	"HEME SIGNALING"	48	"REACTOME DATABASE ID RELEASE 83"
"9708296"	NA	0	NA	"TRNA-DERIVED SMALL RNA (TSRNA OR TRNA-RELATED FRAGMENT, TRF) BIOGENESIS"	4	"REACTOME DATABASE ID RELEASE 83"
"9708530"	NA	0	NA	"REGULATION OF BACH1 ACTIVITY"	12	"REACTOME DATABASE ID RELEASE 83"
"9709275"	NA	0	NA	"IMPAIRED BRCA2 TRANSLOCATION TO THE NUCLEUS"	3	"REACTOME"
"9709570"	NA	0	NA	"IMPAIRED BRCA2 BINDING TO RAD51"	35	"REACTOME DATABASE ID RELEASE 83"
"9709603"	NA	0	NA	"IMPAIRED BRCA2 BINDING TO PALB2"	25	"REACTOME DATABASE ID RELEASE 83"
"9709957"	NA	0	NA	"SENSORY PERCEPTION"	633	"REACTOME"
"9710421"	NA	0	NA	"DEFECTIVE PYROPTOSIS"	43	"REACTOME DATABASE ID RELEASE 83"
"9711097"	NA	0	NA	"CELLULAR RESPONSE TO STARVATION"	158	"REACTOME DATABASE ID RELEASE 83"
"9711123"	NA	0	NA	"CELLULAR RESPONSE TO CHEMICAL STRESS"	196	"REACTOME"
"9715370"	NA	0	NA	"MIRO GTPASE CYCLE"	9	"REACTOME"
"9716542"	NA	0	NA	"SIGNALING BY RHO GTPASES, MIRO GTPASES AND RHOBTB3"	669	"REACTOME"
"9717189"	NA	0	NA	"SENSORY PERCEPTION OF TASTE"	48	"REACTOME"
"9717207"	NA	0	NA	"SENSORY PERCEPTION OF SWEET, BITTER, AND UMAMI (GLUTAMATE) TASTE"	42	"REACTOME"
"9717264"	NA	0	NA	"ASP-3026-RESISTANT ALK MUTANTS"	2	"REACTOME DATABASE ID RELEASE 83"
"9717301"	NA	0	NA	"NVP-TAE684-RESISTANT ALK MUTANTS"	2	"REACTOME DATABASE ID RELEASE 83"
"9717316"	NA	0	NA	"ALECTINIB-RESISTANT ALK MUTANTS"	2	"REACTOME"
"9717319"	NA	0	NA	"BRIGATINIB-RESISTANT ALK MUTANTS"	2	"REACTOME"
"9717323"	NA	0	NA	"CERITINIB-RESISTANT ALK MUTANTS"	2	"REACTOME"
"9717326"	NA	0	NA	"CRIZOTINIB-RESISTANT ALK MUTANTS"	2	"REACTOME"
"9717329"	NA	0	NA	"LORLATINIB-RESISTANT ALK MUTANTS"	2	"REACTOME"
"9723905"	NA	0	NA	"LOSS OF FUNCTION OF TP53 IN CANCER DUE TO LOSS OF TETRAMERIZATION ABILITY"	2	"REACTOME"
"9723907"	NA	0	NA	"LOSS OF FUNCTION OF TP53 IN CANCER"	2	"REACTOME"
"9725370"	NA	0	NA	"SIGNALING BY ALK FUSIONS AND ACTIVATED POINT MUTANTS"	54	"REACTOME"
"9725371"	NA	0	NA	"NUCLEAR EVENTS STIMULATED BY ALK SIGNALING IN CANCER"	19	"REACTOME"
"9726840"	NA	0	NA	"SHOC2 M1731 MUTANT ABOLISHES MRAS COMPLEX FUNCTION"	9	"REACTOME DATABASE ID RELEASE 83"
"9726842"	NA	0	NA	"GAIN-OF-FUNCTION MRAS COMPLEXES ACTIVATE RAF SIGNALING"	9	"REACTOME DATABASE ID RELEASE 83"
"9729555"	NA	0	NA	"SENSORY PERCEPTION OF SOUR TASTE"	3	"REACTOME"
"9730628"	NA	0	NA	"SENSORY PERCEPTION OF SALTY TASTE"	7	"REACTOME"
"9733458"	NA	0	NA	"INDUCTION OF CELL-CELL FUSION"	14	"REACTOME"
"9734009"	NA	0	NA	"DEFECTIVE INTRINSIC PATHWAY FOR APOPTOSIS"	25	"REACTOME"
"9734091"	NA	0	NA	"DRUG-MEDIATED INHIBITION OF MET ACTIVATION"	3	"REACTOME"
"9734195"	NA	0	NA	"DEFECTIVE APRT DISRUPTS ADENINE SALVAGE"	2	"REACTOME"
"9734207"	NA	0	NA	"NUCLEOTIDE SALVAGE DEFECTS"	4	"REACTOME"
"9734281"	NA	0	NA	"DEFECTIVE HPRT1 DISRUPTS GUANINE AND HYPOXANTHINE SALVAGE"	2	"REACTOME"
"9734735"	NA	0	NA	"DEFECTIVE ADA DISRUPTS (DEOXY)ADENOSINE DEAMINATION"	2	"REACTOME"
"9735763"	NA	0	NA	"DEFECTIVE PNP DISRUPTS PHOSPHOROLYSIS OF (DEOXY)GUANOSINE AND (DEOXY)INOSINE"	2	"REACTOME"
"9735786"	NA	0	NA	"NUCLEOTIDE CATABOLISM DEFECTS"	2	"REACTOME"
"9735804"	NA	0	NA	"DISEASES OF NUCLEOTIDE METABOLISM"	5	"REACTOME"
"9735869"	NA	0	NA	"SARS-COV-1 MODULATES HOST TRANSLATION MACHINERY"	38	"REACTOME DATABASE ID RELEASE 83"
"9735871"	NA	0	NA	"SARS-COV-1 TARGETS HOST INTRACELLULAR SIGNALLING AND REGULATORY PATHWAYS"	16	"REACTOME"
"9748784"	NA	0	NA	"DRUG ADME"	110	"REACTOME DATABASE ID RELEASE 83"
"9748787"	NA	0	NA	"AZATHIOPRINE ADME"	24	"REACTOME DATABASE ID RELEASE 83"
"9749641"	NA	0	NA	"ASPIRIN ADME"	44	"REACTOME DATABASE ID RELEASE 83"
"9752946"	NA	0	NA	"EXPRESSION AND TRANSLOCATION OF OLFACTORY RECEPTORS"	414	"REACTOME"
"9753281"	NA	0	NA	"APAP ADME"	31	"REACTOME"
"9753510"	NA	0	NA	"SIGNALING BY RAS GAP MUTANTS"	4	"REACTOME DATABASE ID RELEASE 83"
"9753512"	NA	0	NA	"SIGNALING BY RAS GTPASE MUTANTS"	4	"REACTOME DATABASE ID RELEASE 83"
"9754119"	NA	0	NA	"DRUG-MEDIATED INHIBITION OF CDK4 CDK6 ACTIVITY"	6	"REACTOME DATABASE ID RELEASE 83"
"9754189"	NA	0	NA	"PRIMITIVE STREAK FORMATION"	18	"REACTOME DATABASE ID RELEASE 83"
"9754560"	NA	0	NA	"SARS-COV-2 MODULATES AUTOPHAGY"	12	"REACTOME"
"9754678"	NA	0	NA	"SARS-COV-2 MODULATES HOST TRANSLATION MACHINERY"	51	"REACTOME DATABASE ID RELEASE 83"
"9754706"	NA	0	NA	"ATORVASTATIN ADME"	9	"REACTOME"
"9755088"	NA	0	NA	"RIBAVIRIN ADME"	12	"REACTOME DATABASE ID RELEASE 83"
"9755511"	NA	0	NA	"KEAP1-NFE2L2 PATHWAY"	107	"REACTOME DATABASE ID RELEASE 83"
"9755779"	NA	0	NA	"SARS-COV-2 TARGETS HOST INTRACELLULAR SIGNALLING AND REGULATORY PATHWAYS"	13	"REACTOME DATABASE ID RELEASE 83"
"9757110"	NA	0	NA	"PREDNISONE ADME"	11	"REACTOME DATABASE ID RELEASE 83"
"9758274"	NA	0	NA	"REGULATION OF NF-KAPPA B SIGNALING"	19	"REACTOME DATABASE ID RELEASE 83"
"9758881"	NA	0	NA	"UPTAKE OF DIETARY COBALAMINS INTO ENTEROCYTES"	11	"REACTOME DATABASE ID RELEASE 83"
"9758890"	NA	0	NA	"TRANSPORT OF RCBL WITHIN THE BODY"	9	"REACTOME DATABASE ID RELEASE 83"
"9758919"	NA	0	NA	"EPITHELIAL-MESENCHYMAL TRANSITION (EMT) DURING GASTRULATION"	5	"REACTOME DATABASE ID RELEASE 83"
"9758920"	NA	0	NA	"FORMATION OF LATERAL PLATE MESODERM"	6	"REACTOME DATABASE ID RELEASE 83"
"9758941"	NA	0	NA	"GASTRULATION"	48	"REACTOME DATABASE ID RELEASE 83"
"9759194"	NA	0	NA	"NUCLEAR EVENTS MEDIATED BY NFE2L2"	79	"REACTOME DATABASE ID RELEASE 83"
"9759218"	NA	0	NA	"COBALAMIN (CBL) METABOLISM"	8	"REACTOME DATABASE ID RELEASE 83"
"9759774"	NA	0	NA	"DISEASES OF MITOCHONDRIAL BETA OXIDATION"	3	"REACTOME"
"9759785"	NA	0	NA	"DISEASES OF PROPIONYL-COA CATABOLISM"	3	"REACTOME"
"9762114"	NA	0	NA	"GSK3B AND BTRC:CUL1-MEDIATED-DEGRADATION OF NFE2L2"	53	"REACTOME"
"9763198"	NA	0	NA	"IMPAIRED BRCA2 BINDING TO SEM1 (DSS1)"	3	"REACTOME"
"9768759"	NA	0	NA	"REGULATION OF NPAS4 GENE EXPRESSION"	14	"REACTOME DATABASE ID RELEASE 83"
"9768777"	NA	0	NA	"REGULATION OF NPAS4 GENE TRANSCRIPTION"	5	"REACTOME DATABASE ID RELEASE 83"
"9768778"	NA	0	NA	"REGULATION OF NPAS4 MRNA TRANSLATION"	10	"REACTOME DATABASE ID RELEASE 83"
"9768919"	NA	0	NA	"NPAS4 REGULATES EXPRESSION OF TARGET GENES"	22	"REACTOME"
"9772572"	NA	0	NA	"EARLY SARS-COV-2 INFECTION EVENTS"	38	"REACTOME DATABASE ID RELEASE 83"
"9772573"	NA	0	NA	"LATE SARS-COV-2 INFECTION EVENTS"	71	"REACTOME DATABASE ID RELEASE 83"
"9793242"	NA	0	NA	"SUMOYLATION OF NUCLEAR ENVELOPE PROTEINS"	4	"REACTOME DATABASE ID RELEASE 83"
"9793380"	NA	0	NA	"FORMATION OF PARAXIAL MESODERM"	24	"REACTOME DATABASE ID RELEASE 83"
"9793528"	NA	0	NA	"CIPROFLOXACIN ADME"	6	"REACTOME DATABASE ID RELEASE 83"
"9796292"	NA	0	NA	"FORMATION OF AXIAL MESODERM"	15	"REACTOME DATABASE ID RELEASE 83"
"9818025"	NA	0	NA	"NFE2L2 REGULATING TCA CYCLE GENES"	4	"REACTOME DATABASE ID RELEASE 83"
"9818027"	NA	0	NA	"NFE2L2 REGULATING ANTI-OXIDANT DETOXIFICATION ENZYMES"	17	"REACTOME DATABASE ID RELEASE 83"
"9818028"	NA	0	NA	"NFE2L2 REGULATES PENTOSE PHOSPHATE PATHWAY GENES"	9	"REACTOME"
"9818749"	NA	0	NA	"REGULATION OF NFE2L2 GENE EXPRESSION"	4	"REACTOME DATABASE ID RELEASE 83"
"ADENOSYLHOMOCYSCAT-PWY"	NA	0	NA	"L-METHIONINE SALVAGE FROM L-HOMOCYSTEINE"	4	"BIOCYC"
"ASPARAGINE-DEG1-PWY-1"	NA	0	NA	"L-ASPARAGINE DEGRADATION"	5	"BIOCYC"
"BIOCARTA_ACETAMINOPHEN_PATHWAY"	NA	0	NA	"BIOCARTA_ACETAMINOPHEN_PATHWAY"	6	"MSIGDB_C2"
"BIOCARTA_ALTERNATIVE_PATHWAY"	NA	0	NA	"BIOCARTA_ALTERNATIVE_PATHWAY"	8	"MSIGDB_C2"
"BIOCARTA_AMAN_PATHWAY"	NA	0	NA	"BIOCARTA_AMAN_PATHWAY"	14	"MSIGDB_C2"
"BIOCARTA_BARD1_PATHWAY"	NA	0	NA	"BIOCARTA_BARD1_PATHWAY"	9	"MSIGDB_C2"
"BIOCARTA_BBCELL_PATHWAY"	NA	0	NA	"BIOCARTA_BBCELL_PATHWAY"	10	"MSIGDB_C2"
"BIOCARTA_BOTULIN_PATHWAY"	NA	0	NA	"BIOCARTA_BOTULIN_PATHWAY"	6	"MSIGDB_C2"
"BIOCARTA_BTG2_PATHWAY"	NA	0	NA	"BIOCARTA_BTG2_PATHWAY"	9	"MSIGDB_C2"
"BIOCARTA_CB1R_PATHWAY"	NA	0	NA	"BIOCARTA_CB1R_PATHWAY"	7	"MSIGDB_C2"
"BIOCARTA_CDC25_PATHWAY"	NA	0	NA	"BIOCARTA_CDC25_PATHWAY"	7	"MSIGDB_C2"
"BIOCARTA_CHREBP_PATHWAY"	NA	0	NA	"BIOCARTA_CHREBP_PATHWAY"	15	"MSIGDB_C2"
"BIOCARTA_CIRCADIAN_PATHWAY"	NA	0	NA	"BIOCARTA_CIRCADIAN_PATHWAY"	5	"MSIGDB_C2"
"BIOCARTA_CPSF_PATHWAY"	NA	0	NA	"BIOCARTA_CPSF_PATHWAY"	10	"MSIGDB_C2"
"BIOCARTA_CREM_PATHWAY"	NA	0	NA	"BIOCARTA_CREM_PATHWAY"	6	"MSIGDB_C2"
"BIOCARTA_CTBP1_PATHWAY"	NA	0	NA	"BIOCARTA_CTBP1_PATHWAY"	6	"MSIGDB_C2"
"BIOCARTA_DICER_PATHWAY"	NA	0	NA	"BIOCARTA_DICER_PATHWAY"	5	"MSIGDB_C2"
"BIOCARTA_DSP_PATHWAY"	NA	0	NA	"BIOCARTA_DSP_PATHWAY"	8	"MSIGDB_C2"
"BIOCARTA_EEA1_PATHWAY"	NA	0	NA	"BIOCARTA_EEA1_PATHWAY"	8	"MSIGDB_C2"
"BIOCARTA_EFP_PATHWAY"	NA	0	NA	"BIOCARTA_EFP_PATHWAY"	15	"MSIGDB_C2"
"BIOCARTA_EICOSANOID_PATHWAY"	NA	0	NA	"BIOCARTA_EICOSANOID_PATHWAY"	20	"MSIGDB_C2"
"BIOCARTA_EOSINOPHILS_PATHWAY"	NA	0	NA	"BIOCARTA_EOSINOPHILS_PATHWAY"	12	"MSIGDB_C2"
"BIOCARTA_ERAD_PATHWAY"	NA	0	NA	"BIOCARTA_ERAD_PATHWAY"	17	"MSIGDB_C2"
"BIOCARTA_ERBB3_PATHWAY"	NA	0	NA	"BIOCARTA_ERBB3_PATHWAY"	6	"MSIGDB_C2"
"BIOCARTA_ERBB4_PATHWAY"	NA	0	NA	"BIOCARTA_ERBB4_PATHWAY"	8	"MSIGDB_C2"
"BIOCARTA_FBW7_PATHWAY"	NA	0	NA	"BIOCARTA_FBW7_PATHWAY"	8	"MSIGDB_C2"
"BIOCARTA_FLUMAZENIL_PATHWAY"	NA	0	NA	"BIOCARTA_FLUMAZENIL_PATHWAY"	9	"MSIGDB_C2"
"BIOCARTA_FOSB_PATHWAY"	NA	0	NA	"BIOCARTA_FOSB_PATHWAY"	6	"MSIGDB_C2"
"BIOCARTA_FXR_PATHWAY"	NA	0	NA	"BIOCARTA_FXR_PATHWAY"	8	"MSIGDB_C2"
"BIOCARTA_GHRELIN_PATHWAY"	NA	0	NA	"BIOCARTA_GHRELIN_PATHWAY"	13	"MSIGDB_C2"
"BIOCARTA_HBX_PATHWAY"	NA	0	NA	"BIOCARTA_HBX_PATHWAY"	8	"MSIGDB_C2"
"BIOCARTA_HES_PATHWAY"	NA	0	NA	"BIOCARTA_HES_PATHWAY"	12	"MSIGDB_C2"
"BIOCARTA_HSWI_SNF_PATHWAY"	NA	0	NA	"BIOCARTA_HSWI_SNF_PATHWAY"	12	"MSIGDB_C2"
"BIOCARTA_IFNA_PATHWAY"	NA	0	NA	"BIOCARTA_IFNA_PATHWAY"	10	"MSIGDB_C2"
