"genesets_old.geneset.ID"	"genesets_old.geneset.NAMEonly"	"genesets_old.geneset.size"	"genesets_old.geneset.SOURCE"	"genesets_new.geneset.NAMEonly"	"genesets_new.geneset.size"	"genesets_new.geneset.SOURCE"
"GO:0009109"	"COENZYME CATABOLIC PROCESS"	17	"GOBP"	NA	0	NA
"GO:0009202"	"DEOXYRIBONUCLEOSIDE TRIPHOSPHATE BIOSYNTHETIC PROCESS"	4	"GOBP"	NA	0	NA
"GO:0009216"	"PURINE DEOXYRIBONUCLEOSIDE TRIPHOSPHATE BIOSYNTHETIC PROCESS"	2	"GOBP"	NA	0	NA
"GO:0009305"	"PROTEIN BIOTINYLATION"	2	"GOBP"	NA	0	NA
"GO:0009405"	"PATHOGENESIS"	2	"GOBP"	NA	0	NA
"GO:0009407"	"TOXIN CATABOLIC PROCESS"	2	"GOBP"	NA	0	NA
"GO:0009635"	"RESPONSE TO HERBICIDE"	6	"GOBP"	NA	0	NA
"GO:0009730"	"DETECTION OF CARBOHYDRATE STIMULUS"	4	"GOBP"	NA	0	NA
"GO:0009732"	"DETECTION OF HEXOSE STIMULUS"	4	"GOBP"	NA	0	NA
"GO:0009852"	"AUXIN CATABOLIC PROCESS"	2	"GOBP"	NA	0	NA
"GO:0010107"	"POTASSIUM ION IMPORT"	42	"GOBP"	NA	0	NA
"GO:0010216"	"MAINTENANCE OF DNA METHYLATION"	7	"GOBP"	NA	0	NA
"GO:0010509"	"POLYAMINE HOMEOSTASIS"	2	"GOBP"	NA	0	NA
"GO:0010525"	"REGULATION OF TRANSPOSITION, RNA-MEDIATED"	4	"GOBP"	NA	0	NA
"GO:0010675"	"REGULATION OF CELLULAR CARBOHYDRATE METABOLIC PROCESS"	95	"GOBP"	NA	0	NA
"GO:0010676"	"POSITIVE REGULATION OF CELLULAR CARBOHYDRATE METABOLIC PROCESS"	37	"GOBP"	NA	0	NA
"GO:0010677"	"NEGATIVE REGULATION OF CELLULAR CARBOHYDRATE METABOLIC PROCESS"	33	"GOBP"	NA	0	NA
"GO:0010723"	"POSITIVE REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER IN RESPONSE TO IRON"	2	"GOBP"	NA	0	NA
"GO:0010735"	"POSITIVE REGULATION OF TRANSCRIPTION VIA SERUM RESPONSE ELEMENT BINDING"	4	"GOBP"	NA	0	NA
"GO:0010767"	"REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER IN RESPONSE TO UV-INDUCED DNA DAMAGE"	3	"GOBP"	NA	0	NA
"GO:0010768"	"NEGATIVE REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER IN RESPONSE TO UV-INDUCED DNA DAMAGE"	2	"GOBP"	NA	0	NA
"GO:0010771"	"NEGATIVE REGULATION OF CELL MORPHOGENESIS INVOLVED IN DIFFERENTIATION"	64	"GOBP"	NA	0	NA
"GO:0010797"	"REGULATION OF MULTIVESICULAR BODY SIZE INVOLVED IN ENDOSOME TRANSPORT"	2	"GOBP"	NA	0	NA
"GO:0010847"	"REGULATION OF CHROMATIN ASSEMBLY"	5	"GOBP"	NA	0	NA
"GO:0010848"	"REGULATION OF CHROMATIN DISASSEMBLY"	3	"GOBP"	NA	0	NA
"GO:0010869"	"REGULATION OF RECEPTOR BIOSYNTHETIC PROCESS"	22	"GOBP"	NA	0	NA
"GO:0010870"	"POSITIVE REGULATION OF RECEPTOR BIOSYNTHETIC PROCESS"	14	"GOBP"	NA	0	NA
"GO:0010871"	"NEGATIVE REGULATION OF RECEPTOR BIOSYNTHETIC PROCESS"	7	"GOBP"	NA	0	NA
"GO:0010872"	"REGULATION OF CHOLESTEROL ESTERIFICATION"	13	"GOBP"	NA	0	NA
"GO:0010873"	"POSITIVE REGULATION OF CHOLESTEROL ESTERIFICATION"	10	"GOBP"	NA	0	NA
"GO:0010934"	"MACROPHAGE CYTOKINE PRODUCTION"	2	"GOBP"	NA	0	NA
"GO:0015672"	"MONOVALENT INORGANIC CATION TRANSPORT"	274	"GOBP"	NA	0	NA
"GO:0015682"	"FERRIC IRON TRANSPORT"	37	"GOBP"	NA	0	NA
"GO:0015684"	"FERROUS IRON TRANSPORT"	2	"GOBP"	NA	0	NA
"GO:0015688"	"IRON CHELATE TRANSPORT"	3	"GOBP"	NA	0	NA
"GO:0015696"	"AMMONIUM TRANSPORT"	40	"GOBP"	NA	0	NA
"GO:0015809"	"ARGININE TRANSPORT"	9	"GOBP"	NA	0	NA
"GO:0015893"	"DRUG TRANSPORT"	122	"GOBP"	NA	0	NA
"GO:0015985"	"ENERGY COUPLED PROTON TRANSPORT, DOWN ELECTROCHEMICAL GRADIENT"	24	"GOBP"	NA	0	NA
"GO:0016246"	"RNA INTERFERENCE"	18	"GOBP"	NA	0	NA
"GO:0016458"	"GENE SILENCING"	160	"GOBP"	NA	0	NA
"GO:0016569"	"COVALENT CHROMATIN MODIFICATION"	298	"GOBP"	NA	0	NA
"GO:0016572"	"HISTONE PHOSPHORYLATION"	19	"GOBP"	NA	0	NA
"GO:0016576"	"HISTONE DEPHOSPHORYLATION"	5	"GOBP"	NA	0	NA
"GO:0016584"	"NUCLEOSOME POSITIONING"	15	"GOBP"	NA	0	NA
"GO:0017000"	"ANTIBIOTIC BIOSYNTHETIC PROCESS"	9	"GOBP"	NA	0	NA
"GO:0017001"	"ANTIBIOTIC CATABOLIC PROCESS"	41	"GOBP"	NA	0	NA
"GO:0017085"	"RESPONSE TO INSECTICIDE"	6	"GOBP"	NA	0	NA
"GO:0017144"	"DRUG METABOLIC PROCESS"	567	"GOBP"	NA	0	NA
"GO:0017198"	"N-TERMINAL PEPTIDYL-SERINE ACETYLATION"	3	"GOBP"	NA	0	NA
"GO:0018065"	"PROTEIN-COFACTOR LINKAGE"	10	"GOBP"	NA	0	NA
"GO:0018101"	"PROTEIN CITRULLINATION"	6	"GOBP"	NA	0	NA
"GO:0018120"	"PEPTIDYL-ARGININE ADP-RIBOSYLATION"	5	"GOBP"	NA	0	NA
"GO:0018166"	"C-TERMINAL PROTEIN-TYROSINYLATION"	2	"GOBP"	NA	0	NA
"GO:0018192"	"ENZYME ACTIVE SITE FORMATION VIA CYSTEINE MODIFICATION TO L-CYSTEINE PERSULFIDE"	2	"GOBP"	NA	0	NA
"GO:0018196"	"PEPTIDYL-ASPARAGINE MODIFICATION"	32	"GOBP"	NA	0	NA
"GO:0018307"	"ENZYME ACTIVE SITE FORMATION"	2	"GOBP"	NA	0	NA
"GO:0018312"	"PEPTIDYL-SERINE ADP-RIBOSYLATION"	4	"GOBP"	NA	0	NA
"GO:0018322"	"PROTEIN TYROSINYLATION"	2	"GOBP"	NA	0	NA
"GO:0018350"	"PROTEIN ESTERIFICATION"	1	"GOBP"	NA	0	NA
"GO:0018424"	"PEPTIDYL-GLUTAMIC ACID POLY-ADP-RIBOSYLATION"	2	"GOBP"	NA	0	NA
"GO:0018931"	"NAPHTHALENE METABOLIC PROCESS"	2	"GOBP"	NA	0	NA
"GO:0019061"	"UNCOATING OF VIRUS"	2	"GOBP"	NA	0	NA
"GO:0019087"	"TRANSFORMATION OF HOST CELL BY VIRUS"	3	"GOBP"	NA	0	NA
"GO:0020012"	"EVASION OR TOLERANCE OF HOST IMMUNE RESPONSE"	2	"GOBP"	NA	0	NA
"GO:0022610"	"BIOLOGICAL ADHESION"	684	"GOBP"	NA	0	NA
"GO:0023014"	"SIGNAL TRANSDUCTION BY PROTEIN PHOSPHORYLATION"	329	"GOBP"	NA	0	NA
"GO:0023016"	"SIGNAL TRANSDUCTION BY TRANS-PHOSPHORYLATION"	4	"GOBP"	NA	0	NA
"GO:0030004"	"CELLULAR MONOVALENT INORGANIC CATION HOMEOSTASIS"	99	"GOBP"	NA	0	NA
"GO:0030104"	"WATER HOMEOSTASIS"	64	"GOBP"	NA	0	NA
"GO:0030207"	"CHONDROITIN SULFATE CATABOLIC PROCESS"	14	"GOBP"	NA	0	NA
"GO:0030260"	"ENTRY INTO HOST CELL"	39	"GOBP"	NA	0	NA
"GO:0030320"	"CELLULAR MONOVALENT INORGANIC ANION HOMEOSTASIS"	9	"GOBP"	NA	0	NA
"GO:0030423"	"TARGETING OF MRNA FOR DESTRUCTION INVOLVED IN RNA INTERFERENCE"	5	"GOBP"	NA	0	NA
"GO:0030682"	"EVASION OR TOLERANCE OF HOST DEFENSE RESPONSE"	2	"GOBP"	NA	0	NA
"GO:0030683"	"EVASION OR TOLERANCE BY VIRUS OF HOST IMMUNE RESPONSE"	2	"GOBP"	NA	0	NA
"GO:0030811"	"REGULATION OF NUCLEOTIDE CATABOLIC PROCESS"	70	"GOBP"	NA	0	NA
"GO:0030812"	"NEGATIVE REGULATION OF NUCLEOTIDE CATABOLIC PROCESS"	10	"GOBP"	NA	0	NA
"GO:0030813"	"POSITIVE REGULATION OF NUCLEOTIDE CATABOLIC PROCESS"	23	"GOBP"	NA	0	NA
"GO:0030920"	"PEPTIDYL-SERINE ACETYLATION"	3	"GOBP"	NA	0	NA
"GO:0031049"	"PROGRAMMED DNA ELIMINATION"	3	"GOBP"	NA	0	NA
"GO:0031050"	"DSRNA PROCESSING"	34	"GOBP"	NA	0	NA
"GO:0031052"	"CHROMOSOME BREAKAGE"	3	"GOBP"	NA	0	NA
"GO:0031057"	"NEGATIVE REGULATION OF HISTONE MODIFICATION"	36	"GOBP"	NA	0	NA
"GO:0031058"	"POSITIVE REGULATION OF HISTONE MODIFICATION"	69	"GOBP"	NA	0	NA
"GO:0031081"	"NUCLEAR PORE DISTRIBUTION"	3	"GOBP"	NA	0	NA
"GO:0031407"	"OXYLIPIN METABOLIC PROCESS"	3	"GOBP"	NA	0	NA
"GO:0031408"	"OXYLIPIN BIOSYNTHETIC PROCESS"	2	"GOBP"	NA	0	NA
"GO:0031427"	"RESPONSE TO METHOTREXATE"	2	"GOBP"	NA	0	NA
"GO:0031494"	"REGULATION OF MATING TYPE SWITCHING"	2	"GOBP"	NA	0	NA
"GO:0031497"	"CHROMATIN ASSEMBLY"	138	"GOBP"	NA	0	NA
"GO:0031498"	"CHROMATIN DISASSEMBLY"	19	"GOBP"	NA	0	NA
"GO:0031572"	"G2 DNA DAMAGE CHECKPOINT"	32	"GOBP"	NA	0	NA
"GO:0031935"	"REGULATION OF CHROMATIN SILENCING"	37	"GOBP"	NA	0	NA
"GO:0031936"	"NEGATIVE REGULATION OF CHROMATIN SILENCING"	19	"GOBP"	NA	0	NA
"GO:0031937"	"POSITIVE REGULATION OF CHROMATIN SILENCING"	15	"GOBP"	NA	0	NA
"GO:0031938"	"REGULATION OF CHROMATIN SILENCING AT TELOMERE"	3	"GOBP"	NA	0	NA
"GO:0031940"	"POSITIVE REGULATION OF CHROMATIN SILENCING AT TELOMERE"	2	"GOBP"	NA	0	NA
"GO:0032199"	"REVERSE TRANSCRIPTION INVOLVED IN RNA-MEDIATED TRANSPOSITION"	1	"GOBP"	NA	0	NA
"GO:0032227"	"NEGATIVE REGULATION OF SYNAPTIC TRANSMISSION, DOPAMINERGIC"	2	"GOBP"	NA	0	NA
"GO:0032268"	"REGULATION OF CELLULAR PROTEIN METABOLIC PROCESS"	2109	"GOBP"	NA	0	NA
"GO:0032269"	"NEGATIVE REGULATION OF CELLULAR PROTEIN METABOLIC PROCESS"	768	"GOBP"	NA	0	NA
"GO:0032270"	"POSITIVE REGULATION OF CELLULAR PROTEIN METABOLIC PROCESS"	1349	"GOBP"	NA	0	NA
"GO:0032445"	"FRUCTOSE IMPORT"	2	"GOBP"	NA	0	NA
"GO:0032455"	"NERVE GROWTH FACTOR PROCESSING"	5	"GOBP"	NA	0	NA
"GO:0032602"	"CHEMOKINE PRODUCTION"	9	"GOBP"	NA	0	NA
"GO:0032603"	"FRACTALKINE PRODUCTION"	3	"GOBP"	NA	0	NA
"GO:0032604"	"GRANULOCYTE MACROPHAGE COLONY-STIMULATING FACTOR PRODUCTION"	2	"GOBP"	NA	0	NA
"GO:0032606"	"TYPE I INTERFERON PRODUCTION"	6	"GOBP"	NA	0	NA
"GO:0032607"	"INTERFERON-ALPHA PRODUCTION"	2	"GOBP"	NA	0	NA
"GO:0032608"	"INTERFERON-BETA PRODUCTION"	4	"GOBP"	NA	0	NA
"GO:0032609"	"INTERFERON-GAMMA PRODUCTION"	10	"GOBP"	NA	0	NA
"GO:0032610"	"INTERLEUKIN-1 ALPHA PRODUCTION"	2	"GOBP"	NA	0	NA
"GO:0032611"	"INTERLEUKIN-1 BETA PRODUCTION"	11	"GOBP"	NA	0	NA
"GO:0032612"	"INTERLEUKIN-1 PRODUCTION"	13	"GOBP"	NA	0	NA
"GO:0032613"	"INTERLEUKIN-10 PRODUCTION"	5	"GOBP"	NA	0	NA
"GO:0032616"	"INTERLEUKIN-13 PRODUCTION"	3	"GOBP"	NA	0	NA
"GO:0032620"	"INTERLEUKIN-17 PRODUCTION"	5	"GOBP"	NA	0	NA
"GO:0032621"	"INTERLEUKIN-18 PRODUCTION"	2	"GOBP"	NA	0	NA
"GO:0032623"	"INTERLEUKIN-2 PRODUCTION"	4	"GOBP"	NA	0	NA
"GO:0032625"	"INTERLEUKIN-21 PRODUCTION"	3	"GOBP"	NA	0	NA
"GO:0032632"	"INTERLEUKIN-3 PRODUCTION"	2	"GOBP"	NA	0	NA
"GO:0032633"	"INTERLEUKIN-4 PRODUCTION"	2	"GOBP"	NA	0	NA
"GO:0032635"	"INTERLEUKIN-6 PRODUCTION"	7	"GOBP"	NA	0	NA
"GO:0032637"	"INTERLEUKIN-8 PRODUCTION"	9	"GOBP"	NA	0	NA
"GO:0032640"	"TUMOR NECROSIS FACTOR PRODUCTION"	7	"GOBP"	NA	0	NA
"GO:0032641"	"LYMPHOTOXIN A PRODUCTION"	3	"GOBP"	NA	0	NA
"GO:0032762"	"MAST CELL CYTOKINE PRODUCTION"	3	"GOBP"	NA	0	NA
