NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
COSTIMULATION BY THE CD28 FAMILY%REACTOME%R-HSA-388841.3	COSTIMULATION BY THE CD28 FAMILY%REACTOME%R-HSA-388841.3		61	-0.780563	-2.520548	0.0	0.0	0.0	711	tags=43%, list=5%, signal=45%	
PD-1 SIGNALING%REACTOME%R-HSA-389948.1	PD-1 SIGNALING%REACTOME%R-HSA-389948.1		20	-0.9321334	-2.4851623	0.0	0.0	0.0	696	tags=90%, list=5%, signal=94%	
TCR SIGNALING%REACTOME%R-HSA-202403.5	TCR SIGNALING%REACTOME%R-HSA-202403.5		113	-0.71709985	-2.4748979	0.0	0.0	0.0	1771	tags=47%, list=12%, signal=53%	
SYNTHESIS OF DNA%REACTOME%R-HSA-69239.2	SYNTHESIS OF DNA%REACTOME%R-HSA-69239.2		111	-0.6849035	-2.4701414	0.0	0.0	0.0	3524	tags=63%, list=24%, signal=83%	
GENERATION OF SECOND MESSENGER MOLECULES%REACTOME%R-HSA-202433.3	GENERATION OF SECOND MESSENGER MOLECULES%REACTOME%R-HSA-202433.3		30	-0.86250156	-2.4357514	0.0	0.0	0.0	711	tags=77%, list=5%, signal=80%	
HALLMARK_E2F_TARGETS%MSIGDB_C2%HALLMARK_E2F_TARGETS	HALLMARK_E2F_TARGETS%MSIGDB_C2%HALLMARK_E2F_TARGETS		191	-0.64614934	-2.4329596	0.0	0.0	0.0	3555	tags=62%, list=25%, signal=82%	
TYPE II INTERFERON SIGNALING (IFNG)%WIKIPATHWAYS_20200810%WP619%HOMO SAPIENS	TYPE II INTERFERON SIGNALING (IFNG)%WIKIPATHWAYS_20200810%WP619%HOMO SAPIENS		32	-0.88853574	-2.4213917	0.0	0.0	0.0	694	tags=66%, list=5%, signal=69%	
G2 M CHECKPOINTS%REACTOME%R-HSA-69481.3	G2 M CHECKPOINTS%REACTOME%R-HSA-69481.3		135	-0.6619798	-2.420694	0.0	0.0	0.0	3594	tags=62%, list=25%, signal=82%	
ADAPTIVE IMMUNE RESPONSE%GOBP%GO:0002250	ADAPTIVE IMMUNE RESPONSE%GOBP%GO:0002250		80	-0.7137901	-2.41611	0.0	0.0	0.0	1893	tags=48%, list=13%, signal=54%	
ER-PHAGOSOME PATHWAY%REACTOME%R-HSA-1236974.4	ER-PHAGOSOME PATHWAY%REACTOME%R-HSA-1236974.4		81	-0.7237594	-2.416077	0.0	0.0	0.0	1677	tags=40%, list=12%, signal=44%	
POSITIVE REGULATION OF MONONUCLEAR CELL PROLIFERATION%GOBP%GO:0032946	POSITIVE REGULATION OF MONONUCLEAR CELL PROLIFERATION%GOBP%GO:0032946		83	-0.673181	-2.4071233	0.0	0.0	0.0	1261	tags=43%, list=9%, signal=47%	
REGULATION OF ADAPTIVE IMMUNE RESPONSE%GOBP%GO:0002819	REGULATION OF ADAPTIVE IMMUNE RESPONSE%GOBP%GO:0002819		104	-0.6867449	-2.4021814	0.0	0.0	0.0	1261	tags=36%, list=9%, signal=39%	
ANTIGEN PROCESSING AND PRESENTATION%GOBP%GO:0019882	ANTIGEN PROCESSING AND PRESENTATION%GOBP%GO:0019882		193	-0.6700083	-2.3919432	0.0	0.0	0.0	1713	tags=38%, list=12%, signal=42%	
ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I%GOBP%GO:0042590	ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I%GOBP%GO:0042590		77	-0.7585588	-2.3907516	0.0	0.0	0.0	964	tags=42%, list=7%, signal=44%	
RESPONSE TO VIRUS%GOBP%GO:0009615	RESPONSE TO VIRUS%GOBP%GO:0009615		182	-0.6141901	-2.3880193	0.0	0.0	0.0	1153	tags=37%, list=8%, signal=40%	
REGULATION OF LEUKOCYTE MEDIATED IMMUNITY%GOBP%GO:0002703	REGULATION OF LEUKOCYTE MEDIATED IMMUNITY%GOBP%GO:0002703		115	-0.6739393	-2.385247	0.0	0.0	0.0	1261	tags=33%, list=9%, signal=36%	
DNA REPLICATION%REACTOME DATABASE ID RELEASE 73%69306	DNA REPLICATION%REACTOME DATABASE ID RELEASE 73%69306		118	-0.68926084	-2.3797996	0.0	0.0	0.0	3207	tags=59%, list=22%, signal=76%	
PID_IL12_2PATHWAY%MSIGDB_C2%PID_IL12_2PATHWAY	PID_IL12_2PATHWAY%MSIGDB_C2%PID_IL12_2PATHWAY		57	-0.771525	-2.3711946	0.0	0.0	0.0	1101	tags=56%, list=8%, signal=61%	
APC C-MEDIATED DEGRADATION OF CELL CYCLE PROTEINS%REACTOME%R-HSA-174143.1	APC C-MEDIATED DEGRADATION OF CELL CYCLE PROTEINS%REACTOME%R-HSA-174143.1		85	-0.682516	-2.368717	0.0	0.0	0.0	2957	tags=53%, list=20%, signal=66%	
REGULATION OF CELLULAR AMINO ACID METABOLIC PROCESS%GOBP%GO:0006521	REGULATION OF CELLULAR AMINO ACID METABOLIC PROCESS%GOBP%GO:0006521		51	-0.71892095	-2.3617454	0.0	0.0	0.0	2431	tags=53%, list=17%, signal=63%	
REGULATION OF ADAPTIVE IMMUNE RESPONSE BASED ON SOMATIC RECOMBINATION OF IMMUNE RECEPTORS BUILT FROM IMMUNOGLOBULIN SUPERFAMILY DOMAINS%GOBP%GO:0002822	REGULATION OF ADAPTIVE IMMUNE RESPONSE BASED ON SOMATIC RECOMBINATION OF IMMUNE RECEPTORS BUILT FROM IMMUNOGLOBULIN SUPERFAMILY DOMAINS%GOBP%GO:0002822		92	-0.6705988	-2.3596466	0.0	0.0	0.0	1261	tags=34%, list=9%, signal=37%	
REGULATION OF LYMPHOCYTE MEDIATED IMMUNITY%GOBP%GO:0002706	REGULATION OF LYMPHOCYTE MEDIATED IMMUNITY%GOBP%GO:0002706		87	-0.7015667	-2.357437	0.0	0.0	0.0	1261	tags=37%, list=9%, signal=40%	
THE HUMAN IMMUNE RESPONSE TO TUBERCULOSIS%WIKIPATHWAYS_20200810%WP4197%HOMO SAPIENS	THE HUMAN IMMUNE RESPONSE TO TUBERCULOSIS%WIKIPATHWAYS_20200810%WP4197%HOMO SAPIENS		23	-0.87591094	-2.352718	0.0	0.0	0.0	998	tags=61%, list=7%, signal=65%	
REGULATION OF NATURAL KILLER CELL MEDIATED IMMUNITY%GOBP%GO:0002715	REGULATION OF NATURAL KILLER CELL MEDIATED IMMUNITY%GOBP%GO:0002715		23	-0.8401719	-2.3508172	0.0	0.0	0.0	812	tags=52%, list=6%, signal=55%	
TRANSLOCATION OF ZAP-70 TO IMMUNOLOGICAL SYNAPSE%REACTOME DATABASE ID RELEASE 73%202430	TRANSLOCATION OF ZAP-70 TO IMMUNOLOGICAL SYNAPSE%REACTOME DATABASE ID RELEASE 73%202430		16	-0.952955	-2.349357	0.0	0.0	0.0	696	tags=100%, list=5%, signal=105%	
DNA REPLICATION PRE-INITIATION%REACTOME DATABASE ID RELEASE 73%69002	DNA REPLICATION PRE-INITIATION%REACTOME DATABASE ID RELEASE 73%69002		76	-0.7190107	-2.3475645	0.0	0.0	0.0	3207	tags=70%, list=22%, signal=89%	
REGULATION OF LEUKOCYTE MEDIATED CYTOTOXICITY%GOBP%GO:0001910	REGULATION OF LEUKOCYTE MEDIATED CYTOTOXICITY%GOBP%GO:0001910		40	-0.8080725	-2.3397896	0.0	0.0	0.0	1261	tags=50%, list=9%, signal=55%	
P53-DEPENDENT G1 S DNA DAMAGE CHECKPOINT%REACTOME%R-HSA-69580.3	P53-DEPENDENT G1 S DNA DAMAGE CHECKPOINT%REACTOME%R-HSA-69580.3		64	-0.68109703	-2.3362944	0.0	0.0	0.0	2957	tags=55%, list=20%, signal=68%	
NEGATIVE REGULATORS OF RIG-I MDA5 SIGNALING%REACTOME%R-HSA-936440.4	NEGATIVE REGULATORS OF RIG-I MDA5 SIGNALING%REACTOME%R-HSA-936440.4		34	-0.7478173	-2.3339655	0.0	0.0	0.0	492	tags=24%, list=3%, signal=24%	
DOWNSTREAM TCR SIGNALING%REACTOME%R-HSA-202424.4	DOWNSTREAM TCR SIGNALING%REACTOME%R-HSA-202424.4		92	-0.71694034	-2.3318892	0.0	0.0	0.0	1771	tags=43%, list=12%, signal=49%	
REGULATION OF MONONUCLEAR CELL PROLIFERATION%GOBP%GO:0032944	REGULATION OF MONONUCLEAR CELL PROLIFERATION%GOBP%GO:0032944		131	-0.6627022	-2.3297074	0.0	0.0	0.0	1293	tags=44%, list=9%, signal=47%	
CYTOSOLIC DNA-SENSING PATHWAY%WIKIPATHWAYS_20200810%WP4655%HOMO SAPIENS	CYTOSOLIC DNA-SENSING PATHWAY%WIKIPATHWAYS_20200810%WP4655%HOMO SAPIENS		58	-0.7366474	-2.324752	0.0	0.0	0.0	1147	tags=38%, list=8%, signal=41%	
AUF1 (HNRNP D0) BINDS AND DESTABILIZES MRNA%REACTOME%R-HSA-450408.3	AUF1 (HNRNP D0) BINDS AND DESTABILIZES MRNA%REACTOME%R-HSA-450408.3		51	-0.7045311	-2.32428	0.0	0.0	0.0	2957	tags=55%, list=20%, signal=69%	
DEFENSE RESPONSE TO OTHER ORGANISM%GOBP%GO:0098542	DEFENSE RESPONSE TO OTHER ORGANISM%GOBP%GO:0098542		190	-0.61040306	-2.3178303	0.0	0.0	0.0	995	tags=37%, list=7%, signal=39%	
ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN VIA MHC CLASS I%GOBP%GO:0002474	ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN VIA MHC CLASS I%GOBP%GO:0002474		94	-0.71296763	-2.3098385	0.0	0.0	0.0	1225	tags=38%, list=8%, signal=42%	
ADAPTIVE IMMUNE RESPONSE BASED ON SOMATIC RECOMBINATION OF IMMUNE RECEPTORS BUILT FROM IMMUNOGLOBULIN SUPERFAMILY DOMAINS%GOBP%GO:0002460	ADAPTIVE IMMUNE RESPONSE BASED ON SOMATIC RECOMBINATION OF IMMUNE RECEPTORS BUILT FROM IMMUNOGLOBULIN SUPERFAMILY DOMAINS%GOBP%GO:0002460		64	-0.69503933	-2.3098185	0.0	0.0	0.0	1225	tags=39%, list=8%, signal=42%	
REGULATION OF RUNX3 EXPRESSION AND ACTIVITY%REACTOME DATABASE ID RELEASE 73%8941858	REGULATION OF RUNX3 EXPRESSION AND ACTIVITY%REACTOME DATABASE ID RELEASE 73%8941858		55	-0.68783975	-2.3094313	0.0	0.0	0.0	2957	tags=53%, list=20%, signal=66%	
MITOCHONDRIAL TRANSLATION INITIATION%REACTOME DATABASE ID RELEASE 73%5368286	MITOCHONDRIAL TRANSLATION INITIATION%REACTOME DATABASE ID RELEASE 73%5368286		86	-0.6502835	-2.3091843	0.0	0.0	0.0	3443	tags=65%, list=24%, signal=85%	
MITOCHONDRIAL TRANSLATION ELONGATION%REACTOME%R-HSA-5389840.1	MITOCHONDRIAL TRANSLATION ELONGATION%REACTOME%R-HSA-5389840.1		86	-0.6491813	-2.3055484	0.0	0.0	0.0	3443	tags=65%, list=24%, signal=85%	
REGULATION OF T CELL MEDIATED IMMUNITY%GOBP%GO:0002709	REGULATION OF T CELL MEDIATED IMMUNITY%GOBP%GO:0002709		52	-0.7429297	-2.304565	0.0	0.0	0.0	1261	tags=42%, list=9%, signal=46%	
POSITIVE REGULATION OF TYPE I INTERFERON PRODUCTION%GOBP%GO:0032481	POSITIVE REGULATION OF TYPE I INTERFERON PRODUCTION%GOBP%GO:0032481		66	-0.68049276	-2.3037097	0.0	0.0	0.0	1904	tags=38%, list=13%, signal=43%	
POSITIVE REGULATION OF ADAPTIVE IMMUNE RESPONSE%GOBP%GO:0002821	POSITIVE REGULATION OF ADAPTIVE IMMUNE RESPONSE%GOBP%GO:0002821		65	-0.6805424	-2.3014383	0.0	0.0	0.0	812	tags=28%, list=6%, signal=29%	
INTERLEUKIN-1 SIGNALING%REACTOME DATABASE ID RELEASE 73%9020702	INTERLEUKIN-1 SIGNALING%REACTOME DATABASE ID RELEASE 73%9020702		97	-0.62814116	-2.3013039	0.0	0.0	0.0	2501	tags=41%, list=17%, signal=50%	
PHOSPHORYLATION OF CD3 AND TCR ZETA CHAINS%REACTOME%R-HSA-202427.6	PHOSPHORYLATION OF CD3 AND TCR ZETA CHAINS%REACTOME%R-HSA-202427.6		19	-0.9342099	-2.2989292	0.0	0.0	0.0	696	tags=84%, list=5%, signal=88%	
CHROMOSOME MAINTENANCE%REACTOME%R-HSA-73886.2	CHROMOSOME MAINTENANCE%REACTOME%R-HSA-73886.2		104	-0.6279791	-2.2981498	0.0	0.0	0.0	3713	tags=61%, list=26%, signal=81%	
APC C:CDC20 MEDIATED DEGRADATION OF SECURIN%REACTOME DATABASE ID RELEASE 73%174154	APC C:CDC20 MEDIATED DEGRADATION OF SECURIN%REACTOME DATABASE ID RELEASE 73%174154		65	-0.69596916	-2.2959635	0.0	0.0	0.0	2957	tags=52%, list=20%, signal=65%	
ACTIVATION OF APC C AND APC C:CDC20 MEDIATED DEGRADATION OF MITOTIC PROTEINS%REACTOME DATABASE ID RELEASE 73%176814	ACTIVATION OF APC C AND APC C:CDC20 MEDIATED DEGRADATION OF MITOTIC PROTEINS%REACTOME DATABASE ID RELEASE 73%176814		74	-0.7028231	-2.295234	0.0	0.0	0.0	2957	tags=57%, list=20%, signal=71%	
REGULATION OF DEFENSE RESPONSE TO VIRUS BY HOST%GOBP%GO:0050691	REGULATION OF DEFENSE RESPONSE TO VIRUS BY HOST%GOBP%GO:0050691		28	-0.8487413	-2.2923584	0.0	0.0	0.0	583	tags=43%, list=4%, signal=45%	
G1 S DNA DAMAGE CHECKPOINTS%REACTOME%R-HSA-69615.2	G1 S DNA DAMAGE CHECKPOINTS%REACTOME%R-HSA-69615.2		66	-0.68075216	-2.2873585	0.0	0.0	0.0	2957	tags=55%, list=20%, signal=68%	
POSITIVE REGULATION OF LYMPHOCYTE PROLIFERATION%GOBP%GO:0050671	POSITIVE REGULATION OF LYMPHOCYTE PROLIFERATION%GOBP%GO:0050671		82	-0.6670884	-2.2823353	0.0	0.0	0.0	1261	tags=43%, list=9%, signal=46%	
REGULATION OF DEFENSE RESPONSE TO VIRUS%GOBP%GO:0050688	REGULATION OF DEFENSE RESPONSE TO VIRUS%GOBP%GO:0050688		56	-0.7422369	-2.2815945	0.0	0.0	0.0	1368	tags=34%, list=9%, signal=37%	
CANCER IMMUNOTHERAPY BY PD-1 BLOCKADE%WIKIPATHWAYS_20200810%WP4585%HOMO SAPIENS	CANCER IMMUNOTHERAPY BY PD-1 BLOCKADE%WIKIPATHWAYS_20200810%WP4585%HOMO SAPIENS		22	-0.8795436	-2.278384	0.0	0.0	0.0	464	tags=59%, list=3%, signal=61%	
REGULATION OF NATURAL KILLER CELL MEDIATED CYTOTOXICITY%GOBP%GO:0042269	REGULATION OF NATURAL KILLER CELL MEDIATED CYTOTOXICITY%GOBP%GO:0042269		23	-0.8401719	-2.2781322	0.0	0.0	0.0	812	tags=52%, list=6%, signal=55%	
P53-DEPENDENT G1 DNA DAMAGE RESPONSE%REACTOME DATABASE ID RELEASE 73%69563	P53-DEPENDENT G1 DNA DAMAGE RESPONSE%REACTOME DATABASE ID RELEASE 73%69563		64	-0.68109703	-2.2734447	0.0	0.0	0.0	2957	tags=55%, list=20%, signal=68%	
REGULATION OF INTERFERON-GAMMA PRODUCTION%GOBP%GO:0032649	REGULATION OF INTERFERON-GAMMA PRODUCTION%GOBP%GO:0032649		66	-0.64925545	-2.2698822	0.0	0.0	0.0	1437	tags=42%, list=10%, signal=47%	
NEGATIVE REGULATION OF INNATE IMMUNE RESPONSE%GOBP%GO:0045824	NEGATIVE REGULATION OF INNATE IMMUNE RESPONSE%GOBP%GO:0045824		40	-0.7769991	-2.2678034	0.0	0.0	0.0	1325	tags=52%, list=9%, signal=58%	
REGULATION OF MITOTIC CELL CYCLE%REACTOME%R-HSA-453276.2	REGULATION OF MITOTIC CELL CYCLE%REACTOME%R-HSA-453276.2		85	-0.682516	-2.2650506	0.0	0.0	0.0	2957	tags=53%, list=20%, signal=66%	
REGULATION OF APC C ACTIVATORS BETWEEN G1 S AND EARLY ANAPHASE%REACTOME DATABASE ID RELEASE 73%176408	REGULATION OF APC C ACTIVATORS BETWEEN G1 S AND EARLY ANAPHASE%REACTOME DATABASE ID RELEASE 73%176408		78	-0.68492985	-2.2641962	0.0	0.0	0.0	2957	tags=54%, list=20%, signal=67%	
PROTEASOME DEGRADATION%WIKIPATHWAYS_20200810%WP183%HOMO SAPIENS	PROTEASOME DEGRADATION%WIKIPATHWAYS_20200810%WP183%HOMO SAPIENS		60	-0.7425067	-2.2605615	0.0	0.0	0.0	2227	tags=53%, list=15%, signal=63%	
ORC1 REMOVAL FROM CHROMATIN%REACTOME DATABASE ID RELEASE 73%68949	ORC1 REMOVAL FROM CHROMATIN%REACTOME DATABASE ID RELEASE 73%68949		63	-0.7107185	-2.2553852	0.0	0.0	0.0	2957	tags=60%, list=20%, signal=76%	
APC:CDC20 MEDIATED DEGRADATION OF CELL CYCLE PROTEINS PRIOR TO SATISFATION OF THE CELL CYCLE CHECKPOINT%REACTOME%R-HSA-179419.1	APC:CDC20 MEDIATED DEGRADATION OF CELL CYCLE PROTEINS PRIOR TO SATISFATION OF THE CELL CYCLE CHECKPOINT%REACTOME%R-HSA-179419.1		71	-0.69688165	-2.251685	0.0	0.0	0.0	2957	tags=55%, list=20%, signal=69%	
HH MUTANTS ABROGATE LIGAND SECRETION%REACTOME DATABASE ID RELEASE 73%5387390	HH MUTANTS ABROGATE LIGAND SECRETION%REACTOME DATABASE ID RELEASE 73%5387390		54	-0.69774765	-2.2510448	0.0	0.0	0.0	2957	tags=54%, list=20%, signal=67%	
DNA-DEPENDENT DNA REPLICATION%GOBP%GO:0006261	DNA-DEPENDENT DNA REPLICATION%GOBP%GO:0006261		98	-0.60946316	-2.250185	0.0	0.0	0.0	3787	tags=57%, list=26%, signal=77%	
METABOLISM OF POLYAMINES%REACTOME%R-HSA-351202.3	METABOLISM OF POLYAMINES%REACTOME%R-HSA-351202.3		54	-0.7186561	-2.2488894	0.0	0.0	0.0	2885	tags=59%, list=20%, signal=74%	
POSITIVE REGULATION OF LEUKOCYTE PROLIFERATION%GOBP%GO:0070665	POSITIVE REGULATION OF LEUKOCYTE PROLIFERATION%GOBP%GO:0070665		90	-0.6694232	-2.2485619	0.0	0.0	0.0	1261	tags=42%, list=9%, signal=46%	
ABC TRANSPORTER DISORDERS%REACTOME%R-HSA-5619084.4	ABC TRANSPORTER DISORDERS%REACTOME%R-HSA-5619084.4		68	-0.6523573	-2.2469401	0.0	0.0	0.0	2957	tags=47%, list=20%, signal=59%	
POSITIVE REGULATION OF RESPONSE TO CYTOKINE STIMULUS%GOBP%GO:0060760	POSITIVE REGULATION OF RESPONSE TO CYTOKINE STIMULUS%GOBP%GO:0060760		38	-0.75734305	-2.2463737	0.0	0.0	0.0	768	tags=34%, list=5%, signal=36%	
P53-INDEPENDENT DNA DAMAGE RESPONSE%REACTOME DATABASE ID RELEASE 73%69610	P53-INDEPENDENT DNA DAMAGE RESPONSE%REACTOME DATABASE ID RELEASE 73%69610		50	-0.7164412	-2.2433283	0.0	0.0	0.0	2957	tags=60%, list=20%, signal=75%	
SWITCHING OF ORIGINS TO A POST-REPLICATIVE STATE%REACTOME DATABASE ID RELEASE 73%69052	SWITCHING OF ORIGINS TO A POST-REPLICATIVE STATE%REACTOME DATABASE ID RELEASE 73%69052		82	-0.69548213	-2.2416675	0.0	0.0	0.0	2531	tags=49%, list=18%, signal=59%	
MITOCHONDRIAL TRANSLATION%GOBP%GO:0032543	MITOCHONDRIAL TRANSLATION%GOBP%GO:0032543		107	-0.61803985	-2.240774	0.0	0.0	0.0	3443	tags=57%, list=24%, signal=74%	
PID_TCR_PATHWAY%MSIGDB_C2%PID_TCR_PATHWAY	PID_TCR_PATHWAY%MSIGDB_C2%PID_TCR_PATHWAY		66	-0.6720562	-2.2391865	0.0	0.0	0.0	909	tags=39%, list=6%, signal=42%	
LYMPHOCYTE MEDIATED IMMUNITY%GOBP%GO:0002449	LYMPHOCYTE MEDIATED IMMUNITY%GOBP%GO:0002449		55	-0.7407659	-2.2389162	0.0	0.0	0.0	927	tags=38%, list=6%, signal=41%	
DEFECTIVE CFTR CAUSES CYSTIC FIBROSIS%REACTOME%R-HSA-5678895.2	DEFECTIVE CFTR CAUSES CYSTIC FIBROSIS%REACTOME%R-HSA-5678895.2		59	-0.6964431	-2.2326362	0.0	0.0	0.0	2957	tags=53%, list=20%, signal=66%	
HOST INTERACTIONS OF HIV FACTORS%REACTOME%R-HSA-162909.1	HOST INTERACTIONS OF HIV FACTORS%REACTOME%R-HSA-162909.1		122	-0.61133295	-2.2312768	0.0	0.0	0.0	2793	tags=41%, list=19%, signal=50%	
S PHASE%REACTOME%R-HSA-69242.2	S PHASE%REACTOME%R-HSA-69242.2		153	-0.59569395	-2.2286336	0.0	0.0	0.0	3971	tags=60%, list=27%, signal=82%	
ANTIGEN PRESENTATION: FOLDING, ASSEMBLY AND PEPTIDE LOADING OF CLASS I MHC%REACTOME DATABASE ID RELEASE 73%983170	ANTIGEN PRESENTATION: FOLDING, ASSEMBLY AND PEPTIDE LOADING OF CLASS I MHC%REACTOME DATABASE ID RELEASE 73%983170		24	-0.8343096	-2.2283194	0.0	0.0	0.0	90	tags=38%, list=1%, signal=38%	
POSITIVE REGULATION OF CELL KILLING%GOBP%GO:0031343	POSITIVE REGULATION OF CELL KILLING%GOBP%GO:0031343		30	-0.8199712	-2.2281077	0.0	0.0	0.0	1261	tags=50%, list=9%, signal=55%	
