GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0032956	regulation of actin cytoskeleton organization	3.813229471735515e-7	3.813229471735515e-7	+1	ITGB3,ARHGAP6,ESAM,CTTN,DMTN,TPM1,GSN,ARPC1B,ARPC5,TMSB4X,WDR1,TGFB1,MTPN,ACTG1,DBNL,FLNA,ARF1,ARHGDIB,PLEK,BRK1
GO:0007229	integrin-mediated signaling pathway	6.562109094338202e-7	6.562109094338202e-7	+1	ITGA2B,ITGB3,C6ORF25,DMTN,ILK,FERMT3,LIMS1,TIMP1,TLN1,FLNA,ITGB1,PLEK
GO:0110053	regulation of actin filament organization	9.364779769007346e-7	9.364779769007346e-7	+1	ARHGAP6,ESAM,CTTN,DMTN,TPM1,GSN,ARPC1B,ARPC5,TMSB4X,WDR1,MTPN,ACTG1,DBNL,FLNA,ARF1,PLEK,BRK1
GO:0032970	regulation of actin filament-based process	0.0000017359367154882633	0.0000017359367154882633	+1	ITGB3,ARHGAP6,ESAM,CTTN,DMTN,TPM1,GSN,ARPC1B,ARPC5,TMSB4X,WDR1,TGFB1,MTPN,ACTG1,DBNL,FLNA,ARF1,ARHGDIB,PLEK,BRK1
GO:0140029	exocytic process	0.000002599222413562905	0.000002599222413562905	+1	SEPT5,SNCA,DMTN,SCFD2,P2RX1,RAB10,STX11,SNAP23,STXBP2,PLEK
GO:0008154	actin polymerization or depolymerization	0.0000033771400990899224	0.0000033771400990899224	+1	ARHGAP6,ESAM,CTTN,DMTN,GSN,ARPC1B,ARPC5,TMSB4X,WDR1,MTPN,DBNL,PLEK,BRK1,DIAPH1
GO:0008064	regulation of actin polymerization or depolymerization	0.00001306990718453609	0.00001306990718453609	+1	ESAM,CTTN,DMTN,GSN,ARPC1B,ARPC5,TMSB4X,WDR1,MTPN,DBNL,PLEK,BRK1
GO:0051651	maintenance of location in cell	0.00001425809036693751	0.00001425809036693751	+1	GP9,GP1BA,ITGB3,SNCA,GSN,FKBP1A,TMSB4X,TGFB1,SRGN,FLNA,FTH1,GSTO1,DIAPH1,SKP1
GO:0030832	regulation of actin filament length	0.000014760230202030933	0.000014760230202030933	+1	ESAM,CTTN,DMTN,GSN,ARPC1B,ARPC5,TMSB4X,WDR1,MTPN,DBNL,PLEK,BRK1
GO:0030100	regulation of endocytosis	0.00003554517849401159	0.00003554517849401159	+1	ITGB3,CLU,SNCA,RUFY1,CD151,ACTB,PACSIN2,TGFB1,ACTG1,ARF1,HMGB1,SNX3,LDLRAP1,RAB4A,AP2M1
GO:1904062	regulation of monoatomic cation transmembrane transport	0.000037470797852811276	0.000037470797852811276	+1	ITGB3,SCN1B,SNCA,P2RX1,FHL1,YWHAH,GNB5,FKBP1A,TMSB4X,TGFB1,FLNA,ITGB1,GSTO1,G6PD,STOM,DIAPH1
GO:0010543	regulation of platelet activation	0.00008509133513712481	0.00008509133513712481	+1	GP9,GP1BA,ALOX12,CD9,DMTN,FLNA,PLEK
GO:0030041	actin filament polymerization	0.0001302235304367338	0.0001302235304367338	+1	ARHGAP6,ESAM,CTTN,DMTN,GSN,ARPC1B,ARPC5,TMSB4X,MTPN,DBNL,DIAPH1
GO:0010572	positive regulation of platelet activation	0.00013507826794266346	0.00013507826794266346	+1	GP9,GP1BA,FLNA,PLEK
GO:0051258	protein polymerization	0.00013507826794266346	0.00013507826794266346	+1	ARHGAP6,ESAM,TUBB1,CTTN,SNCA,DMTN,GSN,ARPC1B,ARPC5,TMSB4X,GPX4,MTPN,DBNL,DIAPH1
GO:0043254	regulation of protein-containing complex assembly	0.0001457515820775623	0.0001457515820775623	+1	CLU,ESAM,CTTN,SNCA,DMTN,GSN,ARPC1B,ARPC5,TMSB4X,RIOK3,MTPN,RAP1B,DBNL,HMGB1,PLEK,BRK1,SVIP
GO:0030220	platelet formation	0.000149581419241446	0.000149581419241446	+1	CLEC1B,TUBB1,C6ORF25,ACTN1,WDR1
GO:0001667	ameboidal-type cell migration	0.0001749687701285536	0.0001749687701285536	+1	SPARC,ITGB3,FSTL1,DMTN,ILK,PDLIM1,GPX1,RAB11A,TIMP1,TMSB4X,TGFB1,ADIPOR1,HMGB1,ITGB1,ARHGDIB,GLUL,HSPB1
GO:0031532	actin cytoskeleton reorganization	0.00018736184281534183	0.00018736184281534183	+1	ESAM,CTTN,DMTN,PARVB,GSN,TGFB1,FLNA,ARHGDIB,PLEK
GO:0006874	intracellular calcium ion homeostasis	0.0002121857455578346	0.0002121857455578346	+1	GP9,GP1BA,ITGB3,SNCA,P2RX1,CCL5,MCUR1,ATP2A3,FKBP1A,TGFB1,APP,FLNA,GSTO1,DIAPH1
GO:0036344	platelet morphogenesis	0.00021573315067526194	0.00021573315067526194	+1	CLEC1B,TUBB1,C6ORF25,ACTN1,WDR1
GO:0034329	cell junction assembly	0.00024598613200916	0.00024598613200916	+1	CLDN5,ITGB3,ARHGAP6,ESAM,CTTN,CD9,SNCA,DMTN,ACTN1,LIMS1,ACTB,WDR1,APP,TLN1,RAP1B,ACTG1,DBNL
GO:0010959	regulation of metal ion transport	0.00032266900261687615	0.00032266900261687615	+1	ITGB3,SCN1B,SNCA,P2RX1,CCL5,FHL1,YWHAH,GNB5,FKBP1A,TGFB1,FLNA,ITGB1,GSTO1,G6PD,STOM,DIAPH1
GO:0022898	regulation of transmembrane transporter activity	0.0003370972392988866	0.0003370972392988866	+1	SCN1B,SNCA,CAPN1,FHL1,YWHAH,GNB5,ACTB,FKBP1A,TMSB4X,APP,ITGB1,GSTO1,STOM
GO:0007044	cell-substrate junction assembly	0.000348530550434625	0.000348530550434625	+1	ITGB3,ARHGAP6,CTTN,DMTN,ACTN1,LIMS1,TLN1,ACTG1
GO:0051209	release of sequestered calcium ion into cytosol	0.00035133518922587947	0.00035133518922587947	+1	GP9,GP1BA,ITGB3,SNCA,FKBP1A,TGFB1,FLNA,GSTO1,DIAPH1
GO:0051283	negative regulation of sequestering of calcium ion	0.00037077373112710354	0.00037077373112710354	+1	GP9,GP1BA,ITGB3,SNCA,FKBP1A,TGFB1,FLNA,GSTO1,DIAPH1
GO:0031589	cell-substrate adhesion	0.0003719305462443835	0.0003719305462443835	+1	ITGA2B,ITGB3,ARHGAP6,CTTN,DMTN,ILK,ACTN1,PARVB,FERMT3,RSU1,LIMS1,TLN1,ACTG1,FLNA,ITGB1
GO:0007160	cell-matrix adhesion	0.0003738243623643821	0.0003738243623643821	+1	ITGA2B,ITGB3,ARHGAP6,CTTN,DMTN,ILK,ACTN1,FERMT3,LIMS1,TLN1,ACTG1,ITGB1
GO:0051282	regulation of sequestering of calcium ion	0.00040837167633217124	0.00040837167633217124	+1	GP9,GP1BA,ITGB3,SNCA,FKBP1A,TGFB1,FLNA,GSTO1,DIAPH1
GO:0055074	calcium ion homeostasis	0.0004151829329538542	0.0004151829329538542	+1	GP9,GP1BA,ITGB3,SNCA,P2RX1,CCL5,MCUR1,ATP2A3,FKBP1A,TGFB1,APP,FLNA,GSTO1,DIAPH1
GO:0051208	sequestering of calcium ion	0.0005118890048224046	0.0005118890048224046	+1	GP9,GP1BA,ITGB3,SNCA,FKBP1A,TGFB1,FLNA,GSTO1,DIAPH1
GO:0150115	cell-substrate junction organization	0.0005323346935581377	0.0005323346935581377	+1	ITGB3,ARHGAP6,CTTN,DMTN,ACTN1,LIMS1,TLN1,ACTG1
GO:0032409	regulation of transporter activity	0.0005583776092774142	0.0005583776092774142	+1	SCN1B,SNCA,CAPN1,FHL1,YWHAH,GNB5,ACTB,FKBP1A,TMSB4X,APP,ITGB1,GSTO1,STOM
GO:0051235	maintenance of location	0.0006735539859643749	0.0006735539859643749	+1	GP9,GP1BA,ITGB3,SNCA,GSN,FKBP1A,TMSB4X,TGFB1,SRGN,FLNA,FTH1,GSTO1,DIAPH1,SKP1
GO:0070588	calcium ion transmembrane transport	0.0006735539859643749	0.0006735539859643749	+1	GP9,GP1BA,ITGB3,SNCA,P2RX1,MCUR1,GNB5,ATP2A3,FKBP1A,TGFB1,FLNA,GSTO1,G6PD,DIAPH1
GO:0010763	positive regulation of fibroblast migration	0.0007019224003986912	0.0007019224003986912	+1	ITGB3,DMTN,TGFB1,ITGB1
GO:0030833	regulation of actin filament polymerization	0.0007197766793759212	0.0007197766793759212	+1	ESAM,CTTN,DMTN,GSN,ARPC1B,ARPC5,TMSB4X,MTPN,DBNL
GO:0010761	fibroblast migration	0.000759696293098713	0.000759696293098713	+1	ITGB3,DMTN,ILK,PDLIM1,TGFB1,ITGB1
GO:1905475	regulation of protein localization to membrane	0.0008130592090777544	0.0008130592090777544	+1	DMTN,PGRMC1,GSN,ACTB,TGFB1,ITGB1,LDLRAP1,SQSTM1,STOM,AP2M1
GO:0072378	blood coagulation, fibrin clot formation	0.0008721143316052841	0.0008721143316052841	+1	GP9,GP1BA,F13A1,FLNA
GO:0097553	calcium ion transmembrane import into cytosol	0.0008721143316052841	0.0008721143316052841	+1	GP9,GP1BA,ITGB3,SNCA,P2RX1,FKBP1A,TGFB1,FLNA,GSTO1,DIAPH1
GO:0061515	myeloid cell development	0.0009247979642405442	0.0009247979642405442	+1	GP9,GP1BA,C6ORF25,DMTN,APP,FLNA,G6PD
GO:0035633	maintenance of blood-brain barrier	0.0010146836582026275	0.0010146836582026275	+1	CLDN5,ESAM,ACTB,ACTG1,ITGB1
GO:0048041	focal adhesion assembly	0.0010967060378381517	0.0010967060378381517	+1	ARHGAP6,CTTN,DMTN,ACTN1,LIMS1,TLN1,ACTG1
GO:0031333	negative regulation of protein-containing complex assembly	0.0010967060378381517	0.0010967060378381517	+1	CLU,SNCA,DMTN,GSN,TMSB4X,RIOK3,MTPN,HMGB1,SVIP
GO:0016050	vesicle organization	0.0011799650953845657	0.0011799650953845657	+1	ACRBP,SNCA,CHMP6,LAMTOR1,RAB11A,SRGN,AP1B1,RAB32,STX11,SNX3,SNAP23,SQSTM1,VAPA,AP2M1
GO:0034765	regulation of monoatomic ion transmembrane transport	0.001206224575519482	0.001206224575519482	+1	ITGB3,SCN1B,SNCA,P2RX1,FHL1,YWHAH,GNB5,FKBP1A,TMSB4X,TGFB1,FLNA,ITGB1,GSTO1,G6PD,STOM,DIAPH1
GO:0030099	myeloid cell differentiation	0.0012657595196503156	0.0012657595196503156	+1	GP9,PF4,GP1BA,CLEC1B,FAXDC2,TUBB1,C6ORF25,DMTN,ACTN1,WDR1,TGFB1,APP,FLNA,G6PD,EIF2AK1
GO:0032535	regulation of cellular component size	0.0013473770123717747	0.0013473770123717747	+1	ESAM,CTTN,DMTN,GSN,ARPC1B,RAB11A,ARPC5,TMSB4X,WDR1,MTPN,DBNL,PLEK,BRK1,AP2M1
GO:0072376	protein activation cascade	0.001493747284041171	0.001493747284041171	+1	GP9,GP1BA,F13A1,FLNA
GO:0007163	establishment or maintenance of cell polarity	0.0016597110711859997	0.0016597110711859997	+1	ILK,PDLIM1,PARVB,GSN,ACTB,WDR1,LMNA,RAP1B,RAB10,ITGB1,SPINT2
GO:1990000	amyloid fibril formation	0.0017075756869751838	0.0017075756869751838	+1	CLU,SNCA,GSN,FKBP1A,APP
GO:2001044	regulation of integrin-mediated signaling pathway	0.0017381534066003086	0.0017381534066003086	+1	DMTN,LIMS1,TIMP1,FLNA
GO:0030219	megakaryocyte differentiation	0.0017432358194817241	0.0017432358194817241	+1	GP9,PF4,GP1BA,FAXDC2,C6ORF25,FLNA
GO:0032271	regulation of protein polymerization	0.0017544279806608724	0.0017544279806608724	+1	ESAM,CTTN,SNCA,DMTN,GSN,ARPC1B,ARPC5,TMSB4X,MTPN,DBNL
GO:0006816	calcium ion transport	0.0019215209828144396	0.0019215209828144396	+1	GP9,GP1BA,ITGB3,SNCA,P2RX1,CCL5,MCUR1,GNB5,ATP2A3,FKBP1A,TGFB1,FLNA,GSTO1,G6PD,DIAPH1
GO:0035855	megakaryocyte development	0.002321025760345014	0.002321025760345014	+1	GP9,GP1BA,C6ORF25,FLNA
GO:1900026	positive regulation of substrate adhesion-dependent cell spreading	0.00240284217816339	0.00240284217816339	+1	ITGB3,DMTN,ILK,LIMS1,FLNA
GO:1902905	positive regulation of supramolecular fiber organization	0.0027637827043893786	0.0027637827043893786	+1	CLU,CTTN,TPM1,GSN,GPX1,WDR1,APP,PLEK,BRK1
GO:0006887	exocytosis	0.0027840456384282193	0.0027840456384282193	+1	SEPT5,SNCA,DMTN,SCFD2,P2RX1,CCL5,RAB11A,RAP1B,RAB10,STX11,SNAP23,STXBP2,PLEK
GO:0032412	regulation of monoatomic ion transmembrane transporter activity	0.0028658282602071826	0.0028658282602071826	+1	SCN1B,CAPN1,FHL1,YWHAH,GNB5,FKBP1A,TMSB4X,APP,ITGB1,GSTO1,STOM
GO:0044403	biological process involved in symbiotic interaction	0.0034185307987618734	0.0034185307987618734	+1	PF4,ITGB3,GSN,GPX1,CHMP6,CCL5,HMGB1,ITGB1,SNX3,GAPDH,VAPA,STOM
GO:0033622	integrin activation	0.003432226060849663	0.003432226060849663	+1	FERMT3,TLN1,RAP1B,PLEK
GO:1903421	regulation of synaptic vesicle recycling	0.003432226060849663	0.003432226060849663	+1	SNCA,ACTB,ACTG1,AP2M1
GO:0099003	vesicle-mediated transport in synapse	0.003445425733972746	0.003445425733972746	+1	SEPT5,ITGB3,SNCA,P2RX1,ACTB,RAP1B,ACTG1,STX11,SNAP23,AP2M1
GO:1903169	regulation of calcium ion transmembrane transport	0.0037414159190893	0.0037414159190893	+1	ITGB3,SNCA,P2RX1,GNB5,FKBP1A,TGFB1,GSTO1,G6PD,DIAPH1
GO:1990748	cellular detoxification	0.00376481730560389	0.00376481730560389	+1	PTGS1,GPX1,PRDX6,RDH11,GPX4,SOD2,GSTO1
GO:0055001	muscle cell development	0.0038336180658667947	0.0038336180658667947	+1	MYL9,TPM1,ACTN1,GPX1,WDR1,LMNA,ACTG1,ITGB1,G6PD
GO:0034446	substrate adhesion-dependent cell spreading	0.003899685259314171	0.003899685259314171	+1	ITGB3,DMTN,ILK,PARVB,FERMT3,LIMS1,FLNA
GO:0019372	lipoxygenase pathway	0.0039069845124040745	0.0039069845124040745	+1	ALOX12,GPX1,GPX4
GO:0003012	muscle system process	0.004008708211507073	0.004008708211507073	+1	MYL9,SCN1B,CTTN,TPM1,TPM4,P2RX1,GSN,MYL6,LMNA,MTPN,FLNA,GSTO1,G6PD,TPM3
GO:0045055	regulated exocytosis	0.004164597948100292	0.004164597948100292	+1	SEPT5,SNCA,DMTN,P2RX1,RAP1B,RAB10,STX11,SNAP23,STXBP2,PLEK
GO:0009636	response to toxic substance	0.004267475985834423	0.004267475985834423	+1	PTGS1,SNN,GPX1,CCL5,MPST,PRDX6,RDH11,GPX4,SOD2,GSTO1
GO:0006749	glutathione metabolic process	0.004922740067317379	0.004922740067317379	+1	GPX1,GPX4,SOD2,GSTO1,G6PD
GO:0042692	muscle cell differentiation	0.004922740067317379	0.004922740067317379	+1	MYL9,CD9,TPM1,ACTN1,GPX1,WDR1,TGFB1,LMNA,MTPN,SOD2,ACTG1,ITGB1,G6PD
GO:0051279	regulation of release of sequestered calcium ion into cytosol	0.005425242349572085	0.005425242349572085	+1	ITGB3,SNCA,FKBP1A,TGFB1,GSTO1,DIAPH1
GO:0097237	cellular response to toxic substance	0.005583496119523845	0.005583496119523845	+1	PTGS1,GPX1,PRDX6,RDH11,GPX4,SOD2,GSTO1
GO:0051017	actin filament bundle assembly	0.005932697196856174	0.005932697196856174	+1	ARHGAP6,DMTN,TPM1,PDLIM1,ACTN1,ACTG1,FLNA,PLEK
GO:0006836	neurotransmitter transport	0.005932697196856174	0.005932697196856174	+1	SEPT5,ITGB3,SNCA,P2RX1,RAP1B,STX11,ITGB1,SNAP23,STXBP2
GO:0070493	thrombin-activated receptor signaling pathway	0.0060410628085331135	0.0060410628085331135	+1	GP1BA,SNCA,PLEK
GO:0098974	postsynaptic actin cytoskeleton organization	0.0060410628085331135	0.0060410628085331135	+1	ACTB,ACTG1,DBNL
GO:2001046	positive regulation of integrin-mediated signaling pathway	0.0060410628085331135	0.0060410628085331135	+1	DMTN,LIMS1,FLNA
GO:0099504	synaptic vesicle cycle	0.006203584566125204	0.006203584566125204	+1	SEPT5,SNCA,P2RX1,ACTB,RAP1B,ACTG1,STX11,SNAP23,AP2M1
GO:0050900	leukocyte migration	0.006203584566125204	0.006203584566125204	+1	PF4,GP1BA,ITGB3,PPBP,CD9,MPP1,CCL5,WDR1,TGFB1,APP,HMGB1,ITGB1,CD99
GO:0043281	regulation of cysteine-type endopeptidase activity involved in apoptotic process	0.006203584566125204	0.006203584566125204	+1	SNCA,P2RX1,GSN,CDKN2D,GPX1,DAP,ATP2A3,DNAJB6,HMGB1
GO:0030834	regulation of actin filament depolymerization	0.006375823932156113	0.006375823932156113	+1	DMTN,GSN,WDR1,MTPN,PLEK
GO:0019369	arachidonic acid metabolic process	0.006375823932156113	0.006375823932156113	+1	ALOX12,PTGS1,GPX1,MGLL,GPX4
GO:0061572	actin filament bundle organization	0.006375823932156113	0.006375823932156113	+1	ARHGAP6,DMTN,TPM1,PDLIM1,ACTN1,ACTG1,FLNA,PLEK
GO:0010927	cellular component assembly involved in morphogenesis	0.006630131293492168	0.006630131293492168	+1	MYL9,ACRBP,CD9,TPM1,WDR1,ACTG1,ITGB1
GO:0045216	cell-cell junction organization	0.0066611651703721185	0.0066611651703721185	+1	CLDN5,ESAM,CD9,LIMS1,ACTB,WDR1,TLN1,ACTG1,FLNA
GO:0006596	polyamine biosynthetic process	0.007145580517019939	0.007145580517019939	+1	ODC1,OAZ1,SAT1
GO:0031623	receptor internalization	0.007145580517019939	0.007145580517019939	+1	ITGB3,CD9,SNCA,ARF1,ITGB1,LDLRAP1,AP2M1
GO:0010631	epithelial cell migration	0.007145580517019939	0.007145580517019939	+1	SPARC,ITGB3,FSTL1,GPX1,RAB11A,TMSB4X,ADIPOR1,HMGB1,ITGB1,GLUL,HSPB1
GO:0052547	regulation of peptidase activity	0.007365692183663766	0.007365692183663766	+1	SNCA,P2RX1,GSN,CDKN2D,GPX1,DAP,ATP2A3,TIMP1,DNAJB6,APP,HMGB1,SPINT2,GAPDH
GO:0006898	receptor-mediated endocytosis	0.00744542656677144	0.00744542656677144	+1	ITGB3,CLU,CTTN,CD9,SNCA,DBNL,ARF1,ITGB1,LDLRAP1,AP2M1
GO:0090132	epithelium migration	0.0075734688639461836	0.0075734688639461836	+1	SPARC,ITGB3,FSTL1,GPX1,RAB11A,TMSB4X,ADIPOR1,HMGB1,ITGB1,GLUL,HSPB1
GO:0001505	regulation of neurotransmitter levels	0.007860173955742601	0.007860173955742601	+1	SEPT5,ITGB3,SNCA,P2RX1,RAP1B,STX11,ITGB1,SNAP23,STXBP2
GO:1900024	regulation of substrate adhesion-dependent cell spreading	0.008129285038858602	0.008129285038858602	+1	ITGB3,DMTN,ILK,LIMS1,FLNA
GO:0022406	membrane docking	0.008129285038858602	0.008129285038858602	+1	SCFD2,RAB10,STX11,SNX3,STXBP2,PLEK
GO:1901888	regulation of cell junction assembly	0.008237653054544202	0.008237653054544202	+1	CLDN5,ARHGAP6,SNCA,DMTN,LIMS1,APP,TLN1,RAP1B,ACTG1
GO:1901163	regulation of trophoblast cell migration	0.008397417383054821	0.008397417383054821	+1	ITGB3,TIMP1,ARHGDIB
GO:0098869	cellular oxidant detoxification	0.008435591896596841	0.008435591896596841	+1	PTGS1,GPX1,PRDX6,GPX4,SOD2,GSTO1
GO:0051588	regulation of neurotransmitter transport	0.008435591896596841	0.008435591896596841	+1	SEPT5,ITGB3,SNCA,P2RX1,RAP1B,ITGB1
GO:0045010	actin nucleation	0.00851671790797528	0.00851671790797528	+1	GSN,ARPC1B,ARPC5,ARF1,BRK1
GO:0090130	tissue migration	0.00851671790797528	0.00851671790797528	+1	SPARC,ITGB3,FSTL1,GPX1,RAB11A,TMSB4X,ADIPOR1,HMGB1,ITGB1,GLUL,HSPB1
GO:0030042	actin filament depolymerization	0.00851671790797528	0.00851671790797528	+1	DMTN,GSN,WDR1,MTPN,PLEK
GO:0010810	regulation of cell-substrate adhesion	0.008559853684444597	0.008559853684444597	+1	ITGB3,ARHGAP6,DMTN,ILK,RSU1,LIMS1,TLN1,ACTG1,FLNA
GO:0043542	endothelial cell migration	0.008778481237912727	0.008778481237912727	+1	SPARC,ITGB3,FSTL1,GPX1,TMSB4X,HMGB1,ITGB1,GLUL,HSPB1
GO:0051924	regulation of calcium ion transport	0.009206241162511872	0.009206241162511872	+1	ITGB3,SNCA,P2RX1,CCL5,GNB5,FKBP1A,TGFB1,GSTO1,G6PD,DIAPH1
GO:0042176	regulation of protein catabolic process	0.009232186772181239	0.009232186772181239	+1	CLU,SNCA,ODC1,CTSA,GPX1,CHMP6,OAZ1,TIMP1,FLNA,SNX3,RBX1,SVIP
GO:0006878	intracellular copper ion homeostasis	0.009393862728710572	0.009393862728710572	+1	ANKRD9,APP,ARF1
GO:0099188	postsynaptic cytoskeleton organization	0.009393862728710572	0.009393862728710572	+1	ACTB,ACTG1,DBNL
GO:0061450	trophoblast cell migration	0.009393862728710572	0.009393862728710572	+1	ITGB3,TIMP1,ARHGDIB
GO:0061684	chaperone-mediated autophagy	0.009393862728710572	0.009393862728710572	+1	CLU,SNCA,CTSA
GO:0090109	regulation of cell-substrate junction assembly	0.009393862728710572	0.009393862728710572	+1	ARHGAP6,DMTN,LIMS1,TLN1,ACTG1
GO:0051893	regulation of focal adhesion assembly	0.009393862728710572	0.009393862728710572	+1	ARHGAP6,DMTN,LIMS1,TLN1,ACTG1
GO:0016079	synaptic vesicle exocytosis	0.009393862728710572	0.009393862728710572	+1	SEPT5,SNCA,P2RX1,RAP1B,STX11,SNAP23
GO:0098754	detoxification	0.009762320783852238	0.009762320783852238	+1	PTGS1,GPX1,PRDX6,RDH11,GPX4,SOD2,GSTO1
GO:0048278	vesicle docking	0.009796637745357863	0.009796637745357863	+1	SCFD2,RAB10,STX11,STXBP2,PLEK
GO:0008277	regulation of G protein-coupled receptor signaling pathway	0.0102684663077413	0.0102684663077413	+1	ITGB3,RGS18,SNCA,RGS10,MGLL,CCL5,PLEK
GO:0034110	regulation of homotypic cell-cell adhesion	0.0102684663077413	0.0102684663077413	+1	ALOX12,CD9,DMTN,CCL5
GO:0042401	biogenic amine biosynthetic process	0.0102684663077413	0.0102684663077413	+1	SNCA,ODC1,OAZ1,SAT1
GO:0033631	cell-cell adhesion mediated by integrin	0.010744121308640917	0.010744121308640917	+1	FERMT3,CCL5,ITGB1
GO:0052548	regulation of endopeptidase activity	0.01079120769783165	0.01079120769783165	+1	SNCA,P2RX1,GSN,CDKN2D,GPX1,DAP,ATP2A3,TIMP1,DNAJB6,HMGB1,GAPDH
GO:0007269	neurotransmitter secretion	0.010932426643884335	0.010932426643884335	+1	SEPT5,SNCA,P2RX1,RAP1B,STX11,SNAP23,STXBP2
GO:0099643	signal release from synapse	0.010932426643884335	0.010932426643884335	+1	SEPT5,SNCA,P2RX1,RAP1B,STX11,SNAP23,STXBP2
GO:0010762	regulation of fibroblast migration	0.011027268834150514	0.011027268834150514	+1	ITGB3,DMTN,TGFB1,ITGB1
GO:0002685	regulation of leukocyte migration	0.011027268834150514	0.011027268834150514	+1	GP1BA,ITGB3,CD9,MPP1,CCL5,TGFB1,APP,HMGB1,CD99
GO:0009309	amine biosynthetic process	0.011027268834150514	0.011027268834150514	+1	SNCA,ODC1,OAZ1,SAT1
GO:0045806	negative regulation of endocytosis	0.011205561923910172	0.011205561923910172	+1	ITGB3,PACSIN2,TGFB1,HMGB1,SNX3
GO:0030239	myofibril assembly	0.011205561923910172	0.011205561923910172	+1	MYL9,TPM1,WDR1,ACTG1,ITGB1
GO:0051051	negative regulation of transport	0.011511871618618297	0.011511871618618297	+1	ITGB3,SNCA,DMTN,OAZ1,GNB5,PACSIN2,TGFB1,UBAC2,RAP1B,HMGB1,SNX3,GSTO1,SVIP
GO:0055002	striated muscle cell development	0.011812674532036799	0.011812674532036799	+1	MYL9,TPM1,WDR1,ACTG1,ITGB1
GO:0150116	regulation of cell-substrate junction organization	0.011812674532036799	0.011812674532036799	+1	ARHGAP6,DMTN,LIMS1,TLN1,ACTG1
GO:0098751	bone cell development	0.011858633887969228	0.011858633887969228	+1	GP9,GP1BA,C6ORF25,FLNA
GO:0006595	polyamine metabolic process	0.012091876182351451	0.012091876182351451	+1	ODC1,OAZ1,SAT1
